"","lon","lat","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"7745",-175.5,68.5,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.78999948501587,-1.67749953269958,-1.76499950885773,-1.7874995470047,-1.78999948501587,-1.6899995803833,-1.7599995136261,-1.79499959945679,-1.79749953746796,-1.45999956130981,-1.77749955654144,-1.71749949455261,-1.5374995470047,-1.5024995803833,-1.79499959945679,-1.65499949455261,-1.6274995803833,-1.31749951839447,-1.79749953746796,-1.7599995136261,-1.78249955177307,-1.75499951839447,-1.76749956607819,-1.3224995136261,-1.71249949932098,-1.74999952316284,-1.67749953269958,-1.40249955654144,-1.77999949455261,-1.70249950885773,-1.02249956130981,-1.77749955654144,-1.78999948501587,-1.79249954223633,-1.75499951839447,-1.08749949932098,-1.58499956130981,-1.66749954223633,-1.79499959945679,-1.78999948501587,-1.78499948978424,-1.76749956607819
"7746",-174.5,68.5,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.78999948501587,-1.64749956130981,-1.75749957561493,-1.7874995470047,-1.79249954223633,-1.64249956607819,-1.74749958515167,-1.79249954223633,-1.79749953746796,-1.43749952316284,-1.78499948978424,-1.69499957561493,-1.47749948501587,-1.40749955177307,-1.79499959945679,-1.64749956130981,-1.65749955177307,-1.22749948501587,-1.77999949455261,-1.76249957084656,-1.76999950408936,-1.7524995803833,-1.78499948978424,-1.15499949455261,-1.67499959468842,-1.74749958515167,-1.68749952316284,-1.3849995136261,-1.76749956607819,-1.67249953746796,-0.839999556541443,-1.7599995136261,-1.78999948501587,-1.79499959945679,-1.75499951839447,-0.819999516010284,-1.48999953269958,-1.67499959468842,-1.76999950408936,-1.77499949932098,-1.75749957561493,-1.7874995470047
"7747",-173.5,68.5,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79249954223633,-1.6274995803833,-1.76749956607819,-1.78999948501587,-1.79249954223633,-1.65249955654144,-1.74999952316284,-1.76999950408936,-1.79999959468842,-1.44499957561493,-1.79249954223633,-1.60999953746796,-1.50749957561493,-1.3774995803833,-1.79499959945679,-1.67249953746796,-1.69249951839447,-1.14749956130981,-1.68749952316284,-1.77499949932098,-1.74499952793121,-1.77749955654144,-1.7874995470047,-0.984999537467957,-1.58749949932098,-1.75499951839447,-1.65749955177307,-1.34499955177307,-1.70499956607819,-1.67749953269958,-0.682499527931213,-1.77249956130981,-1.78249955177307,-1.79499959945679,-1.75749957561493,-0.637499570846558,-1.34499955177307,-1.65249955654144,-1.40499949455261,-1.70499956607819,-1.51749956607819,-1.75749957561493
"7748",-172.5,68.5,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.78999948501587,-1.64499950408936,-1.77249956130981,-1.78499948978424,-1.77249956130981,-1.65999948978424,-1.76499950885773,-1.66499948501587,-1.79999959468842,-1.49249958992004,-1.78249955177307,-1.38999950885773,-1.54999959468842,-1.37999951839447,-1.79249954223633,-1.66499948501587,-1.73749959468842,-0.997499525547028,-1.50499951839447,-1.7874995470047,-1.73749959468842,-1.78999948501587,-1.79249954223633,-0.784999549388885,-1.44999957084656,-1.74249958992004,-1.55749952793121,-1.27499949932098,-1.61499953269958,-1.69499957561493,-0.547499537467957,-1.78499948978424,-1.71749949455261,-1.78249955177307,-1.74749958515167,-0.3499995470047,-1.10999953746796,-1.53499948978424,-0.887499570846558,-1.40249955654144,-0.937499523162842,-1.70499956607819
"7749",-171.5,68.5,-1.78499948978424,-1.78499948978424,-1.77999949455261,-1.74499952793121,-1.75749957561493,-1.67749953269958,-1.75499951839447,-1.76999950408936,-1.74749958515167,-1.65499949455261,-1.77999949455261,-1.49999952316284,-1.79249954223633,-1.59249949455261,-1.71749949455261,-1.00749957561493,-1.51999950408936,-1.41499948501587,-1.77249956130981,-1.63749957084656,-1.76999950408936,-0.49749955534935,-1.26999950408936,-1.7874995470047,-1.74249958992004,-1.79499959945679,-1.77749955654144,-0.5999995470047,-1.22999954223633,-1.62499952316284,-1.44249951839447,-1.11249959468842,-1.48749959468842,-1.67999958992004,-0.454999536275864,-1.79249954223633,-1.13999950885773,-1.73249959945679,-1.61249959468842,0.162500455975533,-0.809999525547028,-1.2524995803833,-0.282499551773071,-0.81749951839447,0.0250004585832357,-1.47249948978424
"7750",-170.5,68.5,-1.53249955177307,-1.62249958515167,-1.57749950885773,-0.792499542236328,-1.61749958992004,-1.71249949932098,-1.67249953746796,-1.69499957561493,-1.7249995470047,-1.65249955654144,-1.77999949455261,-1.05249953269958,-1.77499949932098,-1.69499957561493,-1.59749948978424,-0.782499551773071,-1.41749954223633,-1.57499957084656,-1.69499957561493,-1.61999952793121,-1.76249957084656,-0.0924995392560959,-0.462499529123306,-1.77749955654144,-1.7599995136261,-1.79249954223633,-1.67499959468842,-0.404999554157257,-0.602499544620514,-1.13249957561493,-1.32749950885773,-1.08999955654144,-1.3499995470047,-1.59749948978424,-0.462499529123306,-1.76499950885773,-0.734999537467957,-1.66499948501587,-1.36749958992004,0.485000461339951,-0.522499561309814,-0.887499570846558,0.397500455379486,0.192500457167625,0.677500486373901,-0.574999570846558
"7751",-169.5,68.5,-1.27749955654144,-1.43749952316284,-1.36999952793121,0.160000458359718,-1.39749956130981,-1.75499951839447,-1.35499954223633,-1.5024995803833,-1.72999954223633,-1.58249950408936,-1.76999950408936,-0.269999533891678,-1.71999955177307,-1.68749952316284,-1.21749949455261,-0.739999532699585,-1.37999951839447,-1.67749953269958,-1.10999953746796,-1.62499952316284,-1.6624995470047,-0.0774995386600494,-0.0174995418637991,-1.75749957561493,-1.76999950408936,-1.78249955177307,-1.45249950885773,-0.267499536275864,-0.137499541044235,-0.792499542236328,-1.14749956130981,-1.16499948501587,-1.00499951839447,-1.49499952793121,-0.589999556541443,-1.71249949932098,-0.4124995470047,-1.5099995136261,-1.23249959945679,0.487500458955765,-0.352499544620514,-0.7249995470047,1.21000051498413,1.18750047683716,1.1150004863739,-0.00999954249709845
"7752",-168.5,68.5,-1.43499958515167,-1.51749956607819,-1.53249955177307,-0.809999525547028,-1.07749950885773,-1.75749957561493,-1.04749953746796,-1.22749948501587,-1.69249951839447,-1.39999949932098,-1.71249949932098,0.200000464916229,-1.5099995136261,-1.56999957561493,-0.447499543428421,-0.799999535083771,-1.42999958992004,-1.73499953746796,-0.769999563694,-1.57999956607819,-1.22749948501587,-0.274999529123306,0.287500470876694,-1.7249995470047,-1.77999949455261,-1.68249952793121,-0.939999520778656,-0.264999538660049,0.0450004562735558,-0.597499549388885,-0.729999542236328,-1.42749953269958,-0.532499551773071,-1.14499950408936,-0.969999551773071,-1.24999952316284,-0.189999535679817,-1.3499995470047,-1.18749952316284,0.392500460147858,-0.317499548196793,-0.517499566078186,1.69750046730042,1.70500040054321,1.39500045776367,0.25250044465065
"7753",-167.5,68.5,-1.6899995803833,-1.6899995803833,-1.68749952316284,-1.56749951839447,-0.734999537467957,-1.66999959945679,-0.869999527931213,-0.882499516010284,-1.49249958992004,-1.2874995470047,-1.52249956130981,0.572500467300415,-1.15749955177307,-1.28499948978424,0.207500457763672,-1.05499958992004,-1.52749955654144,-1.7599995136261,-0.582499563694,-1.45999956130981,-0.37249955534935,-0.417499542236328,0.632500469684601,-1.58249950408936,-1.70249950885773,-1.45249950885773,-0.304999530315399,-0.569999516010284,0.432500451803207,-0.569999516010284,0.167500451207161,-1.64999949932098,-0.137499541044235,-0.314999550580978,-1.45999956130981,-0.402499556541443,0.130000457167625,-1.19249951839447,-1.25749957561493,-0.407499551773071,-0.0649995431303978,-0.122499540448189,1.91500043869019,2.1225004196167,1.72750043869019,0.715000450611115
"7754",-166.5,68.5,-1.75499951839447,-1.74249958992004,-1.73749959468842,-1.79999959468842,-0.517499566078186,-1.48499953746796,-0.617499530315399,-0.562499523162842,-0.902499556541443,-1.26249957084656,-1.38249957561493,0.882500469684601,-0.834999561309814,-0.524999558925629,0.527500450611115,-1.18249952793121,-1.28249955177307,-1.74999952316284,-0.197499543428421,-1.25499951839447,0.00250045768916607,-0.262499541044235,0.537500441074371,-1.17249953746796,-1.33249950408936,-1.24999952316284,0.0825004577636719,-0.784999549388885,0.757500469684601,-0.604999542236328,0.622500479221344,-1.65999948978424,0.0275004580616951,0.0825004577636719,-1.45499956607819,-0.182499542832375,0.13250045478344,-1.01499950885773,-1.33749949932098,-0.8499995470047,0.0850004553794861,0.0775004550814629,1.67500042915344,2.14000034332275,1.7750004529953,0.705000460147858
"8106",-174.5,67.5,-1.79749953746796,-1.79499959945679,-1.79749953746796,-1.79749953746796,-1.74499952793121,-1.71499955654144,-1.58249950408936,-1.7874995470047,-1.69999957084656,-1.46499955654144,-1.73249959945679,-1.62999951839447,-1.78499948978424,-1.29499959945679,-1.6274995803833,-1.53499948978424,-1.20499956607819,-0.947499513626099,-1.76999950408936,-1.52499949932098,-1.73249959945679,-0.7874995470047,-1.77749955654144,-1.66999959945679,-1.78999948501587,-1.72749948501587,-1.73249959945679,-0.667499542236328,-1.17249953746796,-1.69249951839447,-1.59749948978424,-0.989999532699585,-1.69999957084656,-1.62499952316284,-0.824999570846558,-1.76999950408936,-1.71499955654144,-1.77749955654144,-1.67999958992004,-0.442499548196793,-1.31999957561493,-1.55749952793121,-1.72249948978424,-1.60249948501587,-1.71999955177307,-1.61499953269958
"8107",-173.5,67.5,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.74249958992004,-1.73249959945679,-1.65499949455261,-1.79249954223633,-1.68499958515167,-1.49499952793121,-1.75499951839447,-1.47999954223633,-1.79249954223633,-1.36499953269958,-1.69249951839447,-1.44999957084656,-1.11749958992004,-0.842499554157257,-1.76749956607819,-1.63249957561493,-1.74249958992004,-0.49749955534935,-1.57749950885773,-1.70249950885773,-1.78999948501587,-1.77749955654144,-1.71749949455261,-0.302499532699585,-0.977499544620514,-1.70249950885773,-1.45749950408936,-0.677499532699585,-1.46999955177307,-1.64749956130981,-0.332499533891678,-1.78249955177307,-1.66499948501587,-1.67249953746796,-1.66499948501587,-0.197499543428421,-1.05499958992004,-1.5724995136261,-1.69249951839447,-1.67499959468842,-1.58499956130981,-1.61749958992004
