"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB"
"5527","4MF07","41",3,"2007-05-12 11:39","4MF07 41 3 60BON 1",0,0,2007,5,56.38833,-170.80183,132,186.22961,121,"4MF07_56.38833_-170.80183_2007-05-12 11:39_505",0,446,"5/12/2007",234261
"5530","1HE07","16",2,"2007-04-13 8:07","1HE07 16 2 60BON 1",0,0,2007,4,57.26217,-165.763,103,77.74406,70,"1HE07_57.26217_-165.763_2007-04-13 8:07_333",0,446,"4/13/2007",234261
"5533","4MF07","16",2,"2007-05-10 2:04","4MF07 16 2 60BON 1",0,0,2007,5,56.44933,-167.93417,130,135.09076,126,"4MF07_56.44933_-167.93417_2007-05-10 2:04_505",0,446,"5/10/2007",234261
"5534","4MF94","10",1,"1994-04-16 13:27","4MF94 10 1 60BON 1",0,0,1994,4,55.60833,-168.6467,106,272.33859,291,"4MF94_55.60833_-168.6467_1994-04-16 13:27_333",0,158,"4/16/1994",261909
"5536","4MF94","153",9,"1994-04-29 23:32","4MF94 153 9 60BON 1",0,0,1994,4,53.73,-167.7867,119,265.39591,1400,"4MF94_53.73_-167.7867_1994-04-29 23:32_333",0,158,"4/29/1994",261909
"5537","4MF94","155",6,"1994-04-30 4:53","4MF94 155 6 60BON 1",0,0,1994,4,53.50833,-167.57829,120,113.25,71,"4MF94_53.50833_-167.57829_1994-04-30 4:53_333",0,158,"4/30/1994",261909
"5539","4MF94","145",6,"1994-04-28 17:50","4MF94 145 6 60BON 1",0,0,1994,4,54.34833,-165.8333,118,176.17371,144,"4MF94_54.34833_-165.8333_1994-04-28 17:50_333",0,158,"4/28/1994",261909
"5541","2DY10","99",2,"2010-05-17 7:47","2DY10 99 2 60BON 2",0,0,2010,5,55.20817,-168.2025,137,596.76679,1371,"2DY10_55.20817_-168.2025_2010-05-17 7:47_500",0,370,"5/17/2010",227957
"5544","3MF02","29",2,"2002-05-15 15:25","3MF02 29 2 60BON 1",0,0,2002,5,55.29183,-164.32201,135,176.79955,101,"3MF02_55.29183_-164.32201_2002-05-15 15:25_505",0,236,"5/15/2002",255755
"5545","4MF94","34",1,"1994-04-18 13:08","4MF94 34 1 60BON 1",0,0,1994,4,54.50667,-168.5333,108,333.73071,1442,"4MF94_54.50667_-168.5333_1994-04-18 13:08_333",0,158,"4/18/1994",261909
"5547","4MF94","41",1,"1994-04-19 3:01","4MF94 41 1 60BON 1",0,0,1994,4,54.78667,-166.83501,109,266.84699,288,"4MF94_54.78667_-166.83501_1994-04-19 3:01_333",0,158,"4/19/1994",261909
"5548","4MF94","12",1,"1994-04-16 17:27","4MF94 12 1 60BON 1",0,0,1994,4,55.37,-169.38001,106,267.7908,2040,"4MF94_55.37_-169.38001_1994-04-16 17:27_333",0,158,"4/16/1994",261909
"5556","3MF02","33",2,"2002-05-16 0:01","3MF02 33 2 60BON 1",0,0,2002,5,54.80983,-165.866,136,257.5925,169,"3MF02_54.80983_-165.866_2002-05-16 0:01_505",0,236,"5/16/2002",255755
"5558","2DY09","26",2,"2009-05-02 9:18","2DY09 26 2 60BON 1",8.9169,13.51046,2009,5,57.77934,-168.45799,122,148.03343,72,"2DY09_57.77934_-168.45799_2009-05-02 9:18_333",2,311,"5/2/2009",225280
"5559","3MF06","57",2,"2006-05-15 19:52","3MF06 57 2 60BON 1",10.92325,31.20927,2006,5,55.18917,-163.72583,135,64.08352,46,"3MF06_55.18917_-163.72583_2006-05-15 19:52_505",2,442,"5/15/2006",242629
"5568","5MF05","20",2,"2005-05-12 6:16","5MF05 20 2 60BON 1",10.33216,35.62813,2005,5,56.59867,-160.00534,132,56.13542,38,"5MF05_56.59867_-160.00534_2005-05-12 6:16_505",2,283,"5/12/2005",249168
"5569","5MF05","26",2,"2005-05-13 3:34","5MF05 26 2 60BON 1",0,0,2005,5,57.4125,-158.244,133,53.06535,28,"5MF05_57.4125_-158.244_2005-05-13 3:34_505",0,283,"5/13/2005",249168
"5570","5MF05","30",2,"2005-05-13 13:01","5MF05 30 2 60BON 1",51.17962,104.44821,2005,5,57.28133,-159.63901,133,86.16711,58,"5MF05_57.28133_-159.63901_2005-05-13 13:01_505",9,283,"5/13/2005",249168
"5571","5MF05","38",2,"2005-05-14 7:17","5MF05 38 2 60BON 1",131.34575,215.3209,2005,5,56.91516,-160.84334,134,92.88462,69,"5MF05_56.91516_-160.84334_2005-05-14 7:17_505",20,283,"5/14/2005",249168
"5573","1TT06","1",3,"2006-04-15 20:19","1TT06 1 3 60BON 1",0,0,2006,4,56.77433,-164.34801,105,108.30742,75,"1TT06_56.77433_-164.34801_2006-04-15 20:19_333",0,442,"4/15/2006",242629
"5575","1TT06","101",2,"2006-05-09 5:30","1TT06 101 2 60BON 1",1099.10763,1801.81579,2006,5,57.86983,-167.54083,129,104.33919,69,"1TT06_57.86983_-167.54083_2006-05-09 5:30_333",188,442,"5/9/2006",242629
"5576","2DY10","59",2,"2010-05-11 21:56","2DY10 59 2 60BON 2",21.08945,29.70345,2010,5,56.3215,-162.81134,131,134.66451,80,"2DY10_56.3215_-162.81134_2010-05-11 21:56_500",4,370,"5/11/2010",227957
"5577","2DY10","6",2,"2010-05-06 21:57","2DY10 6 2 60BON 2",0,0,2010,5,54.79167,-166.8325,126,540.52741,290,"2DY10_54.79167_-166.8325_2010-05-06 21:57_500",0,370,"5/6/2010",227957
"5578","2DY10","65",2,"2010-05-14 2:16","2DY10 65 2 60BON 2",8.56994,13.82248,2010,5,57.41467,-170.33717,134,144.69186,71,"2DY10_57.41467_-170.33717_2010-05-14 2:16_500",2,370,"5/14/2010",227957
"5579","2DY10","73",3,"2010-05-14 20:23","2DY10 73 3 60BON 2",0,0,2010,5,56.7295,-170.65233,134,191.40065,110,"2DY10_56.7295_-170.65233_2010-05-14 20:23_500",0,370,"5/14/2010",227957
"5588","2DY08","7",3,"2008-05-09 3:35","2DY08 7 3 60BON 1",0,0,2008,5,57.88533,-168.98283,129,74.44256,71,"2DY08_57.88533_-168.98283_2008-05-09 3:35_333",0,331,"5/9/2008",227649
"5589","2DY10","100",2,"2010-05-17 10:06","2DY10 100 2 60BON 2",0,0,2010,5,55.327,-167.82933,137,362.49356,205,"2DY10_55.327_-167.82933_2010-05-17 10:06_500",0,370,"5/17/2010",227957
"5595","2DY12","116",1,"2012-05-25 7:23","2DY12 116 1 60BON 1",284.13047,430.50071,2012,5,57.04633,-166.0343,145,148.6641,74,"2DY12_57.04633_-166.0343_2012-05-25 7:23_505",64,429,"5/25/2012",234044
"5599","2DY12","117",1,"2012-05-25 8:56","2DY12 117 1 60BON 1",112.03576,172.3627,2012,5,56.927,-166.4162,145,150.8447,76,"2DY12_56.927_-166.4162_2012-05-25 8:56_505",26,429,"5/25/2012",234044
"5600","DY14-06","200",1,"2014-06-05 23:24","DY14-06 200 1 60BON 1",4.63501,5.8671,2014,6,58.0668,-171.0372,156,170.44191,88,"DY14-06_58.0668_-171.0372_2014-06-05 23:24_505",1,521,"6/5/2014",228355
"5601","DY14-06","226",1,"2014-06-06 15:10","DY14-06 226 1 60BON 1",23.70322,26.33691,2014,6,58.609,-172.0717,157,151.87808,99,"DY14-06_58.609_-172.0717_2014-06-06 15:10_505",4,521,"6/6/2014",228355
"5602","DY14-06","81",1,"2014-05-26 17:50","DY14-06 81 1 60BON 1",0,0,2014,5,56.8057,-161.2318,146,103.87089,63,"DY14-06_56.8057_-161.2318_2014-05-26 17:50_505",0,521,"5/26/2014",228355
"5605","1TT06","82",2,"2006-05-04 8:47","1TT06 82 2 60BON 1",41.02794,13.63055,2006,5,59.40167,-177.76534,124,440.18781,454,"1TT06_59.40167_-177.76534_2006-05-04 8:47_333",6,442,"5/4/2006",242629
"5608","3MF02","72",2,"2002-05-20 8:33","3MF02 72 2 60BON 1",0,0,2002,5,54.7735,-167.78767,140,461.80359,1308,"3MF02_54.7735_-167.78767_2002-05-20 8:33_505",0,236,"5/20/2002",255755
"5611","2DY12","121",1,"2012-05-25 15:07","2DY12 121 1 60BON 1",384.40683,591.39513,2012,5,57.12567,-167.612,145,140.3461,76,"2DY12_57.12567_-167.612_2012-05-25 15:07_505",83,429,"5/25/2012",234044
"5612","2DY12","168",1,"2012-05-30 14:03","2DY12 168 1 60BON 1",4.28874,4.66167,2012,5,56.949,-170.8677,150,214.5153,104,"2DY12_56.949_-170.8677_2012-05-30 14:03_505",1,429,"5/30/2012",234044
"5613","2DY12","31",1,"2012-05-19 8:10","2DY12 31 1 60BON 1",0,0,2012,5,56.38483,-165.3865,139,153.1668,87,"2DY12_56.38483_-165.3865_2012-05-19 8:10_505",0,429,"5/19/2012",234044
"5616","2DY12","88",1,"2012-05-23 5:07","2DY12 88 1 60BON 1",1540.59426,2445.38772,2012,5,56.896,-161.8495,143,121.0442,72,"2DY12_56.896_-161.8495_2012-05-23 5:07_505",296,429,"5/23/2012",234044
"5617","2DY12","92",1,"2012-05-23 10:53","2DY12 92 1 60BON 1",99.19897,495.99484,2012,5,56.097,-161.0418,143,12.0969,30,"2DY12_56.097_-161.0418_2012-05-23 10:53_505",6,429,"5/23/2012",234044
"5620","DY13-05","49",2,"2013-05-08 12:17","DY13-05 49 2 60BON 1",4.86606,7.48625,2013,5,57.2611,-165.7656,128,133.57828,70,"DY13-05_57.2611_-165.7656_2013-05-08 12:17_500",1,63,"5/8/2013",234526
"5621","1OM06","5",2,"2006-06-22 15:00","1OM06 5 2 60BON 1",0,0,2006,6,56.99917,-165.9855,173,126.93254,71,"1OM06_56.99917_-165.9855_2006-06-22 15:00_505",0,442,"6/22/2006",242629
"5622","1TT06","14",2,"2006-04-19 2:01","1TT06 14 2 60BON 1",26.16899,45.11895,2006,4,57.9275,-169.33533,109,66.49091,67,"1TT06_57.9275_-169.33533_2006-04-19 2:01_333",3,442,"4/19/2006",242629
"5623","1TT06","15",2,"2006-04-19 4:44","1TT06 15 2 60BON 1",17.64017,28.45189,2006,4,57.81816,-168.81917,109,70.29411,72,"1TT06_57.81816_-168.81917_2006-04-19 4:44_333",2,442,"4/19/2006",242629
"5625","1TT06","64",2,"2006-04-30 8:11","1TT06 64 2 60BON 1",27.52723,24.36038,2006,4,58.374,-173.57066,120,205.25133,123,"1TT06_58.374_-173.57066_2006-04-30 8:11_333",5,442,"4/30/2006",242629
"5626","1TT06","4",2,"2006-04-16 18:30","1TT06 4 2 60BON 1",5.09566,12.42844,2006,4,57.83,-163.93367,106,80.46059,50,"1TT06_57.83_-163.93367_2006-04-16 18:30_333",1,442,"4/16/2006",242629
"5629","3MF02","58",3,"2002-05-18 19:10","3MF02 58 3 60BON 1",0,0,2002,5,56.42233,-163.40784,138,111.82332,83,"3MF02_56.42233_-163.40784_2002-05-18 19:10_505",0,236,"5/18/2002",255755
"5630","2DY12","63",1,"2012-05-21 5:28","2DY12 63 1 60BON 1",187.96258,284.79179,2012,5,56.74267,-164.2302,141,150.9875,75,"2DY12_56.74267_-164.2302_2012-05-21 5:28_505",43,429,"5/21/2012",234044
"5631","2DY12","123",1,"2012-05-25 18:33","2DY12 123 1 60BON 1",272.23997,406.32831,2012,5,57.22717,-168.208,145,157.5081,77,"2DY12_57.22717_-168.208_2012-05-25 18:33_505",64,429,"5/25/2012",234044
"5635","1TT06","43",2,"2006-04-24 10:22","1TT06 43 2 60BON 1",451.35175,501.50194,2006,4,58.22833,-171.564,114,185.44295,98,"1TT06_58.22833_-171.564_2006-04-24 10:22_333",93,442,"4/24/2006",242629
"5636","1TT06","70",3,"2006-05-01 22:33","1TT06 70 3 60BON 1",243.39505,185.79774,2006,5,59.6265,-176.63966,121,161.4659,140,"1TT06_59.6265_-176.63966_2006-05-01 22:33_333",30,442,"5/1/2006",242629
"5637","3MF02","9",2,"2002-05-13 21:01","3MF02 9 2 60BON 1",0,0,2002,5,54.32817,-165.4045,133,203.68163,148,"3MF02_54.32817_-165.4045_2002-05-13 21:01_505",0,236,"5/13/2002",255755
"5638","3MF02","60",2,"2002-05-19 0:48","3MF02 60 2 60BON 1",5.06831,6.41558,2002,5,56.081,-163.58051,139,155.87051,90,"3MF02_56.081_-163.58051_2002-05-19 0:48_505",1,236,"5/19/2002",255755
"5639","3MF06","69",2,"2006-05-16 19:45","3MF06 69 2 60BON 2",0,0,2006,5,56.20267,-163.1955,136,119.89534,86,"3MF06_56.20267_-163.1955_2006-05-16 19:45_505",0,442,"5/16/2006",242629
"5640","3MF06","71",2,"2006-05-16 23:30","3MF06 71 2 60BON 1",6.08422,8.56932,2006,5,56.09667,-162.60001,136,116.69537,79,"3MF06_56.09667_-162.60001_2006-05-16 23:30_505",1,442,"5/16/2006",242629
"5641","3MF06","73",2,"2006-05-17 3:31","3MF06 73 2 60BON 1",312.68537,744.48898,2006,5,55.99667,-161.978,137,83.2786,47,"3MF06_55.99667_-161.978_2006-05-17 3:31_505",62,442,"5/17/2006",242629
"5642","3MF02","63",2,"2002-05-19 9:48","3MF02 63 2 60BON 1",0,0,2002,5,55.50617,-164.53217,139,107.87523,102,"3MF02_55.50617_-164.53217_2002-05-19 9:48_505",0,236,"5/19/2002",255755
"5643","3TT05","27",2,"2005-05-18 0:12","3TT05 27 2 60BON 1",1085.62466,1670.19178,2005,5,59.89617,-171.45117,138,32.93035,73,"3TT05_59.89617_-171.45117_2005-05-18 0:12_333",55,283,"5/18/2005",249168
"5644","3MF06","39",2,"2006-05-14 2:55","3MF06 39 2 60BON 1",0,0,2006,5,55.15133,-165.6985,134,175.80849,123,"3MF06_55.15133_-165.6985_2006-05-14 2:55_505",0,442,"5/14/2006",242629
"5645","3MF06","87",2,"2006-05-18 7:27","3MF06 87 2 60BON 1",436.56117,715.67405,2006,5,56.91834,-160.83284,138,97.80989,69,"3MF06_56.91834_-160.83284_2006-05-18 7:27_505",70,442,"5/18/2006",242629
"5646","DY14-05","3",2,"2014-05-07 13:36","DY14-05 3 2 60BON 1",0,0,2014,5,54.476,-166.0465,127,442.56391,531,"DY14-05_54.476_-166.0465_2014-05-07 13:36_505",0,521,"5/7/2014",228355
"5647","2DY12","18",1,"2012-05-18 9:20","2DY12 18 1 60BON 1",0,0,2012,5,55.2685,-165.3048,138,192.4946,115,"2DY12_55.2685_-165.3048_2012-05-18 9:20_505",0,429,"5/18/2012",234044
"5648","1TT06","27",2,"2006-04-21 23:38","1TT06 27 2 60BON 1",9.3007,15.24704,2006,4,58.102,-168.47084,111,131.17296,71,"1TT06_58.102_-168.47084_2006-04-21 23:38_333",2,442,"4/21/2006",242629
"5649","1TT06","72",2,"2006-05-02 9:29","1TT06 72 2 60BON 1",258.09113,169.7968,2006,5,59.65183,-176.96516,122,200.23935,160,"1TT06_59.65183_-176.96516_2006-05-02 9:29_333",34,442,"5/2/2006",242629
"5663","6MF95","9",1,"1995-04-18 2:10","6MF95 9 1 60BON 1",0,0,1995,4,55.7535,-169.2115,108,315.71414,2362,"6MF95_55.7535_-169.2115_1995-04-18 2:10_333",0,275,"4/18/1995",257129
"5664","6MF95","97",1,"1995-04-26 14:47","6MF95 97 1 60BON 1",0,0,1995,4,54.90717,-166.4482,116,215.92311,153,"6MF95_54.90717_-166.4482_1995-04-26 14:47_333",0,275,"4/26/1995",257129
"5665","1DY12","18",2,"2012-04-30 4:04","1DY12 18 2 60BON 1",10.23793,9.56816,2012,4,54.9385,-165.291,120,209.0267,116,"1DY12_54.9385_-165.291_2012-04-30 4:04_505",2,429,"4/30/2012",234044
"5668","7MF00","4",1,"2000-06-24 5:43","7MF00 4 1 60BON 1",0,0,2000,6,56.334,-167.673,175,234.90567,113,"7MF00_56.334_-167.673_2000-06-24 5:43_333",0,54,"6/24/2000",248451
"5669","7MF00","4",4,"2000-06-24 13:02","7MF00 4 4 60BON 1",0,0,2000,6,56.46333,-167.63333,175,173.3013,111,"7MF00_56.46333_-167.63333_2000-06-24 13:02_333",0,54,"6/24/2000",248451
"5670","6MF96","214",2,"1996-05-15 6:18","6MF96 214 2 60BON 1",0,0,1996,5,54.36967,-165.2677,135,222.27924,169,"6MF96_54.36967_-165.2677_1996-05-15 6:18_333",0,22,"5/15/1996",251194
"5678","7MF95","27",1,"1995-05-06 19:30","7MF95 27 1 60BON 1",0,0,1995,5,56.58667,-166.577,126,147.23576,94,"7MF95_56.58667_-166.577_1995-05-06 19:30_333",0,275,"5/6/1995",257129
"5680","6MF97","69",2,"1997-05-12 1:04","6MF97 69 2 60BON 1",0,0,1997,5,55.89583,-166.90567,132,172.64319,129,"6MF97_55.89583_-166.90567_1997-05-12 1:04_333",0,132,"5/12/1997",247943
"5681","7MF95","35",1,"1995-05-07 9:14","7MF95 35 1 60BON 1",0,0,1995,5,56.36667,-166.3683,127,151.48607,102,"7MF95_56.36667_-166.3683_1995-05-07 9:14_333",0,275,"5/7/1995",257129
"5685","7MF95","90",1,"1995-05-12 15:11","7MF95 90 1 60BON 1",7.77604,9.60004,1995,5,56.20333,-163.19721,132,104.16618,86,"7MF95_56.20333_-163.19721_1995-05-12 15:11_333",1,275,"5/12/1995",257129
"5693","5MF97","65",2,"1997-04-25 12:04","5MF97 65 2 60BON 1",0,0,1997,4,54.33733,-165.42619,115,249.22656,158,"5MF97_54.33733_-165.42619_1997-04-25 12:04_333",0,132,"4/25/1997",247943
"5694","6MF95","73",1,"1995-04-23 9:06","6MF95 73 1 60BON 1",0,0,1995,4,54.71033,-165.27119,113,179.34988,133,"6MF95_54.71033_-165.27119_1995-04-23 9:06_333",0,275,"4/23/1995",257129
"5695","6MF95","80",1,"1995-04-24 3:40","6MF95 80 1 60BON 1",0,0,1995,4,55.30433,-163.3382,114,53.18825,43,"6MF95_55.30433_-163.3382_1995-04-24 3:40_333",0,275,"4/24/1995",257129
"5698","3MF93","10",1,"1993-04-16 23:23","3MF93 10 1 60BON 1",0,0,1993,4,54.69667,-166.24831,106,364.52097,285,"3MF93_54.69667_-166.24831_1993-04-16 23:23_333",0,119,"4/16/1993",268008
"5699","3MF93","115",1,"1993-04-29 23:45","3MF93 115 1 60BON 1",0,0,1993,4,54.13333,-166.185,119,105.53918,84,"3MF93_54.13333_-166.185_1993-04-29 23:45_333",0,119,"4/29/1993",268008
"5700","3MF93","122",1,"1993-04-30 7:39","3MF93 122 1 60BON 1",0,0,1993,4,54.13167,-166.42329,120,452.27518,668,"3MF93_54.13167_-166.42329_1993-04-30 7:39_333",0,119,"4/30/1993",268008
"5701","3MF93","126",1,"1993-04-30 11:12","3MF93 126 1 60BON 1",0,0,1993,4,54.11667,-166.51,120,458.86758,556,"3MF93_54.11667_-166.51_1993-04-30 11:12_333",0,119,"4/30/1993",268008
"5702","3MF93","22",1,"1993-04-17 20:04","3MF93 22 1 60BON 1",0,0,1993,4,54.05333,-166.5683,107,147.47565,121,"3MF93_54.05333_-166.5683_1993-04-17 20:04_333",0,119,"4/17/1993",268008
"5703","3MF93","4",1,"1993-04-16 0:44","3MF93 4 1 60BON 1",0,0,1993,4,54.20833,-167.2433,106,155.80794,1770,"3MF93_54.20833_-167.2433_1993-04-16 0:44_333",0,119,"4/16/1993",268008
"5704","6MF95","11",1,"1995-04-18 5:58","6MF95 11 1 60BON 1",0,0,1995,4,55.6495,-168.6227,108,234.19099,155,"6MF95_55.6495_-168.6227_1995-04-18 5:58_333",0,275,"4/18/1995",257129
"5707","3MF79","G006A",2,"1979-06-01 16:59","3MF79 G006A 2 60BON 1",0,0,1979,6,55.05333,-167.8167,152,331.41452,560,"3MF79_55.05333_-167.8167_1979-06-01 16:59_505",0,126,"6/1/1979",227682
"5713","DY15-04","2",2,"2015-04-27 10:54","DY15-04 2 2 60BON 1",0,0,2015,4,54.3419,-165.4283,117,238.03,152,"DY15-04_54.3419_-165.4283_2015-04-27 10:54_505",0,160,"4/27/2015",221437
"5714","DY15-04","4",1,"2015-04-27 12:39","DY15-04 4 1 60BON 1",0,0,2015,4,54.4206,-165.1401,117,229.459,134,"DY15-04_54.4206_-165.1401_2015-04-27 12:39_505",0,160,"4/27/2015",221437
"5715","DY15-04","5",1,"2015-04-27 13:46","DY15-04 5 1 60BON 1",0,0,2015,4,54.4425,-164.9863,117,91.523,46,"DY15-04_54.4425_-164.9863_2015-04-27 13:46_505",0,160,"4/27/2015",221437
"5716","DY15-04","7",2,"2015-04-27 20:55","DY15-04 7 2 60BON 1",0,0,2015,4,54.7178,-164.7837,117,73.354,48,"DY15-04_54.7178_-164.7837_2015-04-27 20:55_505",0,160,"4/27/2015",221437
"5717","DY15-04","9",2,"2015-04-27 23:02","DY15-04 9 2 60BON 1",0,0,2015,4,54.933,-164.9885,117,163.596,92,"DY15-04_54.933_-164.9885_2015-04-27 23:02_505",0,160,"4/27/2015",221437
"5718","4MF03","4",2,"2003-05-18 9:10","4MF03 4 2 60BON 1",0,0,2003,5,54.12167,-166.20151,138,131.61305,86,"4MF03_54.12167_-166.20151_2003-05-18 9:10_505",0,125,"5/18/2003",255366
"5719","3MF93","76",1,"1993-04-22 13:27","3MF93 76 1 60BON 1",0,0,1993,4,54.82667,-168.078,112,464.60068,1750,"3MF93_54.82667_-168.078_1993-04-22 13:27_333",0,119,"4/22/1993",268008
"5720","3MF93","84",1,"1993-04-22 22:29","3MF93 84 1 60BON 1",0,0,1993,4,54.80333,-168.3033,112,375.37381,2062,"3MF93_54.80333_-168.3033_1993-04-22 22:29_333",0,119,"4/22/1993",268008
"5721","6MF95","111",1,"1995-04-27 13:36","6MF95 111 1 60BON 1",14.84477,15.96212,1995,4,56.36717,-166.36301,117,125.29666,103,"6MF95_56.36717_-166.36301_1995-04-27 13:36_333",2,275,"4/27/1995",257129
"5725","4MF03","52",2,"2003-05-23 14:03","4MF03 52 2 60BON 1",0,0,2003,5,55.16667,-164.71001,143,226.02162,102,"4MF03_55.16667_-164.71001_2003-05-23 14:03_505",0,125,"5/23/2003",255366
"5727","4MF03","61",2,"2003-05-24 8:58","4MF03 61 2 60BON 1",0,0,2003,5,54.56617,-166.6145,144,650.44653,423,"4MF03_54.56617_-166.6145_2003-05-24 8:58_505",0,125,"5/24/2003",255366
"5730","3MF79","G032A",2,"1979-06-19 10:29","3MF79 G032A 2 60BON 1",0,0,1979,6,55.955,-166.7433,170,171.31789,129,"3MF79_55.955_-166.7433_1979-06-19 10:29_505",0,126,"6/19/1979",227682
"5731","3MF79","G036A",2,"1979-06-20 8:54","3MF79 G036A 2 60BON 1",0,0,1979,6,55.475,-167.7883,171,186.30856,139,"3MF79_55.475_-167.7883_1979-06-20 8:54_505",0,126,"6/20/1979",227682
"5732","3MF79","G051A",2,"1979-06-25 8:11","3MF79 G051A 2 60BON 1",0,0,1979,6,56.16167,-170.02831,176,181.60422,118,"3MF79_56.16167_-170.02831_1979-06-25 8:11_505",0,126,"6/25/1979",227682
"5734","1AK10","18",2,"2010-06-25 3:03","1AK10 18 2 60BON 1",238.32865,390.70271,2010,6,57.30933,-167.71651,176,125.41505,71,"1AK10_57.30933_-167.71651_2010-06-25 3:03_333",49,370,"6/25/2010",227957
"5735","1AK10","7",2,"2010-06-13 2:22","1AK10 7 2 60BON 1",0,0,2010,6,55.98417,-162.879,164,114.50153,47,"1AK10_55.98417_-162.879_2010-06-13 2:22_333",0,370,"6/13/2010",227957
"5736","1AK10","9",2,"2010-06-15 2:25","1AK10 9 2 60BON 1",841.89432,3118.12713,2010,6,58.352,-163.99434,166,81.77986,37,"1AK10_58.352_-163.99434_2010-06-15 2:25_333",255,370,"6/15/2010",227957
"5739","1AR07","4",2,"2007-06-13 3:08","1AR07 4 2 60BON 1",20.11861,41.91377,2007,6,56.9,-159.6915,164,95.43403,49,"1AR07_56.9_-159.6915_2007-06-13 3:08_333",4,446,"6/13/2007",234261
"5740","1AR07","9",2,"2007-06-18 4:19","1AR07 9 2 60BON 1",50.78909,99.58645,2007,6,57.022,-163.49583,169,90.37374,62,"1AR07_57.022_-163.49583_2007-06-18 4:19_333",9,446,"6/18/2007",234261
"5743","5MF97","28",1,"1997-04-19 21:57","5MF97 28 1 60BON 1",0,0,1997,4,55.98217,-166.5863,109,162.61841,130,"5MF97_55.98217_-166.5863_1997-04-19 21:57_333",0,132,"4/19/1997",247943
"5745","3MF79","V007A",2,"1979-06-03 16:01","3MF79 V007A 2 60BON 1",0,0,1979,6,56.05,-166.5667,154,159.80293,124,"3MF79_56.05_-166.5667_1979-06-03 16:01_505",0,126,"6/3/1979",227682
"5746","DY14-06","237",1,"2014-06-07 13:56","DY14-06 237 1 60BON 1",0,0,2014,6,56.59,-171.9647,158,207.85146,137,"DY14-06_56.59_-171.9647_2014-06-07 13:56_505",0,521,"6/7/2014",228355
"5747","1AR09","6",2,"2009-06-14 3:30","1AR09 6 2 60BON 1",166.01266,276.68776,2009,6,57.40217,-165.83817,165,65.05528,64,"1AR09_57.40217_-165.83817_2009-06-14 3:30_333",18,311,"6/14/2009",225280
"5749","1AK10","10",2,"2010-06-16 3:06","1AK10 10 2 60BON 1",112.46871,303.9695,2010,6,57.96867,-165.252,167,121.72274,47,"1AK10_57.96867_-165.252_2010-06-16 3:06_333",37,370,"6/16/2010",227957
"5750","1DY11","15",2,"2011-05-22 5:59","1DY11 15 2 60BON 1",0,0,2011,5,59.6065,-170.91766,142,137.21571,73,"1DY11_59.6065_-170.91766_2011-05-22 5:59_333",0,208,"5/22/2011",232110
"5751","1OC88","G005A",1,"1988-03-18 0:52","1OC88 G005A 1 60BON 1",0,0,1988,3,54.08833,-167.8367,77,529.7027,2070,"1OC88_54.08833_-167.8367_1988-03-18 0:52_333",0,107,"3/18/1988",311661
"5753","1OC88","G031A",1,"1988-03-20 21:29","1OC88 G031A 1 60BON 1",0,0,1988,3,54.18667,-167.8933,79,576.17102,1500,"1OC88_54.18667_-167.8933_1988-03-20 21:29_333",0,107,"3/20/1988",311661
"5754","1OC88","G039A",1,"1988-03-27 17:35","1OC88 G039A 1 60BON 1",0,0,1988,3,55.715,-169.3167,86,395.38644,2527,"1OC88_55.715_-169.3167_1988-03-27 17:35_333",0,107,"3/27/1988",311661
"5755","1OC88","G042A",1,"1988-03-31 22:03","1OC88 G042A 1 60BON 1",0,0,1988,3,54.63333,-167.86,90,592.27411,1042,"1OC88_54.63333_-167.86_1988-03-31 22:03_333",0,107,"3/31/1988",311661
"5756","1OC88","G049A",1,"1988-04-01 19:39","1OC88 G049A 1 60BON 1",0,0,1988,4,54.94333,-168.6183,91,569.13055,2278,"1OC88_54.94333_-168.6183_1988-04-01 19:39_333",0,107,"4/1/1988",311661
"5757","1OC88","G055A",1,"1988-04-04 1:24","1OC88 G055A 1 60BON 1",0,0,1988,4,54.40333,-168.5817,94,574.17481,1425,"1OC88_54.40333_-168.5817_1988-04-04 1:24_333",0,107,"4/4/1988",311661
"5759","5MF05","42",2,"2005-05-14 16:07","5MF05 42 2 60BON 1",111.01231,176.21002,2005,5,56.58133,-161.01866,134,90.80074,65,"5MF05_56.58133_-161.01866_2005-05-14 16:07_505",16,283,"5/14/2005",249168
"5760","5MF05","51",2,"2005-05-15 13:37","5MF05 51 2 60BON 1",0,0,2005,5,56.21833,-162.19667,135,87.26666,78,"5MF05_56.21833_-162.19667_2005-05-15 13:37_505",0,283,"5/15/2005",249168
"5765","1MF99","27",1,"1999-04-16 3:44","1MF99 27 1 60BON 1",0,0,1999,4,55.6075,-165.129,106,137.67891,113,"1MF99_55.6075_-165.129_1999-04-16 3:44_505",0,112,"4/16/1999",246131
"5768","1MF99","40",1,"1999-04-17 16:47","1MF99 40 1 60BON 1",0,0,1999,4,56.0865,-163.5855,107,161.97812,94,"1MF99_56.0865_-163.5855_1999-04-17 16:47_505",0,112,"4/17/1999",246131
