"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date"
"1857","4MF07","89",1,"5/17/2007 19:33:00","4MF07 89 1 60BON 1",0,0,2007,5,54.9875,-167.99851,137,710.65161,1177,"4MF07_54.9875_-167.99851_5/17/2007 19:33:00_505",0,279,"5/17/2007"
"1858","4MF07","91",1,"5/18/2007 0:33:00","4MF07 91 1 60BON 1",0,0,2007,5,54.54817,-167.58,138,697.91278,713,"4MF07_54.54817_-167.58_5/18/2007 0:33:00_505",0,279,"5/18/2007"
"1859","4MF94","141",5,"4/28/1994 1:25:00","4MF94 141 5 60BON 1",0,0,1994,4,54.525,-165.3933,118,134.8414,82,"4MF94_54.525_-165.3933_4/28/1994 1:25:00_333",0,145,"4/28/1994"
"1860","4WE97","50",2,"7/5/1997 19:21:00","4WE97 50 2 60BON 1",0,0,1997,7,57.3505,-170.13651,186,86.44693,60,"4WE97_57.3505_-170.13651_7/5/1997 19:21:00_333",0,132,"7/5/1997"
"1864","2DY12","61",1,"5/21/2012 2:29:00","2DY12 61 1 60BON 1",0,0,2012,5,56.30567,-163.7992,141,159.9359,87,"2DY12_56.30567_-163.7992_5/21/2012 2:29:00_505",0,299,"5/21/2012"
"1868","2DY12","122",2,"5/25/2012 17:05:00","2DY12 122 2 60BON 1",0,0,2012,5,57.3485,-167.8433,145,162.3517,75,"2DY12_57.3485_-167.8433_5/25/2012 17:05:00_505",0,299,"5/25/2012"
"1869","1AR09","7",2,"6/15/2009 2:31:00","1AR09 7 2 60BON 1",0,0,2009,6,58.98583,-165.96834,166,47.3278,27,"1AR09_58.98583_-165.96834_6/15/2009 2:31:00_333",0,189,"6/15/2009"
"1870","1AK10","12",2,"6/19/2010 2:10:00","1AK10 12 2 60BON 1",0,0,2010,6,57.33233,-166.51883,170,96.7831,67,"1AK10_57.33233_-166.51883_6/19/2010 2:10:00_333",0,240,"6/19/2010"
"1874","4MF03","20",2,"5/19/2003 17:21:00","4MF03 20 2 60BON 1",0,0,2003,5,55.42367,-162.94983,139,51.39194,88,"4MF03_55.42367_-162.94983_5/19/2003 17:21:00_505",0,88,"5/19/2003"
"1876","4MF03","55",3,"5/23/2003 20:27:00","4MF03 55 3 60BON 1",0,0,2003,5,55.15333,-165.69501,143,284.55283,123,"4MF03_55.15333_-165.69501_5/23/2003 20:27:00_505",0,88,"5/23/2003"
"1879","1DY11","51",2,"5/26/2011 4:15:00","1DY11 51 2 60BON 1",0,0,2011,5,56.76817,-164.32617,146,151.73795,74,"1DY11_56.76817_-164.32617_5/26/2011 4:15:00_333",0,103,"5/26/2011"
"1880","1DY11","54",2,"5/26/2011 11:48:00","1DY11 54 2 60BON 1",0,0,2011,5,56.94767,-163.82266,146,152.67368,71,"1DY11_56.94767_-163.82266_5/26/2011 11:48:00_333",0,103,"5/26/2011"
"1884","3MF93","78",1,"4/22/1993 15:57:00","3MF93 78 1 60BON 1",0,0,1993,4,54.71833,-167.96831,112,462.53711,1250,"3MF93_54.71833_-167.96831_4/22/1993 15:57:00_333",0,119,"4/22/1993"
"1885","6MF97","79",2,"5/13/1997 6:23:00","6MF97 79 2 60BON 1",0,0,1997,5,55.38433,-168.81317,133,407.83026,2019,"6MF97_55.38433_-168.81317_5/13/1997 6:23:00_333",0,132,"5/13/1997"
"1887","7MF00","8",1,"6/29/2000 1:31:00","7MF00 8 1 60BON 1",0,0,2000,6,56.33317,-169.44566,180,452.11612,148,"7MF00_56.33317_-169.44566_6/29/2000 1:31:00_333",0,54,"6/29/2000"
"1888","5MF05","56",2,"5/16/2005 0:32:00","5MF05 56 2 60BON 2",0,0,2005,5,55.98217,-162.985,136,136.7995,86,"5MF05_55.98217_-162.985_5/16/2005 0:32:00_505",0,148,"5/16/2005"
"1889","5MF05","62",3,"5/16/2005 12:20:00","5MF05 62 3 60BON 1",8.68755,9.98569,2005,5,55.7495,-163.75766,136,100.1433,95,"5MF05_55.7495_-163.75766_5/16/2005 12:20:00_505",1,148,"5/16/2005"
"1890","5MF05","70",2,"5/17/2005 5:41:00","5MF05 70 2 60BON 1",0,0,2005,5,55.6095,-165.13716,137,146.59323,107,"5MF05_55.6095_-165.13716_5/17/2005 5:41:00_505",0,148,"5/17/2005"
"1891","5MF05","10",3,"5/11/2005 5:04:00","5MF05 10 3 60BON 2",0,0,2005,5,55.30633,-163.33099,131,75.98454,53,"5MF05_55.30633_-163.33099_5/11/2005 5:04:00_505",0,148,"5/11/2005"
"1894","5MF05","129",1,"5/19/2005 15:54:00","5MF05 129 1 60BON 1",238.16105,79.38702,2005,5,54.59033,-165.65384,139,377.89554,343,"5MF05_54.59033_-165.65384_5/19/2005 15:54:00_505",30,148,"5/19/2005"
"1895","5MF05","131",1,"5/19/2005 20:14:00","5MF05 131 1 60BON 1",97.5932,32.42299,2005,5,54.33617,-166.41834,139,370.10776,739,"5MF05_54.33617_-166.41834_5/19/2005 20:14:00_505",12,148,"5/19/2005"
"1896","5MF05","64",2,"5/16/2005 16:25:00","5MF05 64 2 60BON 1",0,0,2005,5,55.85233,-164.3635,136,125.33418,95,"5MF05_55.85233_-164.3635_5/16/2005 16:25:00_505",0,148,"5/16/2005"
"1897","5MF05","65",2,"5/16/2005 18:31:00","5MF05 65 2 60BON 1",0,0,2005,5,55.62617,-164.15633,136,115.25228,95,"5MF05_55.62617_-164.15633_5/16/2005 18:31:00_505",0,148,"5/16/2005"
"1899","5MF05","46",2,"5/15/2005 1:41:00","5MF05 46 2 60BON 1",0,0,2005,5,56.77783,-162.24451,135,108.14312,72,"5MF05_56.77783_-162.24451_5/15/2005 1:41:00_505",0,148,"5/15/2005"
"1904","6MF95","95",1,"4/26/1995 9:41:00","6MF95 95 1 60BON 1",0,0,1995,4,55.029,-166.0657,116,203.27103,132,"6MF95_55.029_-166.0657_4/26/1995 9:41:00_333",0,275,"4/26/1995"
"1906","1OM01","18",3,"7/24/2001 2:58:00","1OM01 18 3 60BON 1",0,0,2001,7,56.50834,-167.00667,205,82.74706,106,"1OM01_56.50834_-167.00667_7/24/2001 2:58:00_333",0,9,"7/24/2001"
"1908","2AR07","10",2,"7/5/2007 2:33:00","2AR07 10 2 60BON 1",0,0,2007,7,57.1685,-169.37849,186,72.7179,68,"2AR07_57.1685_-169.37849_7/5/2007 2:33:00_333",0,279,"7/5/2007"
"1909","2DY08","2",2,"5/7/2008 15:00:00","2DY08 2 2 60BON 1",0,0,2008,5,56.66783,-163.86183,127,103.23759,76,"2DY08_56.66783_-163.86183_5/7/2008 15:00:00_333",0,231,"5/7/2008"
"1910","2AR07","16",2,"7/11/2007 3:13:00","2AR07 16 2 60BON 1",0,0,2007,7,56.67183,-171.32184,192,167.1228,116,"2AR07_56.67183_-171.32184_7/11/2007 3:13:00_333",0,279,"7/11/2007"
"1911","2AR07","5",2,"6/29/2007 2:25:00","2AR07 5 2 60BON 1",0,0,2007,6,57.64883,-167.12917,180,92.76852,65,"2AR07_57.64883_-167.12917_6/29/2007 2:25:00_333",0,279,"6/29/2007"
"1915","1GP99","26",2,"7/17/1999 15:08:00","1GP99 26 2 60BON 1",0,0,1999,7,55.79633,-162.1095,198,32.214,24,"1GP99_55.79633_-162.1095_7/17/1999 15:08:00_333",0,84,"7/17/1999"
"1916","1GP99","27",1,"7/17/1999 17:00:00","1GP99 27 1 60BON 1",0,0,1999,7,55.89,-162.29221,198,68.61869,58,"1GP99_55.89_-162.29221_7/17/1999 17:00:00_333",0,84,"7/17/1999"
"1917","3MF93","119",1,"4/30/1993 3:22:00","3MF93 119 1 60BON 1",0,0,1993,4,54.26667,-166.4283,120,445.03595,983,"3MF93_54.26667_-166.4283_4/30/1993 3:22:00_333",0,119,"4/30/1993"
"1918","3MF93","123",1,"4/30/1993 8:49:00","3MF93 123 1 60BON 1",0,0,1993,4,54.07667,-166.37669,120,100.02985,83,"3MF93_54.07667_-166.37669_4/30/1993 8:49:00_333",0,119,"4/30/1993"
"1919","3MF93","24",1,"4/18/1993 2:25:00","3MF93 24 1 60BON 1",0,0,1993,4,54.44667,-166.9733,108,505.5705,512,"3MF93_54.44667_-166.9733_4/18/1993 2:25:00_333",0,119,"4/18/1993"
"1920","3MF93","34",1,"4/18/1993 21:29:00","3MF93 34 1 60BON 1",0,0,1993,4,54.09833,-167.125,108,486.66989,1383,"3MF93_54.09833_-167.125_4/18/1993 21:29:00_333",0,119,"4/18/1993"
"1921","4MF94","144",1,"4/28/1994 11:54:00","4MF94 144 1 60BON 1",0,0,1994,4,54.52333,-166,118,238.35111,480,"4MF94_54.52333_-166_4/28/1994 11:54:00_333",0,145,"4/28/1994"
"1927","2DY10","51",2,"5/11/2010 2:25:00","2DY10 51 2 60BON 2",0,0,2010,5,55.86483,-163.37433,131,190.84395,92,"2DY10_55.86483_-163.37433_5/11/2010 2:25:00_500",0,240,"5/11/2010"
"1929","2MF92","G013A",1,"4/17/1992 15:20:00","2MF92 G013A 1 60BON 1",0,0,1992,4,53.98167,-168.6517,107,148.06661,2350,"2MF92_53.98167_-168.6517_4/17/1992 15:20:00_333",0,36,"4/17/1992"
"1930","2MF92","G018A",1,"4/17/1992 21:40:00","2MF92 G018A 1 60BON 1",0,0,1992,4,54.29,-168.3083,107,157.7719,1563,"2MF92_54.29_-168.3083_4/17/1992 21:40:00_333",0,36,"4/17/1992"
"1935","1DN88","G163A",1,"4/12/1988 16:01:00","1DN88 G163A 1 60BON 2",0,0,1988,4,55.66667,-163.5,102,78.59018,80,"1DN88_55.66667_-163.5_4/12/1988 16:01:00_505",0,102,"4/12/1988"
"1936","5MF97","3",2,"4/16/1997 16:54:00","5MF97 3 2 60BON 1",0,0,1997,4,53.44033,-168.756,106,507.3616,900,"5MF97_53.44033_-168.756_4/16/1997 16:54:00_333",0,132,"4/16/1997"
"1937","5MF97","49",2,"4/23/1997 6:57:00","5MF97 49 2 60BON 2",0,0,1997,4,57.106,-169.31149,113,122.38136,74,"5MF97_57.106_-169.31149_4/23/1997 6:57:00_333",0,132,"4/23/1997"
"1938","3DY09","55",2,"5/14/2009 18:05:00","3DY09 55 2 60BON 1",0,0,2009,5,55.72766,-164.748,134,163.53087,98,"3DY09_55.72766_-164.748_5/14/2009 18:05:00_505",0,189,"5/14/2009"
"1939","1DN88","G199A",1,"4/26/1988 10:20:00","1DN88 G199A 1 60BON 2",0,0,1988,4,56.3,-171,116,147.55725,120,"1DN88_56.3_-171_4/26/1988 10:20:00_505",0,102,"4/26/1988"
"1940","1MP91","G001A",2,"4/14/1991 3:10:00","1MP91 G001A 2 60BON 1",0,0,1991,4,54.41667,-166.23331,104,224.80328,560,"1MP91_54.41667_-166.23331_4/14/1991 3:10:00_333",0,75,"4/14/1991"
"1944","3DY08","44",2,"5/19/2008 3:29:00","3DY08 44 2 60BON 1",0,0,2008,5,55.30767,-163.33467,139,108.23534,50,"3DY08_55.30767_-163.33467_5/19/2008 3:29:00_335",0,231,"5/19/2008"
"1945","3DY08","21",2,"5/15/2008 19:58:00","3DY08 21 2 60BON 1",8.17933,17.78115,2008,5,56.0035,-161.98866,135,112.47868,54,"3DY08_56.0035_-161.98866_5/15/2008 19:58:00_335",2,231,"5/15/2008"
"1946","4MF94","40",1,"4/19/1994 1:09:00","4MF94 40 1 60BON 1",0,0,1994,4,54.66333,-167.205,109,280.74979,452,"4MF94_54.66333_-167.205_4/19/1994 1:09:00_333",0,145,"4/19/1994"
"1947","4MF94","43",2,"4/19/1994 7:36:00","4MF94 43 2 60BON 1",0,0,1994,4,54.81667,-165.8683,109,380.71109,156,"4MF94_54.81667_-165.8683_4/19/1994 7:36:00_333",0,145,"4/19/1994"
"1948","4MF07","50",3,"5/13/2007 6:12:00","4MF07 50 3 60BON 1",24.63867,44.79758,2007,5,57.08833,-169.54967,133,89.29053,62,"4MF07_57.08833_-169.54967_5/13/2007 6:12:00_505",4,279,"5/13/2007"
"1950","2DY09","19",2,"4/30/2009 6:35:00","2DY09 19 2 60BON 1",0,0,2009,4,56.94733,-163.8295,120,119.21572,71,"2DY09_56.94733_-163.8295_4/30/2009 6:35:00_333",0,189,"4/30/2009"
"1951","3DY09","21",2,"5/10/2009 18:09:00","3DY09 21 2 60BON 1",0,0,2009,5,56.76983,-168.73599,130,196.16652,101,"3DY09_56.76983_-168.73599_5/10/2009 18:09:00_505",0,189,"5/10/2009"
"1952","2DY10","17",2,"5/8/2010 0:18:00","2DY10 17 2 60BON 2",4.87322,1.60832,2010,5,54.58916,-165.65384,128,621.76581,342,"2DY10_54.58916_-165.65384_5/8/2010 0:18:00_500",1,240,"5/8/2010"
"1953","3MF02","30",2,"5/15/2002 17:23:00","3MF02 30 2 60BON 1",0,0,2002,5,55.1735,-164.70151,135,88.24404,106,"3MF02_55.1735_-164.70151_5/15/2002 17:23:00_505",0,150,"5/15/2002"
"1954","4MF94","58",2,"4/20/1994 15:37:00","4MF94 58 2 60BON 1",0,0,1994,4,54.22833,-166.77831,110,265.3244,1290,"4MF94_54.22833_-166.77831_4/20/1994 15:37:00_333",0,145,"4/20/1994"
"1957","3DY09","76",2,"5/16/2009 13:34:00","3DY09 76 2 60BON 1",6.69047,2.38945,2009,5,54.68884,-166.23866,136,418.50598,290,"3DY09_54.68884_-166.23866_5/16/2009 13:34:00_505",1,189,"5/16/2009"
"1958","2DY10","63",3,"5/12/2010 8:57:00","2DY10 63 3 60BON 2",0,0,2010,5,56.76567,-164.33116,132,140.37576,75,"2DY10_56.76567_-164.33116_5/12/2010 8:57:00_500",0,240,"5/12/2010"
"1959","2DY08","6",7,"5/8/2008 22:40:00","2DY08 6 7 60BON 1",0,0,2008,5,57.86067,-168.87717,128,64.93178,73,"2DY08_57.86067_-168.87717_5/8/2008 22:40:00_333",0,231,"5/8/2008"
"1960","2DY10","80",3,"5/15/2010 12:18:00","2DY10 80 3 60BON 2",0,0,2010,5,56.41134,-169.853,135,203.82898,99,"2DY10_56.41134_-169.853_5/15/2010 12:18:00_500",0,240,"5/15/2010"
"1961","4WE97","37",4,"7/4/1997 23:43:00","4WE97 37 4 60BON 1",0,0,1997,7,57.85683,-168.90233,185,112.62775,71,"4WE97_57.85683_-168.90233_7/4/1997 23:43:00_333",0,132,"7/4/1997"
"1963","3MF02","74",2,"5/20/2002 13:43:00","3MF02 74 2 60BON 1",11.71766,3.90589,2002,5,54.43567,-167.98151,140,512.04767,1152,"3MF02_54.43567_-167.98151_5/20/2002 13:43:00_505",2,150,"5/20/2002"
"1964","3MF02","11",2,"5/14/2002 0:47:00","3MF02 11 2 60BON 1",16.04004,9.54764,2002,5,54.37183,-165.28166,134,209.47585,176,"3MF02_54.37183_-165.28166_5/14/2002 0:47:00_505",2,150,"5/14/2002"
"1965","3MF06","64",2,"5/16/2006 9:21:00","3MF06 64 2 60BON 1",0,0,2006,5,55.64167,-163.15517,136,104.273,67,"3MF06_55.64167_-163.15517_5/16/2006 9:21:00_505",0,267,"5/16/2006"
"1966","3MF79","G041A",2,"6/22/1979 6:57:00","3MF79 G041A 2 60BON 1",0,0,1979,6,56.18167,-168.0867,173,187.31937,144,"3MF79_56.18167_-168.0867_6/22/1979 6:57:00_505",0,85,"6/22/1979"
"1967","3MF79","G042A",2,"6/22/1979 10:22:00","3MF79 G042A 2 60BON 1",0,0,1979,6,55.94333,-168.33501,173,211.05251,148,"3MF79_55.94333_-168.33501_6/22/1979 10:22:00_505",0,85,"6/22/1979"
"1968","3DY08","4",2,"5/13/2008 8:31:00","3DY08 4 2 60BON 1",0,0,2008,5,54.66567,-167.20216,133,635.34308,455,"3DY08_54.66567_-167.20216_5/13/2008 8:31:00_335",0,231,"5/13/2008"
"1970","3MF79","G063A",2,"6/28/1979 8:49:00","3MF79 G063A 2 60BON 1",0,0,1979,6,56.65667,-171.7867,179,176.20499,122,"3MF79_56.65667_-171.7867_6/28/1979 8:49:00_505",0,85,"6/28/1979"
"1971","3MF79","V006A",2,"6/3/1979 9:53:00","3MF79 V006A 2 60BON 1",0,0,1979,6,56.05833,-166.5683,154,157.50508,124,"3MF79_56.05833_-166.5683_6/3/1979 9:53:00_505",0,85,"6/3/1979"
"1974","6MF95","8",1,"4/18/1995 0:12:00","6MF95 8 1 60BON 1",0,0,1995,4,55.53133,-168.9953,108,319.36963,1635,"6MF95_55.53133_-168.9953_4/18/1995 0:12:00_333",0,275,"4/18/1995"
"1975","1TT06","21",2,"4/20/2006 9:12:00","1TT06 21 2 60BON 1",0,0,2006,4,58.16467,-169.13634,110,0.07948,72,"1TT06_58.16467_-169.13634_4/20/2006 9:12:00_333",0,267,"4/20/2006"
"1976","6MF95","12",1,"4/18/1995 7:50:00","6MF95 12 1 60BON 1",0,0,1995,4,55.42733,-168.41451,108,284.14166,998,"6MF95_55.42733_-168.41451_4/18/1995 7:50:00_333",0,275,"4/18/1995"
"1977","6MF95","134",1,"4/29/1995 11:14:00","6MF95 134 1 60BON 1",0,0,1995,4,56.52383,-164.02071,119,112.46989,76,"6MF95_56.52383_-164.02071_4/29/1995 11:14:00_333",0,275,"4/29/1995"
"1978","6MF95","141",1,"4/30/1995 15:15:00","6MF95 141 1 60BON 1",0,0,1995,4,54.87883,-164.8615,120,105.03216,79,"6MF95_54.87883_-164.8615_4/30/1995 15:15:00_333",0,275,"4/30/1995"
"1983","7MF95","114",1,"5/14/1995 13:10:00","7MF95 114 1 60BON 1",0,0,1995,5,54.94717,-164.50079,134,68.0305,45,"7MF95_54.94717_-164.50079_5/14/1995 13:10:00_333",0,275,"5/14/1995"
"1985","6MF95","94",2,"4/26/1995 7:46:00","6MF95 94 2 60BON 1",0,0,1995,4,55.148,-165.68871,116,145.31149,116,"6MF95_55.148_-165.68871_4/26/1995 7:46:00_333",0,275,"4/26/1995"
"1986","7MF95","116",1,"5/14/1995 17:39:00","7MF95 116 1 60BON 1",0,0,1995,5,54.70633,-165.27451,134,189.4482,135,"7MF95_54.70633_-165.27451_5/14/1995 17:39:00_333",0,275,"5/14/1995"
"1987","2DY10","3",2,"5/6/2010 14:11:00","2DY10 3 2 60BON 2",0,0,2010,5,54.67283,-167.20551,126,589.83405,454,"2DY10_54.67283_-167.20551_5/6/2010 14:11:00_500",0,240,"5/6/2010"
"1990","7MF95","45",1,"5/8/1995 9:06:00","7MF95 45 1 60BON 1",0,0,1995,5,56.149,-166.1465,128,128.87215,105,"7MF95_56.149_-166.1465_5/8/1995 9:06:00_333",0,275,"5/8/1995"
"1991","7MF95","50",1,"5/8/1995 18:19:00","7MF95 50 1 60BON 1",0,0,1995,5,55.69017,-166.6908,128,172.31471,132,"7MF95_55.69017_-166.6908_5/8/1995 18:19:00_333",0,275,"5/8/1995"
"1992","7MF95","59",1,"5/10/1995 0:47:00","7MF95 59 1 60BON 1",0,0,1995,5,56.16583,-165.17149,130,121.81445,95,"7MF95_56.16583_-165.17149_5/10/1995 0:47:00_333",0,275,"5/10/1995"
"1993","7MF95","69",1,"5/10/1995 17:28:00","7MF95 69 1 60BON 1",0,0,1995,5,56.42217,-163.4157,130,112.52825,83,"7MF95_56.42217_-163.4157_5/10/1995 17:28:00_333",0,275,"5/10/1995"
"1994","7MF95","75",1,"5/11/1995 6:52:00","7MF95 75 1 60BON 1",0,0,1995,5,55.46783,-166.4877,131,162.24501,133,"7MF95_55.46783_-166.4877_5/11/1995 6:52:00_333",0,275,"5/11/1995"
"1995","7MF95","88",1,"5/12/1995 11:54:00","7MF95 88 1 60BON 1",0,0,1995,5,55.96517,-163.9742,132,119.81263,92,"7MF95_55.96517_-163.9742_5/12/1995 11:54:00_333",0,275,"5/12/1995"
"1996","7MF95","91",1,"5/12/1995 16:52:00","7MF95 91 1 60BON 1",5.69481,7.30104,1995,5,55.98167,-162.9808,132,136.96678,85,"7MF95_55.98167_-162.9808_5/12/1995 16:52:00_333",1,275,"5/12/1995"
"1997","1HE07","3",1,"4/11/2007 11:14:00","1HE07 3 1 60BON 1",0,0,2007,4,54.45317,-165.30333,101,261.36255,154,"1HE07_54.45317_-165.30333_4/11/2007 11:14:00_333",0,279,"4/11/2007"
"1998","1DY12","17",2,"4/30/2012 2:33:00","1DY12 17 2 60BON 1",0,0,2012,4,55.0415,-165.1142,120,202.304,112,"1DY12_55.0415_-165.1142_4/30/2012 2:33:00_505",0,299,"4/30/2012"
"1999","6MF95","1",2,"4/17/1995 5:49:00","6MF95 1 2 60BON 1",0,0,1995,4,53.995,-167.54421,107,342.12183,1751,"6MF95_53.995_-167.54421_4/17/1995 5:49:00_333",0,275,"4/17/1995"
"2000","6MF95","109",1,"4/27/1995 10:18:00","6MF95 109 1 60BON 1",0,0,1995,4,55.92733,-165.93671,117,143.95358,111,"6MF95_55.92733_-165.93671_4/27/1995 10:18:00_333",0,275,"4/27/1995"
"2001","4MF99","15",1,"5/19/1999 12:04:00","4MF99 15 1 60BON 1",8.38679,4.71168,1999,5,54.79583,-166.3438,139,212.23859,188,"4MF99_54.79583_-166.3438_5/19/1999 12:04:00_505",1,84,"5/19/1999"
"2007","1GP99","5",2,"7/13/1999 23:26:00","1GP99 5 2 60BON 1",9.48551,3.16184,1999,7,54.70033,-166.6328,194,316.27197,348,"1GP99_54.70033_-166.6328_7/13/1999 23:26:00_333",1,84,"7/13/1999"
"2012","1GP99","22",2,"7/16/1999 19:07:00","1GP99 22 2 60BON 1",0,0,1999,7,55.73217,-162.9073,197,63.12691,68,"1GP99_55.73217_-162.9073_7/16/1999 19:07:00_333",0,84,"7/16/1999"
"2013","1GP99","31",1,"7/18/1999 0:50:00","1GP99 31 1 60BON 2",0,0,1999,7,56.40283,-163.06081,199,78.49057,88,"1GP99_56.40283_-163.06081_7/18/1999 0:50:00_333",0,84,"7/18/1999"
"2017","7MF95","24",1,"5/6/1995 14:30:00","7MF95 24 1 60BON 1",0,0,1995,5,56.94517,-165.4377,126,107.37389,68,"7MF95_56.94517_-165.4377_5/6/1995 14:30:00_333",0,275,"5/6/1995"
"2018","7MF95","30",1,"5/7/1995 0:08:00","7MF95 30 1 60BON 1",0,0,1995,5,56.22833,-167.7133,127,178.81459,129,"7MF95_56.22833_-167.7133_5/7/1995 0:08:00_333",0,275,"5/7/1995"
"2020","7MF95","38",1,"5/7/1995 14:26:00","7MF95 38 1 60BON 1",0,0,1995,5,56.72433,-165.2208,127,83.58265,72,"7MF95_56.72433_-165.2208_5/7/1995 14:26:00_333",0,275,"5/7/1995"
"2021","7MF95","54",1,"5/9/1995 11:02:00","7MF95 54 1 60BON 1",0,0,1995,5,55.92783,-165.9388,129,142.92844,117,"7MF95_55.92783_-165.9388_5/9/1995 11:02:00_333",0,275,"5/9/1995"
"2022","7MF95","55",1,"5/9/1995 12:45:00","7MF95 55 1 60BON 1",0,0,1995,5,56.04733,-165.5533,129,136.94832,98,"7MF95_56.04733_-165.5533_5/9/1995 12:45:00_333",0,275,"5/9/1995"
"2024","6MF95","90",2,"4/26/1995 0:04:00","6MF95 90 2 60BON 1",0,0,1995,4,55.38517,-164.9137,116,138.65547,102,"6MF95_55.38517_-164.9137_4/26/1995 0:04:00_333",0,275,"4/26/1995"
"2026","2DY10","52",2,"5/11/2010 4:24:00","2DY10 52 2 60BON 2",0,0,2010,5,56.08367,-163.5845,131,196.29863,92,"2DY10_56.08367_-163.5845_5/11/2010 4:24:00_500",0,240,"5/11/2010"
"2027","3MF02","2",2,"5/13/2002 3:27:00","3MF02 2 2 60BON 1",0,0,2002,5,54.23333,-166.74834,133,441.98428,1236,"3MF02_54.23333_-166.74834_5/13/2002 3:27:00_333",0,150,"5/13/2002"
"2028","9MF96","15",1,"7/30/1996 11:05:00","9MF96 15 1 60BON 1",0,0,1996,7,55.64383,-166.98779,211,151.23843,136,"9MF96_55.64383_-166.98779_7/30/1996 11:05:00_505",0,18,"7/30/1996"
"2030","DY14-06","97",1,"5/27/2014 19:54:00","DY14-06 97 1 60BON 1",0,0,2014,5,56.7443,-164.2322,147,130.60359,74,"DY14-06_56.7443_-164.2322_5/27/2014 19:54:00_505",0,301,"5/27/2014"
"2031","3MF79","G082A",2,"7/10/1979 10:46:00","3MF79 G082A 2 60BON 1",0,0,1979,7,57.4,-171.1633,191,135.88614,NA,"3MF79_57.4_-171.1633_7/10/1979 10:46:00_505",0,85,"7/10/1979"
"2032","3MF79","V013A",10,"6/5/1979 12:37:00","3MF79 V013A 10 60BON 1",0,0,1979,6,57.055,-165.01669,156,87.85729,68,"3MF79_57.055_-165.01669_6/5/1979 12:37:00_505",0,85,"6/5/1979"
"2033","3MF79","V014A",2,"6/5/1979 15:53:00","3MF79 V014A 2 60BON 1",0,0,1979,6,57.04667,-165.03999,156,89.82336,68,"3MF79_57.04667_-165.03999_6/5/1979 15:53:00_505",0,85,"6/5/1979"
"2034","3MF79","V014A",9,"6/5/1979 19:05:00","3MF79 V014A 9 60BON 1",0,0,1979,6,57.04833,-165.04671,156,86.45558,68,"3MF79_57.04833_-165.04671_6/5/1979 19:05:00_505",0,85,"6/5/1979"
"2035","3MF79","G009A",2,"6/2/1979 1:24:00","3MF79 G009A 2 60BON 1",0,0,1979,6,55.85,-166.81171,153,173.31909,132,"3MF79_55.85_-166.81171_6/2/1979 1:24:00_505",0,85,"6/2/1979"
"2036","5MF05","11",2,"5/11/2005 8:02:00","5MF05 11 2 60BON 1",0,0,2005,5,55.43267,-162.95117,131,55.09721,40,"5MF05_55.43267_-162.95117_5/11/2005 8:02:00_505",0,148,"5/11/2005"
"2037","6MF95","28",1,"4/19/1995 15:46:00","6MF95 28 1 60BON 1",0,0,1995,4,56.1105,-168.0883,109,189.54594,139,"6MF95_56.1105_-168.0883_4/19/1995 15:46:00_333",0,275,"4/19/1995"
"2038","6MF95","3",3,"4/17/1995 11:28:00","6MF95 3 3 60BON 1",0,0,1995,4,54.42967,-167.9372,107,587.23761,1094,"6MF95_54.42967_-167.9372_4/17/1995 11:28:00_333",0,275,"4/17/1995"
"2039","6MF95","33",1,"4/20/1995 3:11:00","6MF95 33 1 60BON 1",0,0,1995,4,54.87183,-168.3622,110,251.72301,1685,"6MF95_54.87183_-168.3622_4/20/1995 3:11:00_333",0,275,"4/20/1995"
"2048","3DY09","39",2,"5/13/2009 8:52:00","3DY09 39 2 60BON 1",0,0,2009,5,55.645,-163.16083,133,112.71275,68,"3DY09_55.645_-163.16083_5/13/2009 8:52:00_505",0,189,"5/13/2009"
"2049","3DY08","28",2,"5/16/2008 8:26:00","3DY08 28 2 60BON 1",5.71412,8.65776,2008,5,56.76217,-163.23933,136,115.50332,72,"3DY08_56.76217_-163.23933_5/16/2008 8:26:00_335",1,231,"5/16/2008"
"2054","3DY08","1",3,"5/13/2008 0:11:00","3DY08 1 3 60BON 1",0,0,2008,5,54.004,-166.57983,133,251.26541,128,"3DY08_54.004_-166.57983_5/13/2008 0:11:00_335",0,231,"5/13/2008"
"2055","3DY08","35",2,"5/16/2008 23:37:00","3DY08 35 2 60BON 1",0,0,2008,5,55.65017,-163.16367,136,111.62803,69,"3DY08_55.65017_-163.16367_5/16/2008 23:37:00_335",0,231,"5/16/2008"
"2056","3MF79","G025A",2,"6/17/1979 4:41:00","3MF79 G025A 2 60BON 1",0,0,1979,6,54.08667,-170.98331,168,290.72656,NA,"3MF79_54.08667_-170.98331_6/17/1979 4:41:00_505",0,85,"6/17/1979"
"2057","DY15-04","47",2,"5/3/2015 13:42:00","DY15-04 47 2 60BON 1",0,0,2015,5,57.93,-169.3283,123,116.058,68,"DY15-04_57.93_-169.3283_5/3/2015 13:42:00_505",0,93,"5/3/2015"
"2058","3DY08","42",2,"5/17/2008 14:31:00","3DY08 42 2 60BON 1",0,0,2008,5,55.5245,-163.55234,137,117.06314,75,"3DY08_55.5245_-163.55234_5/17/2008 14:31:00_335",0,231,"5/17/2008"
