"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date"
"2059","3DY09","19",2,"5/10/2009 14:26:00","3DY09 19 2 60BON 1",0,0,2009,5,57.20817,-169.17317,130,130.33951,78,"3DY09_57.20817_-169.17317_5/10/2009 14:26:00_505",0,189,"5/10/2009"
"2061","1OM03","17",1,"7/24/2003 6:50:00","1OM03 17 1 60BON 1",8.06792,6.72327,2003,7,56.00033,-166.98633,205,148.73714,133,"1OM03_56.00033_-166.98633_7/24/2003 6:50:00_333",1,88,"7/24/2003"
"2062","1DN88","G169A",1,"4/15/1988 14:12:00","1DN88 G169A 1 60BON 2",0,0,1988,4,56.05,-164.05,105,182.93559,90,"1DN88_56.05_-164.05_4/15/1988 14:12:00_505",0,102,"4/15/1988"
"2064","4MF94","87",1,"4/23/1994 13:47:00","4MF94 87 1 60BON 1",0,0,1994,4,54.83167,-168.5967,113,281.1933,2317,"4MF94_54.83167_-168.5967_4/23/1994 13:47:00_333",0,145,"4/23/1994"
"2065","2DY12","8",1,"5/17/2012 15:50:00","2DY12 8 1 60BON 1",0,0,2012,5,56.24717,-166.7405,137,221.6779,115,"2DY12_56.24717_-166.7405_5/17/2012 15:50:00_505",0,299,"5/17/2012"
"2066","1DY12","39",1,"5/2/2012 13:27:00","1DY12 39 1 60BON 1",0,0,2012,5,54.208,-167.7585,122,529.2921,1414,"1DY12_54.208_-167.7585_5/2/2012 13:27:00_505",0,299,"5/2/2012"
"2067","1DY12","47",1,"5/3/2012 23:02:00","1DY12 47 1 60BON 1",4.33365,5.41706,2012,5,54.13517,-166.208,123,184.6019,92,"1DY12_54.13517_-166.208_5/3/2012 23:02:00_505",1,299,"5/3/2012"
"2068","DY14-06","144",2,"5/31/2014 4:34:00","DY14-06 144 2 60BON 1",0,0,2014,5,56.888,-168.3638,151,200.62115,93,"DY14-06_56.888_-168.3638_5/31/2014 4:34:00_505",0,301,"5/31/2014"
"2069","DY14-06","3",1,"5/21/2014 5:46:00","DY14-06 3 1 60BON 1",5.19783,1.73841,2014,5,54.4605,-167.3747,141,575.23991,643,"DY14-06_54.4605_-167.3747_5/21/2014 5:46:00_505",1,301,"5/21/2014"
"2070","DY14-06","176",1,"6/3/2014 10:55:00","DY14-06 176 1 60BON 1",0,0,2014,6,57.7662,-169.2442,154,67.28835,64,"DY14-06_57.7662_-169.2442_6/3/2014 10:55:00_505",0,301,"6/3/2014"
"2075","1TT06","6",2,"4/17/2006 0:07:00","1TT06 6 2 60BON 1",0,0,2006,4,57.68184,-164.25333,107,78.24302,52,"1TT06_57.68184_-164.25333_4/17/2006 0:07:00_333",0,267,"4/17/2006"
"2076","2DY12","137",1,"5/27/2012 5:18:00","2DY12 137 1 60BON 1",0,0,2012,5,57.7675,-169.254,147,145.5034,64,"2DY12_57.7675_-169.254_5/27/2012 5:18:00_505",0,299,"5/27/2012"
"2077","2DY12","156",1,"5/29/2012 18:23:00","2DY12 156 1 60BON 1",0,0,2012,5,56.649,-169.1107,149,126.6643,77,"2DY12_56.649_-169.1107_5/29/2012 18:23:00_505",0,299,"5/29/2012"
"2078","2DY12","86",1,"5/23/2012 2:10:00","2DY12 86 1 60BON 1",0,0,2012,5,56.56167,-162.0268,143,107.032,71,"2DY12_56.56167_-162.0268_5/23/2012 2:10:00_505",0,299,"5/23/2012"
"2080","2DY12","142",1,"5/27/2012 11:57:00","2DY12 142 1 60BON 1",0,0,2012,5,57.4275,-169.3937,147,134.4599,75,"2DY12_57.4275_-169.3937_5/27/2012 11:57:00_505",0,299,"5/27/2012"
"2081","DY14-06","1",2,"5/21/2014 2:01:00","DY14-06 1 2 60BON 1",20.82376,28.14022,2014,5,53.9765,-166.9757,141,177.68165,91,"DY14-06_53.9765_-166.9757_5/21/2014 2:01:00_505",5,301,"5/21/2014"
"2082","DY14-06","18",1,"5/22/2014 10:31:00","DY14-06 18 1 60BON 1",23.80563,18.31203,2014,5,54.747,-165.2712,142,327.65354,140,"DY14-06_54.747_-165.2712_5/22/2014 10:31:00_505",6,301,"5/22/2014"
"2083","DY14-06","147",1,"5/31/2014 9:56:00","DY14-06 147 1 60BON 1",0,0,2014,5,56.5287,-169.4675,151,120.85247,78,"DY14-06_56.5287_-169.4675_5/31/2014 9:56:00_505",0,301,"5/31/2014"
"2084","DY14-06","130",1,"5/30/2014 0:54:00","DY14-06 130 1 60BON 1",29.02246,9.67415,2014,5,55.9768,-169.4208,150,516.84115,1344,"DY14-06_55.9768_-169.4208_5/30/2014 0:54:00_505",5,301,"5/30/2014"
"2085","DY14-06","190",1,"6/4/2014 7:32:00","DY14-06 190 1 60BON 1",0,0,2014,6,58.2068,-169.6947,155,117.38397,71,"DY14-06_58.2068_-169.6947_6/4/2014 7:32:00_505",0,301,"6/4/2014"
"2089","1HE07","126",2,"4/28/2007 7:15:00","1HE07 126 2 60BON 1",0,0,2007,4,57.04117,-170.42867,118,182.9948,71,"1HE07_57.04117_-170.42867_4/28/2007 7:15:00_333",0,279,"4/28/2007"
"2090","1HE07","7",2,"4/12/2007 11:44:00","1HE07 7 2 60BON 1",0,0,2007,4,56.97517,-163.92366,102,124.86385,70,"1HE07_56.97517_-163.92366_4/12/2007 11:44:00_333",0,279,"4/12/2007"
"2091","1OM05","6",2,"7/15/2005 23:57:00","1OM05 6 2 60BON 1",0,0,2005,7,57.5125,-166.00816,196,114.84945,67,"1OM05_57.5125_-166.00816_7/15/2005 23:57:00_333",0,148,"7/15/2005"
"2092","1OM06","1",1,"6/22/2006 0:48:00","1OM06 1 1 60BON 1",69.77044,53.66957,2006,6,54.9995,-165.99899,173,223.59038,135,"1OM06_54.9995_-165.99899_6/22/2006 0:48:00_505",12,267,"6/22/2006"
"2093","1OM06","2",1,"6/22/2006 4:19:00","1OM06 2 1 60BON 1",82.45506,74.95914,2006,6,55.49117,-166.05566,173,200.10901,120,"1OM06_55.49117_-166.05566_6/22/2006 4:19:00_505",15,267,"6/22/2006"
"2099","1DY12","13",2,"4/29/2012 18:44:00","1DY12 13 2 60BON 1",0,0,2012,4,54.44683,-164.9885,119,84.8459,48,"1DY12_54.44683_-164.9885_4/29/2012 18:44:00_505",0,299,"4/29/2012"
"2101","1DY12","60",1,"5/5/2012 8:36:00","1DY12 60 1 60BON 1",0,0,2012,5,55.81133,-166.3248,125,298.2454,128,"1DY12_55.81133_-166.3248_5/5/2012 8:36:00_505",0,299,"5/5/2012"
"2104","3MF93","113",2,"4/29/1993 21:54:00","3MF93 113 2 60BON 1",0,0,1993,4,54.255,-166.28,119,480.13834,620,"3MF93_54.255_-166.28_4/29/1993 21:54:00_333",0,119,"4/29/1993"
"2105","3MF93","114",1,"4/29/1993 23:04:00","3MF93 114 1 60BON 1",7.80361,3.39288,1993,4,54.19667,-166.2433,119,294.73526,251,"3MF93_54.19667_-166.2433_4/29/1993 23:04:00_333",1,119,"4/29/1993"
"2106","6MF97","21",2,"5/6/1997 13:15:00","6MF97 21 2 60BON 1",0,0,1997,5,55.92233,-166.16034,126,164.18358,124,"6MF97_55.92233_-166.16034_5/6/1997 13:15:00_333",0,132,"5/6/1997"
"2107","3MF93","25",1,"4/18/1993 4:25:00","3MF93 25 1 60BON 1",0,0,1993,4,54.66833,-167.19501,108,428.99487,458,"3MF93_54.66833_-167.19501_4/18/1993 4:25:00_333",0,119,"4/18/1993"
"2108","3MF93","33",1,"4/18/1993 19:34:00","3MF93 33 1 60BON 1",0,0,1993,4,54.32667,-167.325,108,477.65271,801,"3MF93_54.32667_-167.325_4/18/1993 19:34:00_333",0,119,"4/18/1993"
"2109","3MF93","35",1,"4/19/1993 0:51:00","3MF93 35 1 60BON 1",0,0,1993,4,53.78167,-167.2917,109,171.85701,144,"3MF93_53.78167_-167.2917_4/19/1993 0:51:00_333",0,119,"4/19/1993"
"2110","3MF93","37",1,"4/19/1993 5:28:00","3MF93 37 1 60BON 1",0,0,1993,4,54.205,-167.7067,109,355.7034,1450,"3MF93_54.205_-167.7067_4/19/1993 5:28:00_333",0,119,"4/19/1993"
"2111","4MF94","11",1,"4/16/1994 15:39:00","4MF94 11 1 60BON 1",0,0,1994,4,55.48667,-169.0117,106,365.9989,1947,"4MF94_55.48667_-169.0117_4/16/1994 15:39:00_333",0,145,"4/16/1994"
"2112","4MF94","113",2,"4/25/1994 20:04:00","4MF94 113 2 60BON 1",0,0,1994,4,55.98333,-163.605,115,124.8999,85,"4MF94_55.98333_-163.605_4/25/1994 20:04:00_333",0,145,"4/25/1994"
"2114","3MF06","11",2,"5/10/2006 17:25:00","3MF06 11 2 60BON 1",18.77837,6.23866,2006,5,53.99233,-167.54184,130,320.5816,1800,"3MF06_53.99233_-167.54184_5/10/2006 17:25:00_505",2,267,"5/10/2006"
"2116","4MF94","144",2,"4/28/1994 12:27:00","4MF94 144 2 60BON 1",0,0,1994,4,54.52333,-165.995,118,237.3318,482,"4MF94_54.52333_-165.995_4/28/1994 12:27:00_333",0,145,"4/28/1994"
"2117","4MF94","145",4,"4/28/1994 16:54:00","4MF94 145 4 60BON 1",7.03258,5.13327,1994,4,54.34833,-165.8333,118,194.8075,145,"4MF94_54.34833_-165.8333_4/28/1994 16:54:00_333",1,145,"4/28/1994"
"2121","5MF05","16",2,"5/11/2005 20:58:00","5MF05 16 2 60BON 1",0,0,2005,5,56.12067,-161.59967,131,82.34711,53,"5MF05_56.12067_-161.59967_5/11/2005 20:58:00_505",0,148,"5/11/2005"
"2122","3MF06","65",3,"5/16/2006 11:45:00","3MF06 65 3 60BON 1",0,0,2006,5,55.42916,-162.95799,136,60.5882,35,"3MF06_55.42916_-162.95799_5/16/2006 11:45:00_505",0,267,"5/16/2006"
"2123","3MF02","59",2,"5/18/2002 22:14:00","3MF02 59 2 60BON 1",0,0,2002,5,56.20383,-163.198,138,131.65926,86,"3MF02_56.20383_-163.198_5/18/2002 22:14:00_505",0,150,"5/18/2002"
"2125","4MF07","5",3,"5/8/2007 18:53:00","4MF07 5 3 60BON 1",0,0,2007,5,55.41,-169.3685,128,527.91315,2364,"4MF07_55.41_-169.3685_5/8/2007 18:53:00_505",0,279,"5/8/2007"
"2126","4MF94","64",1,"4/21/1994 12:40:00","4MF94 64 1 60BON 1",0,0,1994,4,54.91833,-168.06171,111,266.1337,1700,"4MF94_54.91833_-168.06171_4/21/1994 12:40:00_333",0,145,"4/21/1994"
"2127","4MF94","68",1,"4/21/1994 16:16:00","4MF94 68 1 60BON 1",0,0,1994,4,54.965,-168.15331,111,250.097,1675,"4MF94_54.965_-168.15331_4/21/1994 16:16:00_333",0,145,"4/21/1994"
"2128","4MF07","55",2,"5/13/2007 16:55:00","4MF07 55 2 60BON 1",6.24869,4.6632,2007,5,56.4885,-171.38516,133,214.4449,144,"4MF07_56.4885_-171.38516_5/13/2007 16:55:00_505",1,279,"5/13/2007"
"2130","3DY08","39",2,"5/17/2008 8:18:00","3DY08 39 2 60BON 1",0,0,2008,5,56.185,-164.18517,137,144.73808,90,"3DY08_56.185_-164.18517_5/17/2008 8:18:00_335",0,231,"5/17/2008"
"2131","3DY09","16",2,"5/10/2009 0:37:00","3DY09 16 2 60BON 1",0,0,2009,5,56.64967,-169.10033,130,126.06271,75,"3DY09_56.64967_-169.10033_5/10/2009 0:37:00_505",0,189,"5/10/2009"
"2132","3DY09","77",2,"5/16/2009 16:02:00","3DY09 77 2 60BON 1",0,0,2009,5,54.91033,-166.448,136,258.80743,153,"3DY09_54.91033_-166.448_5/16/2009 16:02:00_505",0,189,"5/16/2009"
"2133","3MF06","18",4,"5/11/2006 14:39:00","3MF06 18 4 60BON 1",7.11034,2.36224,2006,5,54.89017,-167.41417,131,423.32742,424,"3MF06_54.89017_-167.41417_5/11/2006 14:39:00_505",1,267,"5/11/2006"
"2134","3MF06","40",2,"5/14/2006 4:59:00","3MF06 40 2 60BON 1",5.55897,4.79222,2006,5,54.9335,-165.4735,134,208.67168,126,"3MF06_54.9335_-165.4735_5/14/2006 4:59:00_505",1,267,"5/14/2006"
"2137","3MF02","10",2,"5/13/2002 22:18:00","3MF02 10 2 60BON 1",7.10489,8.4582,2002,5,54.3445,-165.34683,133,236.45686,96,"3MF02_54.3445_-165.34683_5/13/2002 22:18:00_505",2,150,"5/13/2002"
"2138","3MF02","35",2,"5/16/2002 5:06:00","3MF02 35 2 60BON 1",0,0,2002,5,54.57117,-166.6245,136,393.86685,424,"3MF02_54.57117_-166.6245_5/16/2002 5:06:00_505",0,150,"5/16/2002"
"2139","DY14-06","21",1,"5/22/2014 17:05:00","DY14-06 21 1 60BON 1",9.30377,9.59151,2014,5,55.053,-165.1058,142,208.51765,112,"DY14-06_55.053_-165.1058_5/22/2014 17:05:00_505",2,301,"5/22/2014"
"2140","DY14-06","53",1,"5/24/2014 23:47:00","DY14-06 53 1 60BON 1",0,0,2014,5,55.8647,-163.3723,144,165.97919,91,"DY14-06_55.8647_-163.3723_5/24/2014 23:47:00_505",0,301,"5/24/2014"
"2142","3MF93","58",1,"4/21/1993 9:32:00","3MF93 58 1 60BON 1",0,0,1993,4,54.60333,-169.1167,111,471.05148,1528,"3MF93_54.60333_-169.1167_4/21/1993 9:32:00_333",0,119,"4/21/1993"
"2143","DY14-06","39",1,"5/24/2014 0:35:00","DY14-06 39 1 60BON 1",0,0,2014,5,56.064,-164.571,144,141.69056,93,"DY14-06_56.064_-164.571_5/24/2014 0:35:00_505",0,301,"5/24/2014"
"2144","4MF07","72",2,"5/15/2007 13:55:00","4MF07 72 2 60BON 1",0,0,2007,5,56.23117,-173.071,135,360.52734,2927,"4MF07_56.23117_-173.071_5/15/2007 13:55:00_505",0,279,"5/15/2007"
"2145","4MF94","153",8,"4/29/1994 23:02:00","4MF94 153 8 60BON 1",0,0,1994,4,53.73,-167.7867,119,259.62,1402,"4MF94_53.73_-167.7867_4/29/1994 23:02:00_333",0,145,"4/29/1994"
"2146","4WE97","78",2,"7/8/1997 2:47:00","4WE97 78 2 60BON 1",0,0,1997,7,56.43567,-170.22583,189,169.37592,111,"4WE97_56.43567_-170.22583_7/8/1997 2:47:00_333",0,132,"7/8/1997"
"2147","DY14-06","44",1,"5/24/2014 8:51:00","DY14-06 44 1 60BON 1",0,0,2014,5,55.3037,-163.3367,144,85.58272,49,"DY14-06_55.3037_-163.3367_5/24/2014 8:51:00_505",0,301,"5/24/2014"
"2150","4WE97","44",2,"7/5/1997 8:28:00","4WE97 44 2 60BON 1",0,0,1997,7,57.25317,-170.20517,186,63.63194,25,"4WE97_57.25317_-170.20517_7/5/1997 8:28:00_333",0,132,"7/5/1997"
"2151","DY13-05","30",2,"5/5/2013 12:25:00","DY13-05 30 2 60BON 1",0,0,2013,5,57.0163,-164.2143,125,124.9112,70,"DY13-05_57.0163_-164.2143_5/5/2013 12:25:00_500",0,28,"5/5/2013"
"2153","4MF07","79",2,"5/16/2007 11:35:00","4MF07 79 2 60BON 1",0,0,2007,5,55.816,-171.68449,136,377.50009,3145,"4MF07_55.816_-171.68449_5/16/2007 11:35:00_505",0,279,"5/16/2007"
"2154","7MF95","74",1,"5/11/1995 4:59:00","7MF95 74 1 60BON 1",0,0,1995,5,55.5875,-166.1093,131,152.00198,122,"7MF95_55.5875_-166.1093_5/11/1995 4:59:00_333",0,275,"5/11/1995"
"2156","7MF95","94",2,"5/12/1995 23:21:00","7MF95 94 2 60BON 1",0,0,1995,5,55.62633,-164.1472,132,122.23831,89,"7MF95_55.62633_-164.1472_5/12/1995 23:21:00_333",0,275,"5/12/1995"
"2158","DY14-05","23",3,"5/9/2014 19:58:00","DY14-05 23 3 60BON 1",0,0,2014,5,56.763,-164.3407,129,126.02761,74,"DY14-05_56.763_-164.3407_5/9/2014 19:58:00_505",0,301,"5/9/2014"
"2162","2DY12","87",1,"5/23/2012 3:37:00","2DY12 87 1 60BON 1",0,0,2012,5,56.78117,-162.2438,143,109.2361,73,"2DY12_56.78117_-162.2438_5/23/2012 3:37:00_505",0,299,"5/23/2012"
"2164","2DY12","146",2,"5/27/2012 21:26:00","2DY12 146 2 60BON 1",0,0,2012,5,56.54984,-168.5112,147,204.2618,112,"2DY12_56.54984_-168.5112_5/27/2012 21:26:00_505",0,299,"5/27/2012"
"2165","2DY12","148",1,"5/28/2012 0:55:00","2DY12 148 1 60BON 1",0,0,2012,5,56.20783,-168.6713,148,366.1884,210,"2DY12_56.20783_-168.6713_5/28/2012 0:55:00_505",0,299,"5/28/2012"
"2166","DY14-05","101",2,"5/16/2014 20:56:00","DY14-05 101 2 60BON 1",36.15395,35.44505,2014,5,54.3138,-165.5475,136,169.27611,113,"DY14-05_54.3138_-165.5475_5/16/2014 20:56:00_505",6,301,"5/16/2014"
"2167","DY14-05","31",2,"5/10/2014 7:00:00","DY14-05 31 2 60BON 1",0,0,2014,5,57.3232,-166.331,130,117.30407,69,"DY14-05_57.3232_-166.331_5/10/2014 7:00:00_505",0,301,"5/10/2014"
"2168","2DY12","178",1,"5/31/2012 6:39:00","2DY12 178 1 60BON 1",0,0,2012,5,57.63033,-170.5765,151,164.7357,78,"2DY12_57.63033_-170.5765_5/31/2012 6:39:00_505",0,299,"5/31/2012"
"2171","2DY12","65",1,"5/21/2012 9:00:00","2DY12 65 1 60BON 1",0,0,2012,5,56.96267,-164.4553,141,96.188,71,"2DY12_56.96267_-164.4553_5/21/2012 9:00:00_505",0,299,"5/21/2012"
"2172","1HE07","28",2,"4/14/2007 5:36:00","1HE07 28 2 60BON 1",0,0,2007,4,57.797,-168.86684,104,84.43328,71,"1HE07_57.797_-168.86684_4/14/2007 5:36:00_333",0,279,"4/14/2007"
"2173","2DY12","43",1,"5/19/2012 22:20:00","2DY12 43 1 60BON 1",0,0,2012,5,55.182,-163.7318,139,70.1556,45,"2DY12_55.182_-163.7318_5/19/2012 22:20:00_505",0,299,"5/19/2012"
"2174","2DY12","196",1,"6/1/2012 10:15:00","2DY12 196 1 60BON 1",9.83807,9.36959,2012,6,56.83167,-171.2432,152,213.4566,115,"2DY12_56.83167_-171.2432_6/1/2012 10:15:00_505",2,299,"6/1/2012"
"2175","DY14-05","17",2,"5/8/2014 15:00:00","DY14-05 17 2 60BON 1",18.67852,11.82185,2014,5,54.8053,-165.8703,128,338.35663,168,"DY14-05_54.8053_-165.8703_5/8/2014 15:00:00_505",4,301,"5/8/2014"
"2181","3MF02","69",2,"5/20/2002 0:43:00","3MF02 69 2 60BON 1",0,0,2002,5,55.1305,-166.65984,140,95.69776,147,"3MF02_55.1305_-166.65984_5/20/2002 0:43:00_505",0,150,"5/20/2002"
"2184","3MF93","70",1,"4/22/1993 7:20:00","3MF93 70 1 60BON 1",0,0,1993,4,54.77167,-167.78999,112,490.61649,1284,"3MF93_54.77167_-167.78999_4/22/1993 7:20:00_333",0,119,"4/22/1993"
"2185","3MF93","75",1,"4/22/1993 12:18:00","3MF93 75 1 60BON 1",0,0,1993,4,54.87667,-168.1333,112,470.8436,1751,"3MF93_54.87667_-168.1333_4/22/1993 12:18:00_333",0,119,"4/22/1993"
"2188","3DY08","17",2,"5/15/2008 11:28:00","3DY08 17 2 60BON 1",0,0,2008,5,56.88133,-162.8485,135,121.59553,66,"3DY08_56.88133_-162.8485_5/15/2008 11:28:00_335",0,231,"5/15/2008"
"2189","2MF92","G009A",1,"4/17/1992 10:27:00","2MF92 G009A 1 60BON 1",0,0,1992,4,54.315,-167.6667,107,154.52963,900,"2MF92_54.315_-167.6667_4/17/1992 10:27:00_333",0,36,"4/17/1992"
"2190","2MF92","G021A",1,"4/18/1992 1:00:00","2MF92 G021A 1 60BON 1",0,0,1992,4,54.43333,-168.435,108,146.31447,1261,"2MF92_54.43333_-168.435_4/18/1992 1:00:00_333",0,36,"4/18/1992"
"2191","4WE97","28",2,"7/4/1997 1:35:00","4WE97 28 2 60BON 1",0,0,1997,7,56.731,-163.8765,185,118.19465,73,"4WE97_56.731_-163.8765_7/4/1997 1:35:00_333",0,132,"7/4/1997"
"2197","2DY10","96",2,"5/17/2010 1:03:00","2DY10 96 2 60BON 2",0,0,2010,5,55.76633,-168.24699,137,291.6199,137,"2DY10_55.76633_-168.24699_5/17/2010 1:03:00_500",0,240,"5/17/2010"
"2198","DY14-06","26",1,"5/23/2014 3:37:00","DY14-06 26 1 60BON 1",0,0,2014,5,56.044,-165.5553,143,176.45899,97,"DY14-06_56.044_-165.5553_5/23/2014 3:37:00_505",0,301,"5/23/2014"
"2199","DY14-06","5",1,"5/21/2014 9:49:00","DY14-06 5 1 60BON 1",7.52878,2.50959,2014,5,54.203,-166.7072,141,398.47081,1400,"DY14-06_54.203_-166.7072_5/21/2014 9:49:00_505",1,301,"5/21/2014"
"2200","2DY10","38",2,"5/9/2010 22:35:00","2DY10 38 2 60BON 2",0,0,2010,5,55.62767,-164.14766,129,157.3235,95,"2DY10_55.62767_-164.14766_5/9/2010 22:35:00_500",0,240,"5/9/2010"
"2202","2AK11","19",2,"7/11/2011 21:05:00","2AK11 19 2 60BON 1",10.32382,9.64843,2011,7,56.65833,-171.37833,192,207.2876,116,"2AK11_56.65833_-171.37833_7/11/2011 21:05:00_333",2,103,"7/11/2011"
"2203","3MF02","77",2,"5/20/2002 23:32:00","3MF02 77 2 60BON 1",28.02748,9.31146,2002,5,54.21133,-167.75,140,322.18378,1401,"3MF02_54.21133_-167.75_5/20/2002 23:32:00_505",3,150,"5/20/2002"
"2204","2AR07","6",2,"6/30/2007 3:28:00","2AR07 6 2 60BON 1",0,0,2007,6,56.04083,-166.98433,181,170.12442,129,"2AR07_56.04083_-166.98433_6/30/2007 3:28:00_333",0,279,"6/30/2007"
"2205","4MF07","12",2,"5/9/2007 16:20:00","4MF07 12 2 60BON 1",0,0,2007,5,55.87183,-168.83733,129,173.05147,154,"4MF07_55.87183_-168.83733_5/9/2007 16:20:00_505",0,279,"5/9/2007"
"2206","4MF07","60",3,"5/14/2007 10:07:00","4MF07 60 3 60BON 1",0,0,2007,5,56.4725,-172.33051,134,728.44714,1149,"4MF07_56.4725_-172.33051_5/14/2007 10:07:00_505",0,279,"5/14/2007"
"2207","4MF07","38",2,"5/12/2007 4:44:00","4MF07 38 2 60BON 1",0,0,2007,5,56.1685,-170.5885,132,203.35515,136,"4MF07_56.1685_-170.5885_5/12/2007 4:44:00_505",0,279,"5/12/2007"
"2208","4MF07","39",2,"5/12/2007 6:49:00","4MF07 39 2 60BON 1",0,0,2007,5,56.04767,-170.955,132,333.47791,2517,"4MF07_56.04767_-170.955_5/12/2007 6:49:00_505",0,279,"5/12/2007"
"2209","4WE97","30",2,"7/4/1997 4:55:00","4WE97 30 2 60BON 1",0,0,1997,7,56.94417,-163.82401,185,88.20882,70,"4WE97_56.94417_-163.82401_7/4/1997 4:55:00_333",0,132,"7/4/1997"
"2210","4WE97","37",3,"7/4/1997 23:12:00","4WE97 37 3 60BON 1",0,0,1997,7,57.85483,-168.90233,185,117.93153,71,"4WE97_57.85483_-168.90233_7/4/1997 23:12:00_333",0,132,"7/4/1997"
"2211","2DY10","91",2,"5/16/2010 12:52:00","2DY10 91 2 60BON 2",0,0,2010,5,55.85,-169.797,136,565.77234,1738,"2DY10_55.85_-169.797_5/16/2010 12:52:00_500",0,240,"5/16/2010"
"2212","3MF02","80",3,"5/21/2002 8:41:00","3MF02 80 3 60BON 1",144.30681,72.15341,2002,5,53.7795,-167.32851,141,304.90591,224,"3MF02_53.7795_-167.32851_5/21/2002 8:41:00_505",22,150,"5/21/2002"
"2213","2DY08","3",2,"5/7/2008 17:39:00","2DY08 3 2 60BON 1",0,0,2008,5,56.7673,-164.3398,127,107.37773,76,"2DY08_56.7673_-164.3398_5/7/2008 17:39:00_333",0,231,"5/7/2008"
"2214","2DY10","55",4,"5/11/2010 12:40:00","2DY10 55 4 60BON 2",0,0,2010,5,55.7625,-162.77184,131,110.41346,62,"2DY10_55.7625_-162.77184_5/11/2010 12:40:00_500",0,240,"5/11/2010"
"2215","6MF97","13",3,"5/5/1997 22:46:00","6MF97 13 3 60BON 1",7.0705,3.70183,1997,5,55.44017,-168.07184,125,270.1366,201,"6MF97_55.44017_-168.07184_5/5/1997 22:46:00_333",1,132,"5/5/1997"
"2216","2DY10","68",3,"5/14/2010 8:37:00","2DY10 68 3 60BON 2",0,0,2010,5,56.95067,-170.86517,134,178.67026,104,"2DY10_56.95067_-170.86517_5/14/2010 8:37:00_500",0,240,"5/14/2010"
"2218","1DN88","G178A",1,"4/18/1988 9:20:00","1DN88 G178A 1 60BON 2",0,0,1988,4,55.45333,-168.06171,108,200.48798,165,"1DN88_55.45333_-168.06171_4/18/1988 9:20:00_505",0,102,"4/18/1988"
"2219","1MF99","32",1,"4/16/1999 11:30:00","1MF99 32 1 60BON 1",0,0,1999,4,55.9255,-165.9362,106,180.60895,120,"1MF99_55.9255_-165.9362_4/16/1999 11:30:00_505",0,84,"4/16/1999"
"2220","1MF99","33",1,"4/16/1999 13:07:00","1MF99 33 1 60BON 1",0,0,1999,4,55.80717,-166.317,106,175.13767,130,"1MF99_55.80717_-166.317_4/16/1999 13:07:00_505",0,84,"4/16/1999"
"2221","1MP91","G024A",1,"4/16/1991 19:30:00","1MP91 G024A 1 60BON 1",0,0,1991,4,55.93333,-164.3,106,72.99502,89,"1MP91_55.93333_-164.3_4/16/1991 19:30:00_333",0,75,"4/16/1991"
"2222","1MP91","G041A",1,"4/19/1991 16:05:00","1MP91 G041A 1 60BON 1",0,0,1991,4,55.78333,-165.98331,109,130.02405,118,"1MP91_55.78333_-165.98331_4/19/1991 16:05:00_333",0,75,"4/19/1991"
"2223","2DY10","76",3,"5/15/2010 2:14:00","2DY10 76 3 60BON 2",4.6423,4.37953,2010,5,56.5135,-170.43449,135,228.33524,113,"2DY10_56.5135_-170.43449_5/15/2010 2:14:00_500",1,240,"5/15/2010"
"2224","2DY10","1",2,"5/6/2010 8:52:00","2DY10 1 2 60BON 2",4.37779,1.45926,2010,5,54.23383,-166.789,126,685.27765,1243,"2DY10_54.23383_-166.789_5/6/2010 8:52:00_500",1,240,"5/6/2010"
"2225","2DY10","77",3,"5/15/2010 4:05:00","2DY10 77 3 60BON 2",0,0,2010,5,56.633,-170.06633,135,178.62373,99,"2DY10_56.633_-170.06633_5/15/2010 4:05:00_500",0,240,"5/15/2010"
"2226","1DN88","G196A",1,"4/25/1988 14:25:00","1DN88 G196A 1 60BON 2",0,0,1988,4,55.63,-170.5833,115,325.38181,2300,"1DN88_55.63_-170.5833_4/25/1988 14:25:00_505",0,102,"4/25/1988"
"2228","1MP91","G098A",1,"4/27/1991 17:35:00","1MP91 G098A 1 60BON 1",0,0,1991,4,57,-171.8333,117,85.24024,110,"1MP91_57_-171.8333_4/27/1991 17:35:00_333",0,75,"4/27/1991"
"2230","1DY12","49",1,"5/4/2012 5:24:00","1DY12 49 1 60BON 1",0,0,2012,5,54.56517,-166.6318,124,464.5239,426,"1DY12_54.56517_-166.6318_5/4/2012 5:24:00_505",0,299,"5/4/2012"
"2231","1DY12","51",1,"5/4/2012 10:38:00","1DY12 51 1 60BON 1",5.33477,1.77235,2012,5,54.46567,-166.0392,124,564.2226,545,"1DY12_54.46567_-166.0392_5/4/2012 10:38:00_505",1,299,"5/4/2012"
"2232","1AR09","2",2,"6/7/2009 4:33:00","1AR09 2 2 60BON 2",0,0,2009,6,56.34483,-162.18134,158,132.74281,78,"1AR09_56.34483_-162.18134_6/7/2009 4:33:00_333",0,189,"6/7/2009"
"2233","1DY11","32",5,"5/23/2011 13:26:00","1DY11 32 5 60BON 1",0,0,2011,5,57.83317,-168.88567,143,133.028,73,"1DY11_57.83317_-168.88567_5/23/2011 13:26:00_333",0,103,"5/23/2011"
