"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","reg.SST"
"1141",3570,"1AR09","4",2,"2009-06-12 2:48","1AR09 4 2 60BON 1",31.53426,52.5571,2009,6,56.96867,-164.7085,163,95.13462,66,"1AR09_56.96867_-164.7085_2009-06-12 2:48_333",5,311,"6/12/2009",225280,2.01650680783778
"1142",3573,"1DY10","11",2,"2010-04-28 15:45","1DY10 11 2 60BON 2",0,0,2010,4,56.66783,-163.86417,118,203.9063,77,"1DY10_56.66783_-163.86417_2010-04-28 15:45_505",0,370,"4/28/2010",227957,1.7191427893056
"1143",3575,"2DY10","23",3,"2010-05-08 15:15","2DY10 23 3 60BON 2",0,0,2010,5,54.925,-165.47116,128,233.35623,127,"2DY10_54.925_-165.47116_2010-05-08 15:15_500",0,370,"5/8/2010",227957,1.7191427893056
"1144",3576,"2DY10","26",2,"2010-05-08 23:09","2DY10 26 2 60BON 2",0,0,2010,5,55.4835,-165.50783,128,206.98695,115,"2DY10_55.4835_-165.50783_2010-05-08 23:09_500",0,370,"5/8/2010",227957,1.7191427893056
"1145",3577,"2DY10","41",2,"2010-05-10 4:20","2DY10 41 2 60BON 2",4.86313,5.93065,2010,5,56.1845,-164.19333,130,168.61557,90,"2DY10_56.1845_-164.19333_2010-05-10 4:20_500",1,370,"5/10/2010",227957,1.7191427893056
"1146",3579,"3DY08","19",2,"2008-05-15 15:00","3DY08 19 2 60BON 1",61.61381,88.01973,2008,5,56.4425,-162.4135,135,113.61089,76,"3DY08_56.4425_-162.4135_2008-05-15 15:00_335",10,331,"5/15/2008",227649,1.64111977631312
"1147",3581,"DY14-06","63",1,"2014-05-25 14:47","DY14-06 63 1 60BON 2",0,0,2014,5,56.546,-163.0267,145,120.28207,79,"DY14-06_56.546_-163.0267_2014-05-25 14:47_505",0,521,"5/25/2014",228355,2.35558631629625
"1148",3586,"1DY11","21",2,"2011-05-22 15:48","1DY11 21 2 60BON 1",68.10207,103.18495,2011,5,58.77783,-170.29266,142,106.60469,73,"1DY11_58.77783_-170.29266_2011-05-22 15:48_333",11,208,"5/22/2011",232110,2.38919509730641
"1149",3587,"1DY11","23",2,"2011-05-22 18:53","1DY11 23 2 60BON 1",179.15306,263.46038,2011,5,58.4535,-170.185,142,155.62112,75,"1DY11_58.4535_-170.185_2011-05-22 18:53_333",41,208,"5/22/2011",232110,2.38919509730641
"1150",3588,"2DY10","43",2,"2010-05-10 8:01","2DY10 43 2 60BON 2",0,0,2010,5,55.9435,-164.96283,130,197.17889,96,"2DY10_55.9435_-164.96283_2010-05-10 8:01_500",0,370,"5/10/2010",227957,1.7191427893056
"1151",3589,"2DY10","48",2,"2010-05-10 20:02","2DY10 48 2 60BON 2",71.55861,174.5332,2010,5,55.301,-163.33934,130,97.40267,48,"2DY10_55.301_-163.33934_2010-05-10 20:02_500",17,370,"5/10/2010",227957,1.7191427893056
"1152",3597,"4MF07","29",2,"2007-05-11 8:42","4MF07 29 2 60BON 1",0,0,2007,5,56.42933,-168.89534,131,161.91277,112,"4MF07_56.42933_-168.89534_2007-05-11 8:42_505",0,446,"5/11/2007",234261,2.04821184732869
"1153",3601,"1HE07","111",2,"2007-04-25 18:00","1HE07 111 2 60BON 1",0,0,2007,4,59.04817,-167.91316,115,68.0237,41,"1HE07_59.04817_-167.91316_2007-04-25 18:00_333",0,446,"4/25/2007",234261,2.04821184732869
"1154",3602,"1HE07","122",2,"2007-04-27 1:43","1HE07 122 2 60BON 1",0,0,2007,4,56.27167,-171.06,117,160.9857,142,"1HE07_56.27167_-171.06_2007-04-27 1:43_333",0,446,"4/27/2007",234261,2.04821184732869
"1155",3603,"1HE07","125",2,"2007-04-28 5:19","1HE07 125 2 60BON 1",0,0,2007,4,56.813,-170.10066,118,127.66876,75,"1HE07_56.813_-170.10066_2007-04-28 5:19_333",0,446,"4/28/2007",234261,2.04821184732869
"1156",3609,"6MF95","105",1,"1995-04-27 3:37","6MF95 105 1 60BON 1",0,0,1995,4,55.68733,-166.70219,117,159.51942,126,"6MF95_55.68733_-166.70219_1995-04-27 3:37_333",0,275,"4/27/1995",257129,2.12100473001101
"1157",3617,"6MF95","116",1,"1995-04-28 4:09","6MF95 116 1 60BON 1",0,0,1995,4,56.0445,-165.554,118,113.24145,93,"6MF95_56.0445_-165.554_1995-04-28 4:09_333",0,275,"4/28/1995",257129,2.12100473001101
"1158",3618,"6MF95","117",1,"1995-04-28 5:48","6MF95 117 1 60BON 1",0,0,1995,4,56.266,-165.7697,118,114.08171,88,"6MF95_56.266_-165.7697_1995-04-28 5:48_333",0,275,"4/28/1995",257129,2.12100473001101
"1159",3619,"6MF95","119",1,"1995-04-28 9:06","6MF95 119 1 60BON 1",18.05098,25.78712,1995,4,56.60583,-165.60471,118,116.33716,73,"6MF95_56.60583_-165.60471_1995-04-28 9:06_333",3,275,"4/28/1995",257129,2.12100473001101
"1160",3620,"6MF95","128",1,"1995-04-29 1:16","6MF95 128 1 60BON 1",0,0,1995,4,56.2845,-164.7887,119,96.07955,85,"6MF95_56.2845_-164.7887_1995-04-29 1:16_333",0,275,"4/29/1995",257129,2.12100473001101
"1161",3625,"3MF79","G007A",2,"1979-06-01 21:00","3MF79 G007A 2 60BON 1",0,0,1979,6,55.44667,-167.3067,152,180.63345,137,"3MF79_55.44667_-167.3067_1979-06-01 21:00_505",0,126,"6/1/1979",227682,2.50750054666484
"1162",3628,"6MF95","25",1,"1995-04-19 10:26","6MF95 25 1 60BON 1",0,0,1995,4,55.5505,-168.03729,109,196.06345,133,"6MF95_55.5505_-168.03729_1995-04-19 10:26_333",0,275,"4/19/1995",257129,2.12100473001101
"1163",3630,"6MF95","59",2,"1995-04-22 7:41","6MF95 59 2 60BON 1",0,0,1995,4,54.999,-164.877,112,98.86597,70,"6MF95_54.999_-164.877_1995-04-22 7:41_333",0,275,"4/22/1995",257129,2.12100473001101
"1164",3631,"5MF97","47",2,"1997-04-23 0:15","5MF97 47 2 60BON 1",25.61819,40.02842,1997,4,57.85617,-168.87781,113,99.92899,73,"5MF97_57.85617_-168.87781_1997-04-23 0:15_333",4,132,"4/23/1997",247943,2.37767837076569
"1165",3632,"5MF97","47",3,"1997-04-23 0:35","5MF97 47 3 60BON 1",25.2991,38.92169,1997,4,57.85083,-168.8615,113,102.77047,73,"5MF97_57.85083_-168.8615_1997-04-23 0:35_333",4,132,"4/23/1997",247943,2.37767837076569
"1166",3633,"5MF97","50",2,"1997-04-23 10:14","5MF97 50 2 60BON 2",9.43124,17.14772,1997,4,57.047,-170.14349,113,116.6336,64,"5MF97_57.047_-170.14349_1997-04-23 10:14_333",2,132,"4/23/1997",247943,2.37767837076569
"1167",3645,"5MF05","22",2,"2005-05-12 11:27","5MF05 22 2 60BON 1",0,0,2005,5,56.85083,-159.2075,132,45.32091,26,"5MF05_56.85083_-159.2075_2005-05-12 11:27_505",0,283,"5/12/2005",249168,2.72058632295719
"1168",3646,"5MF05","3",3,"2005-05-10 9:23","5MF05 3 3 60BON 1",0,0,2005,5,54.42317,-165.153,130,188.73399,142,"5MF05_54.42317_-165.153_2005-05-10 9:23_505",0,283,"5/10/2005",249168,2.72058632295719
"1169",3651,"DY14-06","61",1,"2014-05-25 11:58","DY14-06 61 1 60BON 2",0,0,2014,5,56.643,-163.6288,145,126.1162,77,"DY14-06_56.643_-163.6288_2014-05-25 11:58_505",0,521,"5/25/2014",228355,2.35558631629625
"1170",3653,"5MF05","52",2,"2005-05-15 15:29","5MF05 52 2 60BON 1",0,0,2005,5,56.43667,-162.414,135,87.11111,75,"5MF05_56.43667_-162.414_2005-05-15 15:29_505",0,283,"5/15/2005",249168,2.72058632295719
"1171",3656,"1MF99","16",1,"1999-04-15 8:29","1MF99 16 1 60BON 1",0,0,1999,4,56.40417,-164.4037,105,9.33945,86,"1MF99_56.40417_-164.4037_1999-04-15 8:29_505",0,112,"4/15/1999",246131,2.00947751157048
"1172",3658,"1MF99","20",1,"1999-04-15 15:51","1MF99 20 1 60BON 1",0,0,1999,4,55.6235,-164.16,105,115.27979,98,"1MF99_55.6235_-164.16_1999-04-15 15:51_505",0,112,"4/15/1999",246131,2.00947751157048
"1173",3660,"1DN88","G181A",1,"1988-04-19 0:41","1DN88 G181A 1 60BON 2",0,0,1988,4,55.8,-166.0667,109,146.76993,120,"1DN88_55.8_-166.0667_1988-04-19 0:41_505",0,107,"4/19/1988",311661,2.06436245370984
"1174",3665,"5MF05","6",3,"2005-05-10 17:08","5MF05 6 3 60BON 1",0,0,2005,5,55.17183,-164.70033,130,144.3058,102,"5MF05_55.17183_-164.70033_2005-05-10 17:08_505",0,283,"5/10/2005",249168,2.72058632295719
"1175",3666,"5MF05","97",2,"2005-05-18 4:55","5MF05 97 2 60BON 1",0,0,2005,5,55.26067,-165.3065,138,169.60677,114,"5MF05_55.26067_-165.3065_2005-05-18 4:55_505",0,283,"5/18/2005",249168,2.72058632295719
"1176",3669,"1MP91","G029A",1,"1991-04-17 7:30","1MP91 G029A 1 60BON 1",0,0,1991,4,55.36667,-165.45,107,90.30511,112,"1MP91_55.36667_-165.45_1991-04-17 7:30_333",0,81,"4/17/1991",284096,2.10772019863191
"1177",3671,"1MP91","G052A",1,"1991-04-21 3:40","1MP91 G052A 1 60BON 1",0,0,1991,4,56.16667,-166.6333,111,89.11208,115,"1MP91_56.16667_-166.6333_1991-04-21 3:40_333",0,81,"4/21/1991",284096,2.10772019863191
"1178",3672,"2MF98","13",1,"1998-04-10 3:50","2MF98 13 1 60BON 1",0,0,1998,4,55.52167,-163.5533,100,155.1302,75,"2MF98_55.52167_-163.5533_1998-04-10 3:50_505",0,16,"4/10/1998",244951,2.48166371917812
"1179",3673,"2MF98","14",1,"1998-04-10 6:39","2MF98 14 1 60BON 1",0,0,1998,4,55.405,-163.93829,100,157.55379,90,"2MF98_55.405_-163.93829_1998-04-10 6:39_505",0,16,"4/10/1998",244951,2.48166371917812
"1180",3679,"2MF98","21",2,"1998-04-11 16:54","2MF98 21 2 60BON 1",0,0,1998,4,55.2685,-165.31329,101,183.73744,116,"2MF98_55.2685_-165.31329_1998-04-11 16:54_505",0,16,"4/11/1998",244951,2.48166371917812
"1181",3681,"5MF05","111",2,"2005-05-18 17:43","5MF05 111 2 60BON 1",0,0,2005,5,55.13,-166.67033,138,239.01582,144,"5MF05_55.13_-166.67033_2005-05-18 17:43_505",0,283,"5/18/2005",249168,2.72058632295719
"1182",3682,"5MF05","113",1,"2005-05-18 21:56","5MF05 113 1 60BON 1",0,0,2005,5,55.02,-166.06084,138,194.89943,138,"5MF05_55.02_-166.06084_2005-05-18 21:56_505",0,283,"5/18/2005",249168,2.72058632295719
"1183",3683,"5MF05","115",1,"2005-05-19 1:34","5MF05 115 1 60BON 1",0,0,2005,5,54.924,-165.474,139,181.548,119,"5MF05_54.924_-165.474_2005-05-19 1:34_505",0,283,"5/19/2005",249168,2.72058632295719
"1184",3684,"5MF05","12",2,"2005-05-11 9:49","5MF05 12 2 60BON 1",11.67892,48.66215,2005,5,55.54917,-162.56183,131,61.64956,33,"5MF05_55.54917_-162.56183_2005-05-11 9:49_505",3,283,"5/11/2005",249168,2.72058632295719
"1185",3695,"1DY12","56",1,"2012-05-04 23:17","1DY12 56 1 60BON 1",0,0,2012,5,55.032,-166.0712,124,211.6432,138,"1DY12_55.032_-166.0712_2012-05-04 23:17_505",0,429,"5/4/2012",234044,1.39350471514663
"1186",3697,"DY14-06","24",1,"2014-05-22 23:06","DY14-06 24 1 60BON 1",0,0,2014,5,55.7055,-165.7207,142,190.43921,117,"DY14-06_55.7055_-165.7207_2014-05-22 23:06_505",0,521,"5/22/2014",228355,2.35558631629625
"1187",3698,"DY14-06","213",1,"2014-06-05 18:46","DY14-06 213 1 60BON 1",10.11094,11.3606,2014,6,58.3887,-171.8452,156,176.047,99,"DY14-06_58.3887_-171.8452_2014-06-05 18:46_505",2,521,"6/5/2014",228355,2.35558631629625
"1188",3700,"DY14-06","69",1,"2014-05-26 0:03","DY14-06 69 1 60BON 2",4.27762,6.78987,2014,5,56.443,-162.4148,146,147.27826,74,"DY14-06_56.443_-162.4148_2014-05-26 0:03_505",1,521,"5/26/2014",228355,2.35558631629625
"1189",3717,"DY14-06","161",1,"2014-06-02 8:34","DY14-06 161 1 60BON 1",5.77473,9.46677,2014,6,57.5868,-167.0763,153,105.63261,70,"DY14-06_57.5868_-167.0763_2014-06-02 8:34_505",1,521,"6/2/2014",228355,2.35558631629625
"1190",3718,"DY14-06","169",1,"2014-06-03 0:40","DY14-06 169 1 60BON 1",0,0,2014,6,56.8308,-171.232,154,185.17499,113,"DY14-06_56.8308_-171.232_2014-06-03 0:40_505",0,521,"6/3/2014",228355,2.35558631629625
"1191",3719,"DY14-06","179",1,"2014-06-03 15:00","DY14-06 179 1 60BON 1",0,0,2014,6,57.4117,-170.3507,154,125.27823,70,"DY14-06_57.4117_-170.3507_2014-06-03 15:00_505",0,521,"6/3/2014",228355,2.35558631629625
"1192",3720,"DY14-06","104",1,"2014-05-28 7:17","DY14-06 104 1 60BON 1",0,0,2014,5,56.3835,-165.3862,148,151.57474,87,"DY14-06_56.3835_-165.3862_2014-05-28 7:17_505",0,521,"5/28/2014",228355,2.35558631629625
"1193",3721,"DY14-06","118",1,"2014-05-29 5:24","DY14-06 118 1 60BON 1",0,0,2014,5,56.5857,-166.5765,149,142.04585,94,"DY14-06_56.5857_-166.5765_2014-05-29 5:24_505",0,521,"5/29/2014",228355,2.35558631629625
"1194",3728,"7MF95","42",1,"1995-05-08 4:04","7MF95 42 1 60BON 1",14.89,20.97183,1995,5,56.50567,-165.0015,128,95.36604,80,"7MF95_56.50567_-165.0015_1995-05-08 4:04_333",2,275,"5/8/1995",257129,2.12100473001101
"1195",3729,"DY14-06","138",1,"2014-05-30 17:38","DY14-06 138 1 60BON 1",0,0,2014,5,56.549,-168.5195,150,189.27949,111,"DY14-06_56.549_-168.5195_2014-05-30 17:38_505",0,521,"5/30/2014",228355,2.35558631629625
"1196",3730,"DY14-06","141",1,"2014-05-30 22:29","DY14-06 141 1 60BON 1",5.15854,7.47614,2014,5,56.9038,-167.3988,150,133.7588,80,"DY14-06_56.9038_-167.3988_2014-05-30 22:29_505",1,521,"5/30/2014",228355,2.35558631629625
"1197",3731,"DY14-06","143",1,"2014-05-31 2:40","DY14-06 143 1 60BON 1",0,0,2014,5,57.0057,-167.9908,151,169.22139,78,"DY14-06_57.0057_-167.9908_2014-05-31 2:40_505",0,521,"5/31/2014",228355,2.35558631629625
"1198",3733,"7MF95","70",1,"1995-05-10 19:05","7MF95 70 1 60BON 1",5.80121,7.16198,1995,5,56.30283,-163.8027,130,139.62611,86,"7MF95_56.30283_-163.8027_1995-05-10 19:05_333",1,275,"5/10/1995",257129,2.12100473001101
"1199",3734,"7MF95","78",1,"1995-05-11 13:52","7MF95 78 1 60BON 1",0,0,1995,5,55.454,-167.45,131,194.28975,139,"7MF95_55.454_-167.45_1995-05-11 13:52_333",0,275,"5/11/1995",257129,2.12100473001101
"1200",3735,"7MF95","82",1,"1995-05-11 22:10","7MF95 82 1 60BON 1",0,0,1995,5,55.25,-166.2748,131,154.96588,127,"7MF95_55.25_-166.2748_1995-05-11 22:10_333",0,275,"5/11/1995",257129,2.12100473001101
"1201",3736,"7MF95","83",1,"1995-05-12 0:55","7MF95 83 1 60BON 1",0,0,1995,5,55.368,-165.8938,132,143.86514,121,"7MF95_55.368_-165.8938_1995-05-12 0:55_333",0,275,"5/12/1995",257129,2.12100473001101
"1202",3738,"3MF79","V002A",2,"1979-06-02 10:13","3MF79 V002A 2 60BON 1",0,0,1979,6,56.04833,-166.5367,153,162.91112,124,"3MF79_56.04833_-166.5367_1979-06-02 10:13_505",0,126,"6/2/1979",227682,2.50750054666484
"1203",3745,"DY14-06","152",1,"2014-06-01 18:48","DY14-06 152 1 60BON 1",0,0,2014,6,56.5055,-170.4338,152,197.12509,113,"DY14-06_56.5055_-170.4338_2014-06-01 18:48_505",0,521,"6/1/2014",228355,2.35558631629625
"1204",3751,"6MF95","86",1,"1995-04-24 16:01","6MF95 86 1 60BON 1",0,0,1995,4,56.08533,-163.58681,114,132.73149,90,"6MF95_56.08533_-163.58681_1995-04-24 16:01_333",0,275,"4/24/1995",257129,2.12100473001101
"1205",3756,"3MF93","16",2,"1993-04-17 9:45","3MF93 16 2 60BON 1",0,0,1993,4,55.22833,-167.25501,107,196.99986,147,"3MF93_55.22833_-167.25501_1993-04-17 9:45_333",0,119,"4/17/1993",268008,2.2848122641717
"1206",3758,"6MF97","22",2,"1997-05-06 15:14","6MF97 22 2 60BON 1",0,0,1997,5,56.16767,-166.09833,126,225.41016,108,"6MF97_56.16767_-166.09833_1997-05-06 15:14_333",0,132,"5/6/1997",247943,2.37767837076569
"1207",3765,"2DY12","102",1,"2012-05-24 2:17","2DY12 102 1 60BON 1",57.82204,214.15569,2012,5,56.47917,-160.4052,144,56.034,37,"2DY12_56.47917_-160.4052_2012-05-24 2:17_505",12,429,"5/24/2012",234044,1.39350471514663
"1208",3766,"2DY12","181",1,"2012-05-31 11:03","2DY12 181 1 60BON 1",213.71382,339.22829,2012,5,58.0865,-170.0758,151,135.6019,73,"2DY12_58.0865_-170.0758_2012-05-31 11:03_505",46,429,"5/31/2012",234044,1.39350471514663
"1209",3767,"1DY12","46",1,"2012-05-03 21:10","1DY12 46 1 60BON 1",0,0,2012,5,54.01033,-166.587,123,252.7537,124,"1DY12_54.01033_-166.587_2012-05-03 21:10_505",0,429,"5/3/2012",234044,1.39350471514663
"1210",3768,"1DY12","57",2,"2012-05-05 2:05","1DY12 57 2 60BON 1",0,0,2012,5,55.24967,-166.2638,125,266.6629,134,"1DY12_55.24967_-166.2638_2012-05-05 2:05_505",0,429,"5/5/2012",234044,1.39350471514663
"1211",3769,"1DY12","59",1,"2012-05-05 6:46","1DY12 59 1 60BON 1",0,0,2012,5,55.68533,-166.6922,125,230.6786,133,"1DY12_55.68533_-166.6922_2012-05-05 6:46_505",0,429,"5/5/2012",234044,1.39350471514663
"1212",3771,"2DY12","187",1,"2012-05-31 19:52","2DY12 187 1 60BON 1",1650.4514,2200.60186,2012,5,57.852,-170.8062,151,199.9453,84,"2DY12_57.852_-170.8062_2012-05-31 19:52_505",440,429,"5/31/2012",234044,1.39350471514663
"1213",3779,"2DY12","192",1,"2012-06-01 4:15","2DY12 192 1 60BON 1",0,0,2012,6,57.61133,-171.5355,152,204.6791,101,"2DY12_57.61133_-171.5355_2012-06-01 4:15_505",0,429,"6/1/2012",234044,1.39350471514663
"1214",3780,"DY14-06","158",1,"2014-06-02 4:19","DY14-06 158 1 60BON 1",0,0,2014,6,57.2272,-168.2067,153,149.56856,76,"DY14-06_57.2272_-168.2067_2014-06-02 4:19_505",0,521,"6/2/2014",228355,2.35558631629625
"1215",3782,"7MF00","8",2,"2000-06-29 2:11","7MF00 8 2 60BON 1",0,0,2000,6,56.33317,-169.44566,180,125.74377,149,"7MF00_56.33317_-169.44566_2000-06-29 2:11_333",0,54,"6/29/2000",248451,2.12279342133638
"1216",3790,"1DY12","15",2,"2012-04-29 22:23","1DY12 15 2 60BON 1",0,0,2012,4,54.82,-164.8908,119,135.1136,76,"1DY12_54.82_-164.8908_2012-04-29 22:23_505",0,429,"4/29/2012",234044,1.39350471514663
"1217",3791,"DY14-06","13",1,"2014-05-22 1:55","DY14-06 13 1 60BON 1",0,0,2014,5,55.8042,-166.3213,142,208.45466,127,"DY14-06_55.8042_-166.3213_2014-05-22 1:55_505",0,521,"5/22/2014",228355,2.35558631629625
"1218",3793,"6MF95","90",3,"1995-04-26 0:24","6MF95 90 3 60BON 1",0,0,1995,4,55.38467,-164.9102,116,148.84305,102,"6MF95_55.38467_-164.9102_1995-04-26 0:24_333",0,275,"4/26/1995",257129,2.12100473001101
"1219",3794,"DY14-06","137",1,"2014-05-30 16:06","DY14-06 137 1 60BON 1",0,0,2014,5,56.4317,-168.899,150,193.68434,112,"DY14-06_56.4317_-168.899_2014-05-30 16:06_505",0,521,"5/30/2014",228355,2.35558631629625
"1220",3795,"DY14-05","55",2,"2014-05-11 17:40","DY14-05 55 2 60BON 1",171.96267,286.60445,2014,5,59.2485,-170.4183,131,101.18475,68,"DY14-05_59.2485_-170.4183_2014-05-11 17:40_505",29,521,"5/11/2014",228355,2.35558631629625
"1221",3796,"6MF96","210",2,"1996-05-15 1:26","6MF96 210 2 60BON 1",0,0,1996,5,54.46067,-165.01379,135,106.73405,56,"6MF96_54.46067_-165.01379_1996-05-15 1:26_333",0,22,"5/15/1996",251194,2.81257378097203
"1222",3800,"DY14-05","59",2,"2014-05-11 22:45","DY14-05 59 2 60BON 1",48.03007,73.89241,2014,5,59.7188,-171.1468,131,121.7987,72,"DY14-05_59.7188_-171.1468_2014-05-11 22:45_505",9,521,"5/11/2014",228355,2.35558631629625
"1223",3801,"DY14-06","173",1,"2014-06-03 6:44","DY14-06 173 1 60BON 2",0,0,2014,6,57.309,-169.763,154,98.52949,53,"DY14-06_57.309_-169.763_2014-06-03 6:44_505",0,521,"6/3/2014",228355,2.35558631629625
"1224",3802,"DY14-05","64",2,"2014-05-12 6:46","DY14-05 64 2 60BON 1",0,0,2014,5,60.071,-172.0002,132,100.24889,64,"DY14-05_60.071_-172.0002_2014-05-12 6:46_505",0,521,"5/12/2014",228355,2.35558631629625
"1225",3803,"DY14-05","7",2,"2014-05-07 21:48","DY14-05 7 2 60BON 1",4.23667,3.36244,2014,5,54.4242,-165.1518,127,297.40342,139,"DY14-05_54.4242_-165.1518_2014-05-07 21:48_505",1,521,"5/7/2014",228355,2.35558631629625
"1226",3810,"7MF95","64",1,"1995-05-10 8:42","7MF95 64 1 60BON 1",8.02239,11.79763,1995,5,56.86167,-163.85001,130,84.76278,71,"7MF95_56.86167_-163.85001_1995-05-10 8:42_333",1,275,"5/10/1995",257129,2.12100473001101
"1227",3811,"7MF95","76",1,"1995-05-11 8:50","7MF95 76 1 60BON 1",0,0,1995,5,55.3535,-166.8658,131,187.50588,138,"7MF95_55.3535_-166.8658_1995-05-11 8:50_333",0,275,"5/11/1995",257129,2.12100473001101
"1228",3813,"3MF79","V005A",2,"1979-06-03 3:55","3MF79 V005A 2 60BON 1",0,0,1979,6,56.05,-166.5717,154,163.45744,124,"3MF79_56.05_-166.5717_1979-06-03 3:55_505",0,126,"6/3/1979",227682,2.50750054666484
"1229",3818,"6MF97","30",2,"1997-05-07 6:43","6MF97 30 2 60BON 1",11.79116,18.71612,1997,5,56.944,-163.82033,127,106.85975,71,"6MF97_56.944_-163.82033_1997-05-07 6:43_333",2,132,"5/7/1997",247943,2.37767837076569
"1230",3820,"3MF93","100",1,"1993-04-28 12:08","3MF93 100 1 60BON 1",0,0,1993,4,54.06833,-166.5867,118,85.44218,90,"3MF93_54.06833_-166.5867_1993-04-28 12:08_333",0,119,"4/28/1993",268008,2.2848122641717
"1231",3834,"6MF95","125",2,"1995-04-28 20:31","6MF95 125 2 60BON 1",0,0,1995,4,55.62517,-164.14549,118,138.08044,88,"6MF95_55.62517_-164.14549_1995-04-28 20:31_333",0,275,"4/28/1995",257129,2.12100473001101
"1232",3835,"6MF95","130",1,"1995-04-29 4:55","6MF95 130 1 60BON 1",33.80749,50.45894,1995,4,56.72733,-165.217,119,158.54475,78,"6MF95_56.72733_-165.217_1995-04-29 4:55_333",8,275,"4/29/1995",257129,2.12100473001101
"1233",3836,"6MF95","145",1,"1995-04-30 18:27","6MF95 145 1 60BON 1",0,0,1995,4,54.8455,-164.91701,120,101.05997,77,"6MF95_54.8455_-164.91701_1995-04-30 18:27_333",0,275,"4/30/1995",257129,2.12100473001101
"1234",3837,"3MF79","V012A",2,"1979-06-05 3:59","3MF79 V012A 2 60BON 1",0,0,1979,6,57.045,-165.0267,156,90.46889,68,"3MF79_57.045_-165.0267_1979-06-05 3:59_505",0,126,"6/5/1979",227682,2.50750054666484
"1235",3852,"3MF79","G031A",2,"1979-06-19 8:44","3MF79 G031A 2 60BON 1",0,0,1979,6,55.78167,-166.8967,170,209.31372,130,"3MF79_55.78167_-166.8967_1979-06-19 8:44_505",0,126,"6/19/1979",227682,2.50750054666484
"1236",3853,"3MF79","G039A",2,"1979-06-21 9:23","3MF79 G039A 2 60BON 1",0,0,1979,6,56.315,-167.11169,172,158.33774,113,"3MF79_56.315_-167.11169_1979-06-21 9:23_505",0,126,"6/21/1979",227682,2.50750054666484
"1237",3855,"3MF79","G047A",2,"1979-06-24 7:12","3MF79 G047A 2 60BON 1",0,0,1979,6,56.79167,-168.48669,175,134.99371,97,"3MF79_56.79167_-168.48669_1979-06-24 7:12_505",0,126,"6/24/1979",227682,2.50750054666484
"1238",3857,"5MF05","138",1,"2005-05-20 9:48","5MF05 138 1 60BON 1",0,0,2005,5,55.58983,-166.07651,140,170.41664,123,"5MF05_55.58983_-166.07651_2005-05-20 9:48_505",0,283,"5/20/2005",249168,2.72058632295719
"1239",3862,"5MF97","36",3,"1997-04-20 18:36","5MF97 36 3 60BON 2",27.83446,41.54397,1997,4,56.87967,-164.0352,110,120.35442,73,"5MF97_56.87967_-164.0352_1997-04-20 18:36_333",5,132,"4/20/1997",247943,2.37767837076569
"1240",3863,"5MF97","39",2,"1997-04-21 3:49","5MF97 39 2 60BON 1",5.23937,8.58913,1997,4,56.946,-163.82471,111,116.4262,71,"5MF97_56.946_-163.82471_1997-04-21 3:49_333",1,132,"4/21/1997",247943,2.37767837076569
"1241",3867,"5MF05","25",2,"2005-05-13 1:43","5MF05 25 2 60BON 1",0,0,2005,5,57.29567,-158.62933,133,61.02092,41,"5MF05_57.29567_-158.62933_2005-05-13 1:43_505",0,283,"5/13/2005",249168,2.72058632295719
"1242",3868,"5MF05","28",2,"2005-05-13 7:57","5MF05 28 2 60BON 1",0,0,2005,5,57.51733,-158.85617,133,62.07061,43,"5MF05_57.51733_-158.85617_2005-05-13 7:57_505",0,283,"5/13/2005",249168,2.72058632295719
"1243",3869,"5MF05","4",3,"2005-05-10 10:39","5MF05 4 3 60BON 1",5.13923,12.5347,2005,5,54.461,-165.01199,130,79.77855,50,"5MF05_54.461_-165.01199_2005-05-10 10:39_505",1,283,"5/10/2005",249168,2.72058632295719
"1244",3870,"5MF05","44",2,"2005-05-14 20:50","5MF05 44 2 60BON 1",17.71034,23.93289,2005,5,56.68033,-161.6355,134,125.3505,84,"5MF05_56.68033_-161.6355_2005-05-14 20:50_505",3,283,"5/14/2005",249168,2.72058632295719
"1245",3876,"5MF05","57",2,"2005-05-16 2:19","5MF05 57 2 60BON 1",0,0,2005,5,56.19733,-163.19917,136,100.53966,85,"5MF05_56.19733_-163.19917_2005-05-16 2:19_505",0,283,"5/16/2005",249168,2.72058632295719
"1246",3878,"1MF99","21",1,"1999-04-15 17:25","1MF99 21 1 60BON 1",0,0,1999,4,55.50717,-164.5322,105,202.56125,104,"1MF99_55.50717_-164.5322_1999-04-15 17:25_505",0,112,"4/15/1999",246131,2.00947751157048
"1247",3879,"1MF99","36",1,"1999-04-16 19:00","1MF99 36 1 60BON 1",0,0,1999,4,55.14717,-165.6873,106,179.27683,125,"1MF99_55.14717_-165.6873_1999-04-16 19:00_505",0,112,"4/16/1999",246131,2.00947751157048
"1248",3880,"1MP91","G075A",2,"1991-04-24 17:15","1MP91 G075A 2 60BON 1",0,0,1991,4,56.79167,-170.14999,114,74.79834,87,"1MP91_56.79167_-170.14999_1991-04-24 17:15_333",0,81,"4/24/1991",284096,2.10772019863191
