"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link","CTD_time","date_diff"
"505",1821,"1TT06",54,2,"2006-04-28 0:55","1TT06 54 2 60BON 2",0,0,2006,4,58.57917,-171.34166,118,158.74912,90,"1TT06_58.57917_-171.34166_2006-04-28 0:55_333",0,442,"2006-04-28",242629,"1TT06_54_2",-1.53146363636364,31.9346818181818,"2006-04-28","1TT06_54_2","55",0
"506",1824,"3MF06",54,2,"2006-05-15 13:46","3MF06 54 2 60BON 1",193.92426,228.14619,2006,5,55.847,-164.38651,135,135.87779,95,"3MF06_55.847_-164.38651_2006-05-15 13:46_505",31,442,"2006-05-15",242629,"3MF06_54_2",3.05053636363636,31.9417545454545,"2006-05-15","3MF06_54_2","1346",0
"507",1825,"1TT06",56,2,"2006-04-28 7:48","1TT06 56 2 60BON 1",0,0,2006,4,58.46733,-171.76016,118,179.01366,100,"1TT06_58.46733_-171.76016_2006-04-28 7:48_333",0,442,"2006-04-28",242629,"1TT06_56_2",-0.254954545454545,32.0383181818182,"2006-04-28","1TT06_56_2","748",0
"508",1827,"1DY12",12,2,"2012-04-29 16:03","1DY12 12 2 60BON 1",5.00416,3.70679,2012,4,54.41683,-165.1548,119,269.7754,157,"1DY12_54.41683_-165.1548_2012-04-29 16:03_505",1,429,"2012-04-29",234044,"1DY12_12_2",1.65727272727273,32.0266454545455,"2012-04-29","1DY12_12_2","1603",0
"509",1833,"1TT06",39,2,"2006-04-24 0:49","1TT06 39 2 60BON 1",0,0,2006,4,58.4435,-171.06101,114,127.74583,86,"1TT06_58.4435_-171.06101_2006-04-24 0:49_333",0,442,"2006-04-24",242629,"1TT06_39_2",-1.27877,31.95012,"2006-04-24","1TT06_39_2","49",0
"510",1851,"DY13-05",39,2,"2013-05-07 21:54","DY13-05 39 2 60BON 1",0,0,2013,5,57.5277,-168.6135,127,118.35712,72,"DY13-05_57.5277_-168.6135_2013-05-07 21:54_500",0,63,"2013-05-07",234526,"DY13-05_39_2",-0.569027272727273,31.3616545454545,"2013-05-07","DY13-05_39_2","2154",0
"511",1860,"DY15-04",38,2,"2015-05-02 21:21","DY15-04 38 2 60BON 1",0,0,2015,5,57.4992,-167.353,122,118.978,71,"DY15-04_57.4992_-167.353_2015-05-02 21:21_505",0,160,"2015-05-02",221437,"DY15-04_38_2",2.25636363636364,32.0968181818182,"2015-05-02","DY15-04_38_2","2121",0
"512",1861,"DY15-04",40,2,"2015-05-02 23:51","DY15-04 40 2 60BON 1",0,0,2015,5,57.5028,-167.992,122,137.428,72,"DY15-04_57.5028_-167.992_2015-05-02 23:51_505",0,160,"2015-05-02",221437,"DY15-04_40_2",2.2562,32.1216272727273,"2015-05-02","DY15-04_40_2","2351",0
"513",1862,"DY15-04",42,2,"2015-05-03 2:22","DY15-04 42 2 60BON 1",0,0,2015,5,57.5285,-168.6145,123,149.565,73,"DY15-04_57.5285_-168.6145_2015-05-03 2:22_505",0,160,"2015-05-03",221437,"DY15-04_42_2",2.82143636363636,32.1101090909091,"2015-05-03","DY15-04_42_2","222",0
"514",1863,"DY15-04",43,2,"2015-05-03 4:10","DY15-04 43 2 60BON 1",0,0,2015,5,57.6565,-169.0065,123,124.665,70,"DY15-04_57.6565_-169.0065_2015-05-03 4:10_505",0,160,"2015-05-03",221437,"DY15-04_43_2",2.68277272727273,32.1212454545455,"2015-05-03","DY15-04_43_2","410",0
"515",1864,"DY15-04",45,5,"2015-05-03 9:27","DY15-04 45 5 60BON 1",0,0,2015,5,57.8325,-168.8893,123,118.332,72,"DY15-04_57.8325_-168.8893_2015-05-03 9:27_505",0,160,"2015-05-03",221437,"DY15-04_45_5",1.05486363636364,31.9166272727273,"2015-05-03","DY15-04_45_5","927",0
"516",1865,"DY15-04",46,2,"2015-05-03 11:21","DY15-04 46 2 60BON 1",0,0,2015,5,58.0692,-168.7278,123,129.813,71,"DY15-04_58.0692_-168.7278_2015-05-03 11:21_505",0,160,"2015-05-03",221437,"DY15-04_46_2",1.28982727272727,31.7069090909091,"2015-05-03","DY15-04_46_2","1121",0
"517",1866,"DY15-04",44,2,"2015-05-03 6:24","DY15-04 44 2 60BON 1",0,0,2015,5,57.7652,-168.4683,123,127.048,72,"DY15-04_57.7652_-168.4683_2015-05-03 6:24_505",0,160,"2015-05-03",221437,"DY15-04_44_2",2.08741818181818,32.1396818181818,"2015-05-03","DY15-04_44_2","1422",0
"518",1867,"DY15-04",49,2,"2015-05-03 15:50","DY15-04 49 2 60BON 1",4.69903,7.57909,2015,5,58.0468,-169.668,123,131.942,72,"DY15-04_58.0468_-169.668_2015-05-03 15:50_505",1,160,"2015-05-03",221437,"DY15-04_49_2",0.0425454545454545,31.5926454545455,"2015-05-03","DY15-04_49_2","1813",0
"519",1868,"DY15-04",51,2,"2015-05-03 19:17","DY15-04 51 2 60BON 1",0,0,2015,5,58.2212,-170.0862,123,124.07,74,"DY15-04_58.2212_-170.0862_2015-05-03 19:17_505",0,160,"2015-05-03",221437,"DY15-04_51_2",-0.852381818181818,31.0675727272727,"2015-05-03","DY15-04_51_2","1917",0
"520",1878,"4MF03",34,2,"2003-05-20 19:25","4MF03 34 2 60BON 1",72.42012,106.50018,2003,5,56.57983,-161.01016,140,140.84483,71,"4MF03_56.57983_-161.01016_2003-05-20 19:25_505",15,125,"2003-05-20",255366,"4MF03_34_2",4.0945,31.4860333333333,"2003-05-20","4MF03_34_2","1925",0
"521",1879,"4MF03",44,2,"2003-05-22 22:18","4MF03 44 2 60BON 1",50.95146,74.92862,2003,5,56.225,-162.20334,142,133.46036,78,"4MF03_56.225_-162.20334_2003-05-22 22:18_505",10,125,"2003-05-22",255366,"4MF03_44_2",5.47546,31.67023,"2003-05-22","4MF03_44_2","2218",0
"522",1880,"4MF03",47,1,"2003-05-23 4:01","4MF03 47 1 60BON 1",226.66842,290.60054,2003,5,55.86666,-163.37167,143,192.70439,88,"4MF03_55.86666_-163.37167_2003-05-23 4:01_505",56,125,"2003-05-23",255366,"4MF03_47_1",5.97081818181818,31.4843363636364,"2003-05-23","4MF03_47_1","401",0
"524",1910,"1DY11",32,5,"2011-05-23 13:26","1DY11 32 5 60BON 1",4.96136,7.51721,2011,5,57.83317,-168.88567,143,133.028,73,"1DY11_57.83317_-168.88567_2011-05-23 13:26_333",1,208,"2011-05-23",232110,"1DY11_32_5",-0.218581818181818,31.2821454545455,"2011-05-23","1DY11_32_5","626",0
"525",1913,"DY14-06",62,1,"2014-05-25 13:21","DY14-06 62 1 60BON 1",0,0,2014,5,56.762,-163.2413,145,96.15214,73,"DY14-06_56.762_-163.2413_2014-05-25 13:21_505",0,521,"2014-05-25",228355,"DY14-06_62_1",5.14037272727273,32.0459727272727,"2014-05-25","DY14-06_62_1","1321",0
"527",1917,"1DY11",11,5,"2011-05-21 23:02","1DY11 11 5 60BON 1",0,0,2011,5,59.91367,-171.69966,141,110.09525,71,"1DY11_59.91367_-171.69966_2011-05-21 23:02_333",0,208,"2011-05-21",232110,"1DY11_11_5",-0.292609090909091,30.8051727272727,"2011-05-21","1DY11_11_5","1602",0
"528",1920,"1MF99",32,1,"1999-04-16 11:30","1MF99 32 1 60BON 1",6.25661,5.53682,1999,4,55.9255,-165.9362,106,180.60895,120,"1MF99_55.9255_-165.9362_1999-04-16 11:30_505",1,112,"1999-04-16",246131,"1MF99_32_1",1.86855,32.08235,"1999-04-16","1MF99_32_1","1130",0
"529",1921,"1MF99",33,1,"1999-04-16 13:07","1MF99 33 1 60BON 1",0,0,1999,4,55.80717,-166.317,106,175.13767,130,"1MF99_55.80717_-166.317_1999-04-16 13:07_505",0,112,"1999-04-16",246131,"1MF99_33_1",2.18579,32.21338,"1999-04-16","1MF99_33_1","1307",0
"536",1947,"DY14-06",227,1,"2014-06-06 16:52","DY14-06 227 1 60BON 1",0,0,2014,6,58.8275,-172.3052,157,165.4017,100,"DY14-06_58.8275_-172.3052_2014-06-06 16:52_505",0,521,"2014-06-06",228355,"DY14-06_227_1",3.98242727272727,31.7637636363636,"2014-06-06","DY14-06_227_1","1652",0
"537",1951,"1DY12",60,1,"2012-05-05 8:36","1DY12 60 1 60BON 1",494.55918,419.11795,2012,5,55.81133,-166.3248,125,298.2454,128,"1DY12_55.81133_-166.3248_2012-05-05 8:36_505",125,429,"2012-05-05",234044,"1DY12_60_1",1.54815454545455,32.0328454545455,"2012-05-05","1DY12_60_1","836",0
"539",1954,"DY14-06",21,1,"2014-05-22 17:05","DY14-06 21 1 60BON 1",69.77827,71.93636,2014,5,55.053,-165.1058,142,208.51765,112,"DY14-06_55.053_-165.1058_2014-05-22 17:05_505",15,521,"2014-05-22",228355,"DY14-06_21_1",5.98436363636364,31.4626727272727,"2014-05-22","DY14-06_21_1","1705",0
"540",1955,"DY14-06",210,1,"2014-06-05 14:08","DY14-06 210 1 60BON 1",0,0,2014,6,57.9288,-172.3443,156,188.19061,107,"DY14-06_57.9288_-172.3443_2014-06-05 14:08_505",0,521,"2014-06-05",228355,"DY14-06_210_1",5.34034545454545,32.4009727272727,"2014-06-05","DY14-06_210_1","1408",0
"542",1973,"DY14-06",194,1,"2014-06-04 13:31","DY14-06 194 1 60BON 1",0,0,2014,6,57.7307,-171.1682,155,185.80091,92,"DY14-06_57.7307_-171.1682_2014-06-04 13:31_505",0,521,"2014-06-04",228355,"DY14-06_194_1",5.37876363636364,32.3392,"2014-06-04","DY14-06_194_1","1331",0
"544",1983,"DY14-06",53,1,"2014-05-24 23:47","DY14-06 53 1 60BON 1",4.75963,6.02485,2014,5,55.8647,-163.3723,144,165.97919,91,"DY14-06_55.8647_-163.3723_2014-05-24 23:47_505",1,521,"2014-05-24",228355,"DY14-06_53_1",5.86094545454545,31.4651454545455,"2014-05-24","DY14-06_53_1","2347",0
"546",1988,"DY14-06",222,1,"2014-06-06 8:10","DY14-06 222 1 60BON 1",0,0,2014,6,58.845,-171.348,157,133.83707,86,"DY14-06_58.845_-171.348_2014-06-06 8:10_505",0,521,"2014-06-06",228355,"DY14-06_222_1",3.36520909090909,31.4309181818182,"2014-06-06","DY14-06_222_1","810",0
"547",1990,"1TT06",47,2,"2006-04-24 18:55","1TT06 47 2 60BON 1",0,0,2006,4,58.39267,-171.0125,114,148.69359,85,"1TT06_58.39267_-171.0125_2006-04-24 18:55_333",0,442,"2006-04-24",242629,"1TT06_47_2",-1.37405,31.93942,"2006-04-24","1TT06_47_2","1855",0
"549",1994,"DY14-06",39,1,"2014-05-24 0:35","DY14-06 39 1 60BON 1",251.53405,310.53586,2014,5,56.064,-164.571,144,141.69056,93,"DY14-06_56.064_-164.571_2014-05-24 0:35_505",44,521,"2014-05-24",228355,"DY14-06_39_1",5.80984545454545,31.5091181818182,"2014-05-24","DY14-06_39_1","35",0
"550",1995,"DY14-06",78,1,"2014-05-26 13:22","DY14-06 78 1 60BON 1",0,0,2014,5,56.6818,-161.6327,146,111.44801,83,"DY14-06_56.6818_-161.6327_2014-05-26 13:22_505",0,521,"2014-05-26",228355,"DY14-06_78_1",6.13231818181818,31.8869454545455,"2014-05-26","DY14-06_78_1","1322",0
"551",1999,"1TT06",59,2,"2006-04-28 13:25","1TT06 59 2 60BON 1",0,0,2006,4,58.16917,-172.37117,118,163.60661,107,"1TT06_58.16917_-172.37117_2006-04-28 13:25_333",0,442,"2006-04-28",242629,"1TT06_59_2",0.881745454545454,32.2878090909091,"2006-04-28","1TT06_59_2","1325",0
"552",2008,"DY13-05",30,2,"2013-05-05 12:25","DY13-05 30 2 60BON 1",0,0,2013,5,57.0163,-164.2143,125,124.9112,70,"DY13-05_57.0163_-164.2143_2013-05-05 12:25_500",0,63,"2013-05-05",234526,"DY13-05_30_2",-1.16114545454545,31.4240545454545,"2013-05-05","DY13-05_30_2","1225",0
"554",2030,"DY13-05",33,10,"2013-05-07 1:13","DY13-05 33 10 60BON 1",0,0,2013,5,57.8643,-168.8863,127,112.84845,72,"DY13-05_57.8643_-168.8863_2013-05-07 1:13_500",0,63,"2013-05-07",234526,"DY13-05_33_10",-1.15852727272727,31.5539272727273,"2013-05-07","DY13-05_33_10","113",0
"555",2031,"DY13-05",35,2,"2013-05-07 5:55","DY13-05 35 2 60BON 1",0,0,2013,5,58.0607,-168.7283,127,151.20998,71,"DY13-05_58.0607_-168.7283_2013-05-07 5:55_500",0,63,"2013-05-07",234526,"DY13-05_35_2",-1.09533636363636,31.3915818181818,"2013-05-07","DY13-05_35_2","555",0
"556",2032,"DY13-05",18,2,"2013-05-04 8:10","DY13-05 18 2 60BON 1",0,0,2013,5,54.9333,-165.4812,124,292.53595,125,"DY13-05_54.9333_-165.4812_2013-05-04 8:10_500",0,63,"2013-05-04",234526,"DY13-05_18_2",2.83948,31.78556,"2013-05-04","DY13-05_18_2","810",0
"557",2035,"6MF97",21,2,"1997-05-06 13:15","6MF97 21 2 60BON 1",61.94286,54.81669,1997,5,55.92233,-166.16034,126,164.18358,124,"6MF97_55.92233_-166.16034_1997-05-06 13:15_333",9,132,"1997-05-06",247943,"6MF97_21_2",3.56049166666667,31.95315,"1997-05-06","6MF97_21_2","1315",0
"558",2049,"DY13-05",41,2,"2013-05-08 0:53","DY13-05 41 2 60BON 1",0,0,2013,5,57.509,-167.9878,128,113.21696,72,"DY13-05_57.509_-167.9878_2013-05-08 0:53_500",0,63,"2013-05-08",234526,"DY13-05_41_2",-0.69893,31.27517,"2013-05-08","DY13-05_41_2","53",0
"560",2074,"4MF03",48,2,"2003-05-23 6:07","4MF03 48 2 60BON 1",11.45878,19.75651,2003,5,55.64667,-163.16499,143,151.84868,66,"4MF03_55.64667_-163.16499_2003-05-23 6:07_505",3,125,"2003-05-23",255366,"4MF03_48_2",5.48923,31.52203,"2003-05-23","4MF03_48_2","607",0
"561",2075,"4MF03",22,2,"2003-05-19 21:14","4MF03 22 2 60BON 1",4.83726,10.29203,2003,5,55.76383,-162.75867,139,97.16254,59,"4MF03_55.76383_-162.75867_2003-05-19 21:14_505",1,125,"2003-05-19",255366,"4MF03_22_2",4.89164,31.45013,"2003-05-19","4MF03_22_2","2114",0
"562",2076,"6MF97",13,3,"1997-05-05 22:46","6MF97 13 3 60BON 1",0,0,1997,5,55.44017,-168.07184,125,270.1366,201,"6MF97_55.44017_-168.07184_1997-05-05 22:46_333",0,132,"1997-05-05",247943,"6MF97_13_3",3.94465,32.5161916666667,"1997-05-05","6MF97_13_3","2246",0
"563",2086,"DY14-06",185,1,"2014-06-04 0:08","DY14-06 185 1 60BON 1",0,0,2014,6,57.5085,-170.9538,155,160.50903,87,"DY14-06_57.5085_-170.9538_2014-06-04 0:08_505",0,521,"2014-06-04",228355,"DY14-06_185_1",5.47532727272727,32.2468545454545,"2014-06-04","DY14-06_185_1","8",0
"567",2100,"4MF07",64,2,"2007-05-14 19:24","4MF07 64 2 60BON 1",1956.49852,2038.01929,2007,5,57.05033,-171.4605,134,130.02821,108,"4MF07_57.05033_-171.4605_2007-05-14 19:24_505",265,446,"2007-05-14",234261,"4MF07_64_2",1.70027272727273,32.0823272727273,"2007-05-14","4MF07_64_2","1924",0
"568",2106,"6MF97",29,2,"1997-05-07 5:17","6MF97 29 2 60BON 1",5.78443,8.89912,1997,5,56.8755,-164.05499,127,112.37061,74,"6MF97_56.8755_-164.05499_1997-05-07 5:17_333",1,132,"1997-05-07",247943,"6MF97_29_2",1.332125,31.238875,"1997-05-07","6MF97_29_2","517",0
"569",2107,"2DY10",38,2,"2010-05-09 22:35","2DY10 38 2 60BON 2",251.45639,292.39116,2010,5,55.62767,-164.14766,129,157.3235,95,"2DY10_55.62767_-164.14766_2010-05-09 22:35_500",46,370,"2010-05-09",227957,"2DY10_38_2",1.76081818181818,31.5141090909091,"2010-05-09","2DY10_38_2","2235",0
"572",2134,"5MF05",136,1,"2005-05-20 6:01","5MF05 136 1 60BON 1",0,0,2005,5,55.35183,-166.84633,140,195.41002,138,"5MF05_55.35183_-166.84633_2005-05-20 6:01_505",0,283,"2005-05-20",249168,"5MF05_136_1",5.06628,31.95006,"2005-05-20","5MF05_136_1","554",0
"576",2141,"2DY10",96,2,"2010-05-17 1:03","2DY10 96 2 60BON 2",4.62931,3.42912,2010,5,55.76633,-168.24699,137,291.6199,137,"2DY10_55.76633_-168.24699_2010-05-17 1:03_500",1,370,"2010-05-17",227957,"2DY10_96_2",3.10314545454545,31.8664272727273,"2010-05-17","2DY10_96_2","103",0
"578",2147,"5MF05",47,2,"2005-05-15 4:23","5MF05 47 2 60BON 1",140.74635,230.73172,2005,5,56.56233,-162.03799,135,117.01902,71,"5MF05_56.56233_-162.03799_2005-05-15 4:23_505",27,283,"2005-05-15",249168,"5MF05_47_2",5.83405,32.09866,"2005-05-15","5MF05_47_2","421",0
"582",2170,"2DY08",3,2,"2008-05-07 17:39","2DY08 3 2 60BON 1",0,0,2008,5,56.7673,-164.3398,127,107.37773,76,"2DY08_56.7673_-164.3398_2008-05-07 17:39_333",0,331,"2008-05-07",227649,"2DY08_3_2",-0.769863636363636,31.6600181818182,"2008-05-07","2DY08_3_2","1739",0
"584",2181,"1MF99",2,1,"1999-04-14 4:19","1MF99 2 1 60BON 1",0,0,1999,4,54.92017,-165.43131,104,189.26941,129,"1MF99_54.92017_-165.43131_1999-04-14 4:19_505",0,112,"1999-04-14",246131,"1MF99_2_1",2.19293,32.16657,"1999-04-14","1MF99_2_1","418",0
"585",2182,"1MF99",28,1,"1999-04-16 5:16","1MF99 28 1 60BON 1",7.64649,7.28237,1999,4,55.3865,-164.9207,106,137.31798,110,"1MF99_55.3865_-164.9207_1999-04-16 5:16_505",1,112,"1999-04-16",246131,"1MF99_28_1",2.07208,31.98488,"1999-04-16","1MF99_28_1","516",0
"586",2184,"2DY10",55,4,"2010-05-11 12:40","2DY10 55 4 60BON 2",28.07629,45.28433,2010,5,55.7625,-162.77184,131,110.41346,62,"2DY10_55.7625_-162.77184_2010-05-11 12:40_500",5,370,"2010-05-11",227957,"2DY10_55_4",1.80237272727273,31.4793818181818,"2010-05-11","2DY10_55_4","1240",0
"589",2193,"2DY12",124,1,"2012-05-25 20:10","2DY12 124 1 60BON 1",7.05804,10.22905,2012,5,57.0095,-167.9897,145,195.5216,79,"2DY12_57.0095_-167.9897_2012-05-25 20:10_505",2,429,"2012-05-25",234044,"2DY12_124_1",0.184,31.1404181818182,"2012-05-25","2DY12_124_1","2004",0
"592",2210,"2DY10",86,3,"2010-05-16 1:08","2DY10 86 3 60BON 2",193.2298,135.12573,2010,5,56.30833,-169.27066,136,281.21957,154,"2DY10_56.30833_-169.27066_2010-05-16 1:08_500",38,370,"2010-05-16",227957,"2DY10_86_3",1.5989,31.3414727272727,"2010-05-16","2DY10_86_3","108",0
"593",2211,"2DY10",88,2,"2010-05-16 5:23","2DY10 88 2 60BON 2",0,0,2010,5,56.20984,-168.68167,136,439.31393,208,"2DY10_56.20984_-168.68167_2010-05-16 5:23_500",0,370,"2010-05-16",227957,"2DY10_88_2",3.48501818181818,32.2500909090909,"2010-05-16","2DY10_88_2","523",0
"596",2214,"2DY10",93,2,"2010-05-16 19:00","2DY10 93 2 60BON 2",0,0,2010,5,55.98517,-168.46266,136,295.72553,194,"2DY10_55.98517_-168.46266_2010-05-16 19:00_500",0,370,"2010-05-16",227957,"2DY10_93_2",3.47735454545455,32.3651727272727,"2010-05-16","2DY10_93_2","1900",0
"597",2217,"2DY12",2,2,"2012-05-17 5:41","2DY12 2 2 60BON 1",550.44149,440.35319,2012,5,55.909,-166.9095,137,258.8831,135,"2DY12_55.909_-166.9095_2012-05-17 5:41_505",114,429,"2012-05-17",234044,"2DY12_2_2",1.69928181818182,32.1201545454545,"2012-05-17","2DY12_2_2","517",0
"598",2218,"2DY12",45,1,"2012-05-20 1:26","2DY12 45 1 60BON 1",404.37705,475.73771,2012,5,55.62733,-164.1465,140,149.2419,95,"2DY12_55.62733_-164.1465_2012-05-20 1:26_505",71,429,"2012-05-20",234044,"2DY12_45_1",2.02645454545455,31.9484727272727,"2012-05-20","2DY12_45_1","119",0
"599",2220,"2DY12",174,2,"2012-05-31 0:22","2DY12 174 2 60BON 1",56.99505,80.27472,2012,5,57.30017,-170.7275,151,174.4011,80,"2DY12_57.30017_-170.7275_2012-05-31 0:22_505",14,429,"2012-05-31",234044,"2DY12_174_2",0.481945454545455,31.6424454545455,"2012-05-31","2DY12_174_2","18",0
"600",2221,"2DY12",15,1,"2012-05-18 4:26","2DY12 15 1 60BON 1",9.15664,8.72061,2012,5,55.49067,-165.509,138,229.3418,116,"2DY12_55.49067_-165.509_2012-05-18 4:26_505",2,429,"2012-05-18",234044,"2DY12_15_1",2.57780909090909,31.9875090909091,"2012-05-18","2DY12_15_1","418",0
"601",2222,"DY14-05",29,2,"2014-05-10 5:28","DY14-05 29 2 60BON 2",0,0,2014,5,57.2593,-165.7518,130,114.65976,69,"DY14-05_57.2593_-165.7518_2014-05-10 5:28_505",0,521,"2014-05-10",228355,"DY14-05_29_2",2.86619090909091,32.1605090909091,"2014-05-10","DY14-05_29_2","430",0
"602",2223,"2DY12",47,1,"2012-05-20 4:29","2DY12 47 1 60BON 1",0,0,2012,5,56.06767,-164.5722,140,192.1635,94,"2DY12_56.06767_-164.5722_2012-05-20 4:29_505",0,429,"2012-05-20",234044,"2DY12_47_1",1.87686363636364,31.917,"2012-05-20","2DY12_47_1","424",0
"603",2224,"3MF02",49,2,"2002-05-17 13:26","3MF02 49 2 60BON 1",293.92772,408.23295,2002,5,56.32367,-162.80884,137,137.17658,83,"3MF02_56.32367_-162.80884_2002-05-17 13:26_505",56,236,"2002-05-17",255755,"3MF02_49_2",4.618,31.9691272727273,"2002-05-17","3MF02_49_2","1321",0
"604",2226,"3MF06",29,3,"2006-05-12 22:26","3MF06 29 3 60BON 1",0,0,2006,5,54.911,-166.45033,132,201.33444,152,"3MF06_54.911_-166.45033_2006-05-12 22:26_505",0,442,"2006-05-12",242629,"3MF06_29_3",3.62354545454545,31.9452090909091,"2006-05-12","3MF06_29_3","2226",0
"605",2227,"2DY12",135,2,"2012-05-26 18:02","2DY12 135 2 60BON 1",0,0,2012,5,58.236,-168.7323,146,137.1954,71,"2DY12_58.236_-168.7323_2012-05-26 18:02_505",0,429,"2012-05-26",234044,"2DY12_135_2",-0.794954545454545,31.6095181818182,"2012-05-26","2DY12_135_2","1758",0
"606",2228,"2DY12",183,1,"2012-05-31 13:55","2DY12 183 1 60BON 1",0,0,2012,5,58.42567,-169.9222,151,139.6997,72,"2DY12_58.42567_-169.9222_2012-05-31 13:55_505",0,429,"2012-05-31",234044,"2DY12_183_1",0.372072727272727,31.6341636363636,"2012-05-31","2DY12_183_1","1350",0
"607",2229,"2DY12",109,1,"2012-05-24 15:39","2DY12 109 1 60BON 1",0,0,2012,5,57.12083,-162.0682,144,104.4651,58,"2DY12_57.12083_-162.0682_2012-05-24 15:39_505",0,429,"2012-05-24",234044,"2DY12_109_1",0.239972727272727,31.5176181818182,"2012-05-24","2DY12_109_1","1537",0
"608",2230,"2DY12",157,1,"2012-05-29 19:57","2DY12 157 1 60BON 1",244.3956,359.40529,2012,5,56.52983,-169.484,149,172.5072,77,"2DY12_56.52983_-169.484_2012-05-29 19:57_505",62,429,"2012-05-29",234044,"2DY12_157_1",0.644172727272727,31.6567454545455,"2012-05-29","2DY12_157_1","1952",0
"612",2234,"1TT06",63,2,"2006-04-30 5:47","1TT06 63 2 60BON 1",0,0,2006,4,58.5275,-173.49899,120,196.76936,125,"1TT06_58.5275_-173.49899_2006-04-30 5:47_333",0,442,"2006-04-30",242629,"1TT06_63_2",-0.55556,32.15667,"2006-04-30","1TT06_63_2","547",0
"615",2239,"3DY09",13,2,"2009-05-09 19:05","3DY09 13 2 60BON 1",15.54108,17.66031,2009,5,56.63017,-170.0725,129,169.87241,98,"3DY09_56.63017_-170.0725_2009-05-09 19:05_505",3,311,"2009-05-09",225280,"3DY09_13_2",1.6043,31.9936818181818,"2009-05-09","3DY09_13_2","1901",0
"616",2244,"2DY12",6,1,"2012-05-17 12:24","2DY12 6 1 60BON 1",3.92796,4.62113,2012,5,56.58683,-166.5898,137,216.3974,95,"2DY12_56.58683_-166.5898_2012-05-17 12:24_505",1,429,"2012-05-17",234044,"2DY12_6_1",-0.533990909090909,31.5027909090909,"2012-05-17","2DY12_6_1","1215",0
"618",2247,"3MF06",2,3,"2006-05-09 11:03","3MF06 2 3 60BON 1",0,0,2006,5,53.39083,-168.44684,129,95.47478,68,"3MF06_53.39083_-168.44684_2006-05-09 11:03_505",0,442,"2006-05-09",242629,"3MF06_2_3",4.08162,32.67117,"2006-05-09","3MF06_2_3","1103",0
"619",2249,"DY14-06",181,1,"2014-06-03 17:42","DY14-06 181 1 60BON 1",0,0,2014,6,57.1717,-171.09,154,162.32609,97,"DY14-06_57.1717_-171.09_2014-06-03 17:42_505",0,521,"2014-06-03",228355,"DY14-06_181_1",5.15078181818182,32.2169727272727,"2014-06-03","DY14-06_181_1","1742",0
"620",2252,"1TT06",104,2,"2006-05-09 10:28","1TT06 104 2 60BON 1",0,0,2006,5,57.451,-168.00284,129,114.38355,73,"1TT06_57.451_-168.00284_2006-05-09 10:28_333",0,442,"2006-05-09",242629,"1TT06_104_2",-0.350972727272727,31.6934090909091,"2006-05-09","1TT06_104_2","1028",0
"621",2254,"1TT06",108,2,"2006-05-09 19:13","1TT06 108 2 60BON 1",6.13412,5.89819,2006,5,56.62,-168.71066,129,169.54358,112,"1TT06_56.62_-168.71066_2006-05-09 19:13_333",1,442,"2006-05-09",242629,"1TT06_108_2",2.74456363636364,32.0598272727273,"2006-05-09","1TT06_108_2","1913",0
"622",2255,"1TT06",3,2,"2006-04-16 2:54","1TT06 3 2 60BON 1",0,0,2006,4,56.66516,-163.86316,106,247.31032,77,"1TT06_56.66516_-163.86316_2006-04-16 2:54_333",0,442,"2006-04-16",242629,"1TT06_3_2",1.45193636363636,31.9979272727273,"2006-04-16","1TT06_3_2","254",0
"623",2256,"3MF02",44,3,"2002-05-17 3:14","3MF02 44 3 60BON 1",745.98055,847.70517,2002,5,55.62567,-164.14883,137,41.28794,98,"3MF02_55.62567_-164.14883_2002-05-17 3:14_505",35,236,"2002-05-17",255755,"3MF02_44_3",4.70303636363636,31.9086,"2002-05-17","3MF02_44_3","307",0
"624",2258,"3MF02",65,3,"2002-05-19 15:33","3MF02 65 3 60BON 1",687.30344,687.30344,2002,5,55.60683,-165.13034,139,132.40149,110,"3MF02_55.60683_-165.13034_2002-05-19 15:33_505",91,236,"2002-05-19",255755,"3MF02_65_3",4.71407,31.65398,"2002-05-19","3MF02_65_3","1527",0
"625",2261,"DY14-06",110,1,"2014-05-28 16:48","DY14-06 110 1 60BON 1",334.98235,316.02108,2014,5,56.2415,-166.739,148,205.68248,115,"DY14-06_56.2415_-166.739_2014-05-28 16:48_505",65,521,"2014-05-28",228355,"DY14-06_110_1",6.09366363636364,31.7128545454545,"2014-05-28","DY14-06_110_1","1648",0
"626",2262,"DY14-06",115,1,"2014-05-29 0:50","DY14-06 115 1 60BON 1",369.57179,300.46487,2014,5,56.2295,-167.7167,149,206.34692,133,"DY14-06_56.2295_-167.7167_2014-05-29 0:50_505",62,521,"2014-05-29",228355,"DY14-06_115_1",6.16033636363636,31.8782909090909,"2014-05-29","DY14-06_115_1","50",0
"627",2263,"7MF00",4,3,"2000-06-24 12:28","7MF00 4 3 60BON 1",14.06658,15.12536,2000,6,56.46333,-167.63333,175,264.45654,113,"7MF00_56.46333_-167.63333_2000-06-24 12:28_333",4,54,"2000-06-24",248451,"7MF00_4_3",6.67195454545455,31.5780454545455,"2000-06-24","7MF00_4_3","1232",0
