"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link","CTD_time","date_diff"
"1496",5232,"DY16-07",170,1,"2016-06-04 8:26","DY16-07 170 1 60BON 1",27.36537,34.63971,2016,6,57.5072,-170.9457,155,144.343,90,"DY16-07_57.5072_-170.9457_2016-06-04 8:26_505",5,409,"2016-06-04",213914,"DY16-07_170_1",6.6491,32.0680636363636,"2016-06-04","DY16-07_170_1","826",0
"1497",5233,"DY16-07",171,1,"2016-06-04 10:36","DY16-07 171 1 60BON 1",17.30481,23.38488,2016,6,57.8477,-170.8023,155,128.288,87,"DY16-07_57.8477_-170.8023_2016-06-04 10:36_505",3,409,"2016-06-04",213914,"DY16-07_171_1",6.53155454545455,32.1533272727273,"2016-06-04","DY16-07_171_1","1036",0
"1498",5234,"DY16-07",172,1,"2016-06-04 12:43","DY16-07 172 1 60BON 1",5.17525,7.08938,2016,6,58.1877,-170.6625,155,141.056,83,"DY16-07_58.1877_-170.6625_2016-06-04 12:43_505",1,409,"2016-06-04",213914,"DY16-07_172_1",6.41332727272727,32.1789727272727,"2016-06-04","DY16-07_172_1","1243",0
"1499",5235,"DY16-07",173,1,"2016-06-04 14:45","DY16-07 173 1 60BON 1",0,0,2016,6,58.0913,-170.0638,155,82.34,76,"DY16-07_58.0913_-170.0638_2016-06-04 14:45_505",0,409,"2016-06-04",213914,"DY16-07_173_1",6.59964545454545,31.9965727272727,"2016-06-04","DY16-07_173_1","1445",0
"1500",5236,"DY16-07",174,1,"2016-06-04 16:49","DY16-07 174 1 60BON 1",4.71161,7.03225,2016,6,57.7508,-170.2068,155,142.202,77,"DY16-07_57.7508_-170.2068_2016-06-04 16:49_505",1,409,"2016-06-04",213914,"DY16-07_174_1",6.70853636363636,32.0558272727273,"2016-06-04","DY16-07_174_1","1649",0
"1501",5237,"DY16-07",68,1,"2016-05-25 10:10","DY16-07 68 1 60BON 1",0,0,2016,5,56.742,-164.2315,145,124.695,75,"DY16-07_56.742_-164.2315_2016-05-25 10:10_505",0,409,"2016-05-25",213914,"DY16-07_68_1",6.83947272727273,31.7590272727273,"2016-05-25","DY16-07_68_1","1010",0
"1502",5238,"DY16-07",69,1,"2016-05-25 12:12","DY16-07 69 1 60BON 1",0,0,2016,5,56.401,-164.3987,145,167.432,84,"DY16-07_56.401_-164.3987_2016-05-25 12:12_505",0,409,"2016-05-25",213914,"DY16-07_69_1",6.80260909090909,31.655,"2016-05-25","DY16-07_69_1","1212",0
"1503",5239,"DY16-07",70,1,"2016-05-25 14:19","DY16-07 70 1 60BON 1",79.90095,97.44019,2016,5,56.0617,-164.5733,145,174.466,93,"DY16-07_56.0617_-164.5733_2016-05-25 14:19_505",17,409,"2016-05-25",213914,"DY16-07_70_1",6.75351818181818,31.6582090909091,"2016-05-25","DY16-07_70_1","1419",0
"1504",5240,"DY16-07",71,1,"2016-05-25 16:26","DY16-07 71 1 60BON 1",91.13591,104.75392,2016,5,55.7243,-164.743,145,210.016,97,"DY16-07_55.7243_-164.743_2016-05-25 16:26_505",22,409,"2016-05-25",213914,"DY16-07_71_1",6.79933636363636,31.6739363636364,"2016-05-25","DY16-07_71_1","1626",0
"1505",5241,"DY16-07",72,1,"2016-05-25 18:39","DY16-07 72 1 60BON 1",22.41752,22.87502,2016,5,55.4038,-164.9168,145,218.579,107,"DY16-07_55.4038_-164.9168_2016-05-25 18:39_505",5,409,"2016-05-25",213914,"DY16-07_72_1",6.94070909090909,31.5133181818182,"2016-05-25","DY16-07_72_1","1839",0
"1506",5242,"DY16-07",73,1,"2016-05-25 20:51","DY16-07 73 1 60BON 1",12.29907,11.7134,2016,5,55.4818,-165.512,145,256.117,114,"DY16-07_55.4818_-165.512_2016-05-25 20:51_505",3,409,"2016-05-25",213914,"DY16-07_73_1",7.12343636363636,31.6763,"2016-05-25","DY16-07_73_1","2051",0
"1507",5243,"DY16-07",74,1,"2016-05-25 23:10","DY16-07 74 1 60BON 1",22.42693,24.11498,2016,5,55.8212,-165.3435,145,207.34,103,"DY16-07_55.8212_-165.3435_2016-05-25 23:10_505",5,409,"2016-05-25",213914,"DY16-07_74_1",7.01718181818182,31.7113909090909,"2016-05-25","DY16-07_74_1","2310",0
"1508",5244,"DY16-07",175,1,"2016-06-04 18:52","DY16-07 175 1 60BON 1",14.54193,23.45472,2016,6,57.413,-170.3577,155,127.906,73,"DY16-07_57.413_-170.3577_2016-06-04 18:52_505",3,409,"2016-06-04",213914,"DY16-07_175_1",5.77516363636364,32.1251909090909,"2016-06-04","DY16-07_175_1","1852",0
"1509",5245,"DY16-07",176,1,"2016-06-04 20:54","DY16-07 176 1 60BON 1",19.20829,30.48935,2016,6,57.0713,-170.5012,155,98.395,73,"DY16-07_57.0713_-170.5012_2016-06-04 20:54_505",3,409,"2016-06-04",213914,"DY16-07_176_1",6.27202727272727,32.0897636363636,"2016-06-04","DY16-07_176_1","2054",0
"1510",5246,"DY16-07",177,1,"2016-06-04 22:57","DY16-07 177 1 60BON 1",27.06381,26.27555,2016,6,56.733,-170.6518,155,190.291,113,"DY16-07_56.733_-170.6518_2016-06-04 22:57_505",5,409,"2016-06-04",213914,"DY16-07_177_1",7.07211818181818,32.0672545454545,"2016-06-04","DY16-07_177_1","2257",0
"1511",5247,"DY16-07",178,1,"2016-06-05 1:06","DY16-07 178 1 60BON 1",0,0,2016,6,56.3942,-170.8023,156,207.799,126,"DY16-07_56.3942_-170.8023_2016-06-05 1:06_505",0,409,"2016-06-05",213914,"DY16-07_178_1",6.91525454545455,32.2418727272727,"2016-06-05","DY16-07_178_1","106",0
"1512",5249,"DY16-07",180,1,"2016-06-05 6:17","DY16-07 180 1 60BON 1",0,0,2016,6,56.2905,-170.2168,156,168.349,117,"DY16-07_56.2905_-170.2168_2016-06-05 6:17_505",0,409,"2016-06-05",213914,"DY16-07_180_1",7.36709090909091,32.3793818181818,"2016-06-05","DY16-07_180_1","617",0
"1513",5250,"DY16-07",181,1,"2016-06-05 8:21","DY16-07 181 1 60BON 1",29.81553,32.40819,2016,6,56.6318,-170.0635,156,154.282,101,"DY16-07_56.6318_-170.0635_2016-06-05 8:21_505",5,409,"2016-06-05",213914,"DY16-07_181_1",7.09183636363636,31.9629545454545,"2016-06-05","DY16-07_181_1","821",0
"1514",5251,"DY16-06",83,2,"2016-05-13 4:37","DY16-06 83 2 60BON 1",21.16831,26.13371,2016,5,54.942,-164.9988,133,153.059,92,"DY16-06_54.942_-164.9988_2016-05-13 4:37_333",4,409,"2016-05-13",213914,"DY16-06_83_2",6.09108181818182,31.6960727272727,"2016-05-13","DY16-06_83_2","437",0
"1515",5252,"DY16-06",88,2,"2016-05-13 11:09","DY16-06 88 2 60BON 1",0,0,2016,5,54.8152,-165.8635,133,234.022,163,"DY16-06_54.8152_-165.8635_2016-05-13 11:09_333",0,409,"2016-05-13",213914,"DY16-06_88_2",6.24583636363636,32.3358636363636,"2016-05-13","DY16-06_88_2","1109",0
"1516",5253,"DY16-07",75,1,"2016-05-26 1:27","DY16-07 75 1 60BON 1",48.78968,59.49961,2016,5,56.164,-165.173,146,100.841,93,"DY16-07_56.164_-165.173_2016-05-26 1:27_505",6,409,"2016-05-26",213914,"DY16-07_75_1",6.88074545454545,31.5951909090909,"2016-05-26","DY16-07_75_1","127",0
"1517",5254,"DY16-07",76,1,"2016-05-26 3:27","DY16-07 76 1 60BON 1",17.64755,25.95229,2016,5,56.5032,-165.003,146,154.129,79,"DY16-07_56.5032_-165.003_2016-05-26 3:27_505",4,409,"2016-05-26",213914,"DY16-07_76_1",6.87295454545455,31.7473636363636,"2016-05-26","DY16-07_76_1","327",0
"1518",5255,"DY16-07",77,1,"2016-05-26 5:25","DY16-07 77 1 60BON 1",0,0,2016,5,56.8413,-164.8352,146,118.426,73,"DY16-07_56.8413_-164.8352_2016-05-26 5:25_505",0,409,"2016-05-26",213914,"DY16-07_77_1",6.67413636363636,31.8098272727273,"2016-05-26","DY16-07_77_1","525",0
"1519",5256,"DY16-07",78,1,"2016-05-26 7:19","DY16-07 78 1 60BON 1",0,0,2016,5,57.1802,-164.6682,146,75.077,69,"DY16-07_57.1802_-164.6682_2016-05-26 7:19_505",0,409,"2016-05-26",213914,"DY16-07_78_1",6.55686363636364,31.8628090909091,"2016-05-26","DY16-07_78_1","719",0
"1520",5257,"DY16-07",79,1,"2016-05-26 9:14","DY16-07 79 1 60BON 1",0,0,2016,5,57.523,-164.5028,146,102.447,60,"DY16-07_57.523_-164.5028_2016-05-26 9:14_505",0,409,"2016-05-26",213914,"DY16-07_79_1",6.17800909090909,31.8609545454545,"2016-05-26","DY16-07_79_1","914",0
"1521",5260,"DY16-07",182,1,"2016-06-05 10:20","DY16-07 182 1 60BON 1",5.94981,9.59647,2016,6,56.9692,-169.9197,156,104.205,71,"DY16-07_56.9692_-169.9197_2016-06-05 10:20_505",1,409,"2016-06-05",213914,"DY16-07_182_1",6.79003636363636,32.0781818181818,"2016-06-05","DY16-07_182_1","1020",0
"1522",5261,"DY16-07",183,1,"2016-06-05 12:23","DY16-07 183 1 60BON 1",0,0,2016,6,57.3125,-169.7642,156,85.551,56,"DY16-07_57.3125_-169.7642_2016-06-05 12:23_505",0,409,"2016-06-05",213914,"DY16-07_183_1",4.92403636363636,32.1383636363636,"2016-06-05","DY16-07_183_1","1223",0
"1523",5262,"DY16-07",184,1,"2016-06-05 14:17","DY16-07 184 1 60BON 1",0,0,2016,6,57.6488,-169.6195,156,132.646,75,"DY16-07_57.6488_-169.6195_2016-06-05 14:17_505",0,409,"2016-06-05",213914,"DY16-07_184_1",6.91091818181818,31.9264090909091,"2016-06-05","DY16-07_184_1","1417",0
"1524",5263,"DY16-07",185,1,"2016-06-05 16:13","DY16-07 185 1 60BON 1",0,0,2016,6,57.9878,-169.4712,156,90.52,73,"DY16-07_57.9878_-169.4712_2016-06-05 16:13_505",0,409,"2016-06-05",213914,"DY16-07_185_1",6.37392727272727,32.0856818181818,"2016-06-05","DY16-07_185_1","1613",0
"1525",5264,"DY16-07",186,1,"2016-06-05 18:11","DY16-07 186 1 60BON 1",0,0,2016,6,58.3258,-169.33,156,130.505,72,"DY16-07_58.3258_-169.33_2016-06-05 18:11_505",0,409,"2016-06-05",213914,"DY16-07_186_1",5.91902727272727,32.1568,"2016-06-05","DY16-07_186_1","1811",0
"1526",5271,"DY16-07",151,1,"2016-06-02 15:02","DY16-07 151 1 60BON 1",4.0166,4.72541,2016,6,58.2893,-171.2563,153,211.622,94,"DY16-07_58.2893_-171.2563_2016-06-02 15:02_505",1,409,"2016-06-02",213914,"DY16-07_151_1",5.2402,32.3249454545455,"2016-06-02","DY16-07_151_1","1502",0
"1527",5272,"DY16-07",152,1,"2016-06-02 17:15","DY16-07 152 1 60BON 1",4.67513,5.19459,2016,6,57.9522,-171.3958,153,192.508,98,"DY16-07_57.9522_-171.3958_2016-06-02 17:15_505",1,409,"2016-06-02",213914,"DY16-07_152_1",5.71780909090909,32.3463090909091,"2016-06-02","DY16-07_152_1","1715",0
"1528",5273,"DY16-07",153,1,"2016-06-02 19:19","DY16-07 153 1 60BON 1",53.41834,56.22983,2016,6,58.0515,-171.9843,153,231.194,106,"DY16-07_58.0515_-171.9843_2016-06-02 19:19_505",13,409,"2016-06-02",213914,"DY16-07_153_1",5.87449090909091,32.3381090909091,"2016-06-02","DY16-07_153_1","1919",0
"1529",5274,"DY16-07",154,1,"2016-06-02 21:25","DY16-07 154 1 60BON 1",53.14146,54.78501,2016,6,58.154,-172.5762,153,219.038,108,"DY16-07_58.154_-172.5762_2016-06-02 21:25_505",12,409,"2016-06-02",213914,"DY16-07_154_1",5.98603636363636,32.3483454545455,"2016-06-02","DY16-07_154_1","2125",0
"1530",5275,"DY16-07",155,1,"2016-06-02 23:43","DY16-07 155 1 60BON 1",45.97076,42.96332,2016,6,57.815,-172.7075,153,209.481,118,"DY16-07_57.815_-172.7075_2016-06-02 23:43_505",9,409,"2016-06-02",213914,"DY16-07_155_1",6.01152727272727,32.4630272727273,"2016-06-02","DY16-07_155_1","2343",0
"1531",5280,"DY16-07",156,1,"2016-06-03 1:53","DY16-07 156 1 60BON 1",23.74042,20.64384,2016,6,57.4732,-172.8427,154,242.203,125,"DY16-07_57.4732_-172.8427_2016-06-03 1:53_505",5,409,"2016-06-03",213914,"DY16-07_156_1",6.07824545454545,32.5505636363636,"2016-06-03","DY16-07_156_1","153",0
"1532",5282,"DY16-07",49,1,"2016-05-23 20:25","DY16-07 49 1 60BON 1",6.07084,11.03789,2016,5,56.8798,-162.8538,143,90.597,65,"DY16-07_56.8798_-162.8538_2016-05-23 20:25_505",1,409,"2016-05-23",213914,"DY16-07_49_1",6.4863,31.7957,"2016-05-23","DY16-07_49_1","2025",0
"1533",5283,"DY16-07",50,1,"2016-05-23 22:18","DY16-07 50 1 60BON 1",0,0,2016,5,56.5407,-163.0248,143,114.221,78,"DY16-07_56.5407_-163.0248_2016-05-23 22:18_505",0,409,"2016-05-23",213914,"DY16-07_50_1",6.93046363636364,31.6449,"2016-05-23","DY16-07_50_1","2218",0
"1534",5284,"DY16-07",51,1,"2016-05-24 0:07","DY16-07 51 1 60BON 1",4.98869,6.83382,2016,5,56.2035,-163.1993,144,146.331,84,"DY16-07_56.2035_-163.1993_2016-05-24 0:07_505",1,409,"2016-05-24",213914,"DY16-07_51_1",6.55850909090909,31.5906909090909,"2016-05-24","DY16-07_51_1","7",0
"1535",5289,"DY16-07",187,1,"2016-06-05 20:14","DY16-07 187 1 60BON 1",0,0,2016,6,58.228,-168.7295,156,138.686,71,"DY16-07_58.228_-168.7295_2016-06-05 20:14_505",0,409,"2016-06-05",213914,"DY16-07_187_1",5.9683,32.1328818181818,"2016-06-05","DY16-07_187_1","2014",0
"1536",5290,"DY16-07",52,1,"2016-05-24 2:02","DY16-07 52 1 60BON 1",56.07537,70.98148,2016,5,55.8642,-163.376,144,154.97,90,"DY16-07_55.8642_-163.376_2016-05-24 2:02_505",11,409,"2016-05-24",213914,"DY16-07_52_1",6.87624545454545,31.5442090909091,"2016-05-24","DY16-07_52_1","202",0
"1537",5291,"DY16-07",48,1,"2016-05-23 18:32","DY16-07 48 1 60BON 1",0,0,2016,5,57.2212,-162.6802,143,73.242,56,"DY16-07_57.2212_-162.6802_2016-05-23 18:32_505",0,409,"2016-05-23",213914,"DY16-07_48_1",6.01746363636364,31.9487363636364,"2016-05-23","DY16-07_48_1","1832",0
"1538",5292,"DY16-07",53,1,"2016-05-24 3:59","DY16-07 53 1 60BON 1",98.81411,125.08115,2016,5,55.965,-163.9675,144,167.891,92,"DY16-07_55.965_-163.9675_2016-05-24 3:59_505",21,409,"2016-05-24",213914,"DY16-07_53_1",6.6756,31.6028181818182,"2016-05-24","DY16-07_53_1","359",0
"1539",5293,"DY16-07",157,1,"2016-06-03 4:07","DY16-07 157 1 60BON 1",31.89343,27.25935,2016,6,57.1383,-172.984,154,220.108,122,"DY16-07_57.1383_-172.984_2016-06-03 4:07_505",6,409,"2016-06-03",213914,"DY16-07_157_1",6.37551818181818,32.4083454545455,"2016-06-03","DY16-07_157_1","407",0
"1540",5294,"DY16-07",158,1,"2016-06-03 6:17","DY16-07 158 1 60BON 1",4.49769,3.33162,2016,6,56.7967,-173.1315,154,300.154,144,"DY16-07_56.7967_-173.1315_2016-06-03 6:17_505",1,409,"2016-06-03",213914,"DY16-07_158_1",6.29195454545455,32.5210454545455,"2016-06-03","DY16-07_158_1","617",0
"1541",5295,"DY16-07",188,2,"2016-06-05 22:34","DY16-07 188 2 60BON 1",0,0,2016,6,57.8908,-168.8785,156,117.89,74,"DY16-07_57.8908_-168.8785_2016-06-05 22:34_505",0,409,"2016-06-05",213914,"DY16-07_188_2",6.39209090909091,32.1293272727273,"2016-06-05","DY16-07_188_2","2234",0
"1542",5296,"DY16-07",189,1,"2016-06-06 0:45","DY16-07 189 1 60BON 1",0,0,2016,6,57.5482,-169.0285,157,29.358,73,"DY16-07_57.5482_-169.0285_2016-06-06 0:45_505",0,409,"2016-06-06",213914,"DY16-07_189_1",6.94044545454546,31.9985,"2016-06-06","DY16-07_189_1","45",0
"1543",5297,"DY16-07",190,1,"2016-06-06 2:51","DY16-07 190 1 60BON 1",16.7339,24.25203,2016,6,57.2115,-169.1753,157,123.701,80,"DY16-07_57.2115_-169.1753_2016-06-06 2:51_505",3,409,"2016-06-06",213914,"DY16-07_190_1",7.31948181818182,31.7843545454545,"2016-06-06","DY16-07_190_1","251",0
"1544",5298,"DY16-07",191,1,"2016-06-06 5:03","DY16-07 191 1 60BON 1",16.31106,23.30151,2016,6,56.8722,-169.3238,157,128.747,81,"DY16-07_56.8722_-169.3238_2016-06-06 5:03_505",3,409,"2016-06-06",213914,"DY16-07_191_1",7.60020909090909,31.8463545454545,"2016-06-06","DY16-07_191_1","503",0
"1545",5299,"DY16-07",159,1,"2016-06-03 8:26","DY16-07 159 1 60BON 1",0,0,2016,6,56.6928,-172.551,154,243.044,137,"DY16-07_56.6928_-172.551_2016-06-03 8:26_505",0,409,"2016-06-03",213914,"DY16-07_159_1",6.89439090909091,32.5649636363636,"2016-06-03","DY16-07_159_1","826",0
"1546",5300,"DY16-07",160,1,"2016-06-03 10:46","DY16-07 160 1 60BON 1",43.20851,37.57262,2016,6,57.0298,-172.4037,154,212.921,125,"DY16-07_57.0298_-172.4037_2016-06-03 10:46_505",8,409,"2016-06-03",213914,"DY16-07_160_1",6.37050909090909,32.2491090909091,"2016-06-03","DY16-07_160_1","1046",0
"1547",5301,"DY16-07",161,1,"2016-06-03 13:06","DY16-07 161 1 60BON 1",93.47563,89.88041,2016,6,57.3732,-172.2667,154,211.392,114,"DY16-07_57.3732_-172.2667_2016-06-03 13:06_505",19,409,"2016-06-03",213914,"DY16-07_161_1",6.3579,32.2940727272727,"2016-06-03","DY16-07_161_1","1306",0
"1548",5302,"DY16-07",162,1,"2016-06-03 15:23","DY16-07 162 1 60BON 1",65.14919,65.14919,2016,6,57.7113,-172.1243,154,199.542,111,"DY16-07_57.7113_-172.1243_2016-06-03 15:23_505",13,409,"2016-06-03",213914,"DY16-07_162_1",6.27648181818182,32.2769818181818,"2016-06-03","DY16-07_162_1","1523",0
"1549",5303,"DY16-07",54,1,"2016-05-24 5:53","DY16-07 54 1 60BON 1",5.41387,7.2185,2016,5,56.3017,-163.8002,144,138.533,87,"DY16-07_56.3017_-163.8002_2016-05-24 5:53_505",1,409,"2016-05-24",213914,"DY16-07_54_1",6.8156,31.6492636363636,"2016-05-24","DY16-07_54_1","553",0
"1550",5304,"DY16-06",7,6,"2016-05-05 11:37","DY16-06 7 6 60BON 1",132.94347,214.42495,2016,5,56.8738,-164.0502,125,51.3,72,"DY16-06_56.8738_-164.0502_2016-05-05 11:37_333",11,409,"2016-05-05",213914,"DY16-06_7_6",5.61154545454545,31.7833090909091,"2016-05-05","DY16-06_7_6","1137",0
"1551",5305,"DY16-06",8,2,"2016-05-05 13:48","DY16-06 8 2 60BON 1",204.93235,310.50356,2016,5,56.6765,-163.8692,125,128.823,76,"DY16-06_56.6765_-163.8692_2016-05-05 13:48_333",40,409,"2016-05-05",213914,"DY16-06_8_2",5.52585454545455,31.7938727272727,"2016-05-05","DY16-06_8_2","1348",0
"1552",5439,"2DY12",106,1,"2012-05-24 11:13","2DY12 106 1 60BON 1",0,0,2012,5,57.477,-160.8837,144,82.8303,62,"2DY12_57.477_-160.8837_2012-05-24 11:13_505",0,429,"2012-05-24",234044,"2DY12_106_1",0.46635,31.44295,"2012-05-24","2DY12_106_1","1106",0
"1553",5440,"2DY12",25,1,"2012-05-18 21:22","2DY12 25 1 60BON 1",689.56399,749.52608,2012,5,55.82583,-165.3453,138,192.1214,104,"2DY12_55.82583_-165.3453_2012-05-18 21:22_505",144,429,"2012-05-18",234044,"2DY12_25_1",1.49847272727273,31.9088636363636,"2012-05-18","2DY12_25_1","2115",0
"1554",5441,"2DY12",29,1,"2012-05-19 4:35","2DY12 29 1 60BON 1",0,0,2012,5,56.7075,-166.1973,139,209.1972,81,"2DY12_56.7075_-166.1973_2012-05-19 4:35_505",0,429,"2012-05-19",234044,"2DY12_29_1",0.387490909090909,31.3689545454545,"2012-05-19","2DY12_29_1","430",0
"1555",5445,"2DY12",85,1,"2012-05-23 0:43","2DY12 85 1 60BON 1",11.33944,15.74922,2012,5,56.3445,-161.8128,143,126.9904,82,"2DY12_56.3445_-161.8128_2012-05-23 0:43_505",2,429,"2012-05-23",234044,"2DY12_85_1",2.35012727272727,31.4234,"2012-05-23","2DY12_85_1","38",0
"1556",5446,"2DY12",189,2,"2012-05-31 23:13","2DY12 189 2 60BON 1",43.31175,46.57177,2012,5,57.95433,-171.4073,151,193.2501,97,"2DY12_57.95433_-171.4073_2012-05-31 23:13_505",9,429,"2012-05-31",234044,"2DY12_189_2",0.594718181818182,31.6387545454545,"2012-05-31","2DY12_189_2","2305",0
"1557",5452,"3DY09",64,2,"2009-05-15 11:39","3DY09 64 2 60BON 1",11.64859,13.23704,2009,5,55.94483,-164.95799,135,75.54561,97,"3DY09_55.94483_-164.95799_2009-05-15 11:39_505",1,311,"2009-05-15",225280,"3DY09_64_2",1.65633636363636,31.521,"2009-05-15","3DY09_64_2","1137",0
"1558",5455,"DY14-06",183,1,"2014-06-03 20:58","DY14-06 183 1 60BON 1",0,0,2014,6,57.2703,-171.6802,154,189.74426,106,"DY14-06_57.2703_-171.6802_2014-06-03 20:58_505",0,521,"2014-06-03",228355,"DY14-06_183_1",5.51704545454545,32.257,"2014-06-03","DY14-06_183_1","2058",0
"1559",5456,"DY13-05",32,2,"2013-05-06 2:38","DY13-05 32 2 60BON 1",0,0,2013,5,56.7585,-164.3183,126,134.06153,75,"DY13-05_56.7585_-164.3183_2013-05-06 2:38_500",0,63,"2013-05-06",234526,"DY13-05_32_2",-0.74117,31.51319,"2013-05-06","DY13-05_32_2","238",0
"1560",5473,"3DY09",43,1,"2009-05-13 16:49","3DY09 43 1 60BON 1",15.1403,19.92145,2009,5,56.19667,-163.20334,133,100.39431,86,"3DY09_56.19667_-163.20334_2009-05-13 16:49_505",2,311,"2009-05-13",225280,"3DY09_43_1",2.68653636363636,31.8340181818182,"2009-05-13","3DY09_43_1","1648",0
"1561",5474,"3DY09",44,2,"2009-05-13 20:19","3DY09 44 2 60BON 1",0,0,2009,5,56.52633,-164.01416,133,133.33467,82,"3DY09_56.52633_-164.01416_2009-05-13 20:19_505",0,311,"2009-05-13",225280,"3DY09_44_2",0.904081818181818,31.6904090909091,"2009-05-13","3DY09_44_2","2015",0
"1563",5477,"DY14-06",134,2,"2014-05-30 10:19","DY14-06 134 2 60BON 1",48.62234,41.91581,2014,5,56.0685,-170.0268,150,262.43081,127,"DY14-06_56.0685_-170.0268_2014-05-30 10:19_505",11,521,"2014-05-30",228355,"DY14-06_134_2",5.38572727272727,32.0994636363636,"2014-05-30","DY14-06_134_2","1019",0
"1564",5479,"4MF03",13,2,"2003-05-19 2:23","4MF03 13 2 60BON 1",55.83203,105.34346,2003,5,54.48917,-165.06767,139,104.42034,65,"4MF03_54.48917_-165.06767_2003-05-19 2:23_505",11,125,"2003-05-19",255366,"4MF03_13_2",5.23224,31.63205,"2003-05-19","4MF03_13_2","223",0
"1566",5498,"3DY09",54,2,"2009-05-14 16:06","3DY09 54 2 60BON 1",0,0,2009,5,55.84717,-164.36116,134,141.96707,95,"3DY09_55.84717_-164.36116_2009-05-14 16:06_505",0,311,"2009-05-14",225280,"3DY09_54_2",1.5228,31.5331727272727,"2009-05-14","3DY09_54_2","1602",0
"1567",5499,"DY14-06",142,1,"2014-05-31 0:44","DY14-06 142 1 60BON 1",0,0,2014,5,57.1253,-167.6177,151,139.33377,74,"DY14-06_57.1253_-167.6177_2014-05-31 0:44_505",0,521,"2014-05-31",228355,"DY14-06_142_1",5.12291818181818,31.9131454545455,"2014-05-31","DY14-06_142_1","44",0
"1568",5500,"DY14-06",150,1,"2014-06-01 15:37","DY14-06 150 1 60BON 1",0,0,2014,6,56.1725,-170.5858,152,257.78291,134,"DY14-06_56.1725_-170.5858_2014-06-01 15:37_505",0,521,"2014-06-01",228355,"DY14-06_150_1",5.52802727272727,31.9241454545455,"2014-06-01","DY14-06_150_1","1537",0
"1570",5507,"1DY11",46,2,"2011-05-25 17:10","1DY11 46 2 60BON 1",0,0,2011,5,57.1065,-165.61217,145,176.41715,74,"1DY11_57.1065_-165.61217_2011-05-25 17:10_333",0,208,"2011-05-25",232110,"1DY11_46_2",-1.28933636363636,31.0756272727273,"2011-05-25","1DY11_46_2","1010",0
"1571",5511,"3DY09",26,2,"2009-05-12 2:47","3DY09 26 2 60BON 1",0,0,2009,5,57.13517,-161.06751,132,106.65638,64,"3DY09_57.13517_-161.06751_2009-05-12 2:47_505",0,311,"2009-05-12",225280,"3DY09_26_2",0.330418181818182,31.6448272727273,"2009-05-12","3DY09_26_2","247",0
"1572",5515,"DY14-05",62,2,"2014-05-12 2:39","DY14-05 62 2 60BON 1",0,0,2014,5,59.702,-171.4945,132,120.48886,75,"DY14-05_59.702_-171.4945_2014-05-12 2:39_505",0,521,"2014-05-12",228355,"DY14-05_62_2",-0.233281818181818,31.3953727272727,"2014-05-12","DY14-05_62_2","239",0
"1573",5516,"6MF05",1,1,"2005-05-22 4:34","6MF05 1 1 60BON 1",0,0,2005,5,54.48517,-165.299,142,214.62674,141,"6MF05_54.48517_-165.299_2005-05-22 4:34_505",0,283,"2005-05-22",249168,"6MF05_1_1",5.12186,31.6382,"2005-05-22","6MF05_1_1","434",0
"1574",5520,"2DY10",54,4,"2010-05-11 10:07","2DY10 54 4 60BON 2",254.95051,318.68814,2010,5,55.98217,-162.98351,131,138.06601,86,"2DY10_55.98217_-162.98351_2010-05-11 10:07_500",44,370,"2010-05-11",227957,"2DY10_54_4",1.30889090909091,31.4194,"2010-05-11","2DY10_54_4","1007",0
"1579",5526,"5MF00",51,1,"2000-05-11 22:06","5MF00 51 1 60BON 1",11.31482,17.40742,2000,5,55.64267,-163.16251,131,114.89354,68,"5MF00_55.64267_-163.16251_2000-05-11 22:06_333",2,54,"2000-05-11",248451,"5MF00_51_1",2.97103,31.5796,"2000-05-11","5MF00_51_1","2206",0
"1580",5527,"4MF07",41,3,"2007-05-12 11:39","4MF07 41 3 60BON 1",0,0,2007,5,56.38833,-170.80183,132,186.22961,121,"4MF07_56.38833_-170.80183_2007-05-12 11:39_505",0,446,"2007-05-12",234261,"4MF07_41_3",2.46362727272727,32.1296727272727,"2007-05-12","4MF07_41_3","1139",0
"1582",5533,"4MF07",16,2,"2007-05-10 2:04","4MF07 16 2 60BON 1",279.81188,259.08508,2007,5,56.44933,-167.93417,130,135.09076,126,"4MF07_56.44933_-167.93417_2007-05-10 2:04_505",35,446,"2007-05-10",234261,"4MF07_16_2",2.23193636363636,31.9510272727273,"2007-05-10","4MF07_16_2","158",0
"1583",5544,"3MF02",29,2,"2002-05-15 15:25","3MF02 29 2 60BON 1",221.32409,243.21329,2002,5,55.29183,-164.32201,135,176.79955,101,"3MF02_55.29183_-164.32201_2002-05-15 15:25_505",43,236,"2002-05-15",255755,"3MF02_29_2",4.66091818181818,31.8133454545455,"2002-05-15","3MF02_29_2","1520",0
"1585",5570,"5MF05",30,2,"2005-05-13 13:01","5MF05 30 2 60BON 1",0,0,2005,5,57.28133,-159.63901,133,86.16711,58,"5MF05_57.28133_-159.63901_2005-05-13 13:01_505",0,283,"2005-05-13",249168,"5MF05_30_2",3.42288,31.5634,"2005-05-13","5MF05_30_2","1257",0
